dataset,model,cal_size,test_size,Kernel_brier,Kernel_logloss,Kernel_kuiper,Kernel_ece-15,Kernel_accuracy,Kernel_time
fried,ExtraTrees,36691,4077,0.11399583518505096,0.1787654012441635,0.008539367467164993,0.016280822455883026,0.9200392365455627,3.1866850559599698
fried,LightGBM,36691,4077,0.09338768571615219,0.14932881295681,0.008548760786652565,0.013164825737476349,0.9296051263809204,3.4238991939928383
fried,LinearModel,36691,4077,0.23192980885505676,0.3675990700721741,0.015090066939592361,0.016043199226260185,0.839587926864624,3.004095079144463
fried,NeuralNetFastAI,36691,4077,0.09102581441402435,0.14581654965877533,0.008368225768208504,0.01395922526717186,0.9347559213638306,3.459562870906666
fried,NeuralNetTorch,36691,4077,0.09088437259197235,0.14502853155136108,0.007499741390347481,0.015063926577568054,0.9342653751373291,3.4174225381575525
fried,RandomForest,36691,4077,0.11580673605203629,0.18224535882472992,0.010538028553128242,0.01518190372735262,0.916360080242157,3.247551827924326
fried,XGBoost,36691,4077,0.09450899064540863,0.15217693150043488,0.00820445641875267,0.012859934940934181,0.9330390095710754,3.411165795987472
gina,CatBoost,2837,316,0.063203826546669,0.11125634610652924,0.011884525418281555,0.030646566301584244,0.9588607549667358,0.06119964714162052
gina,ExtraTrees,2837,316,0.09374017268419266,0.16118097305297852,0.012417738325893879,0.02946534752845764,0.9430379867553711,0.030556412879377604
gina,LightGBM,2837,316,0.06595224142074585,0.12395502626895905,0.01359609141945839,0.025253962725400925,0.9588607549667358,0.05485049984417856
gina,LinearModel,2837,316,0.21945743262767792,0.3601991534233093,0.03377747908234596,0.06669393181800842,0.8354430198669434,0.0586242089048028
gina,NeuralNetFastAI,2837,316,0.04896240308880806,0.09870710223913193,0.016012711450457573,0.027986641973257065,0.9715189933776855,0.054005003068596125
gina,NeuralNetTorch,2837,316,0.05399918928742409,0.09907857328653336,0.015476815402507782,0.03306502476334572,0.9683544039726257,0.05584774096496403
gina,RandomForest,2837,316,0.09108830988407135,0.15682333707809448,0.009278794750571251,0.0382513590157032,0.9398733973503113,0.029277432011440396
gina,XGBoost,2837,316,0.0707542896270752,0.12909643352031708,0.014610271900892258,0.032198477536439896,0.9556962251663208,0.05702687310986221
hill-valley,CatBoost,1090,122,0.4883345663547516,0.68141770362854,0.05650812387466431,0.04864615201950073,0.5491803288459778,0.004956156015396118
hill-valley,ExtraTrees,1090,122,0.4730969965457916,0.666022777557373,0.04681583493947983,0.08543478697538376,0.6147540807723999,0.005026509054005146
hill-valley,LightGBM,1090,122,0.465572327375412,0.6580418944358826,0.06783083826303482,0.11041608452796936,0.6065573692321777,0.004880412016063929
hill-valley,LinearModel,1090,122,0.1393507421016693,0.23579193651676178,0.05046546831727028,0.07820229977369308,0.9180327653884888,0.006154248956590891
hill-valley,NeuralNetFastAI,1090,122,0.3254832625389099,0.4774683117866516,0.16990485787391663,0.23245763778686523,0.7622950673103333,0.005053650820627809
hill-valley,NeuralNetTorch,1090,122,0.1367524266242981,0.23522181808948517,0.052324093878269196,0.0908505767583847,0.9098360538482666,0.004815747030079365
hill-valley,RandomForest,1090,122,0.472149133682251,0.6650372743606567,0.06007237359881401,0.05642218887805939,0.6639344096183777,0.004924628883600235
hill-valley,XGBoost,1090,122,0.48792484402656555,0.6810242533683777,0.04645805060863495,0.05964983254671097,0.5983606576919556,0.004838739987462759
hiva_agnostic,CatBoost,3806,423,0.0605626218020916,0.13587254285812378,0.01279924064874649,0.01918216235935688,0.9669030904769897,0.05384289403446019
hiva_agnostic,ExtraTrees,3806,423,0.06455686688423157,0.14014621078968048,0.012008934281766415,0.018233882263302803,0.9621749520301819,0.05027094506658614
hiva_agnostic,LightGBM,3806,423,0.06316246837377548,0.14046655595302582,0.013867760077118874,0.016866013407707214,0.9669030904769897,0.051454367116093636
hiva_agnostic,LinearModel,3806,423,0.06097413972020149,0.13464044034481049,0.008996302261948586,0.01165310200303793,0.9645389914512634,0.06391823710873723
hiva_agnostic,NeuralNetFastAI,3806,423,0.061659008264541626,0.1397733837366104,0.011831715703010559,0.0233912393450737,0.9669030904769897,0.06088211387395859
hiva_agnostic,NeuralNetTorch,3806,423,0.06184565648436546,0.14024657011032104,0.012895309366285801,0.01821937970817089,0.9716312289237976,0.056910455925390124
hiva_agnostic,RandomForest,3806,423,0.06437955796718597,0.1395939141511917,0.013212999328970909,0.018038185313344002,0.9598108530044556,0.05074957013130188
hiva_agnostic,XGBoost,3806,423,0.059535447508096695,0.13567355275154114,0.01584843546152115,0.01976570300757885,0.9692671298980713,0.05353402579203248
houses,CatBoost,18576,2064,0.016423357650637627,0.028726281598210335,0.0025206422433257103,0.005235783755779266,0.9888566136360168,1.7034325180575252
houses,ExtraTrees,18576,2064,0.015274588018655777,0.02666148915886879,0.002361592138186097,0.00635130051523447,0.9898256063461304,1.6438423828221858
houses,LightGBM,18576,2064,0.01816970482468605,0.03138609603047371,0.003854462644085288,0.006139881908893585,0.9859496355056763,1.7037909920327365
houses,LinearModel,18576,2064,0.046204160898923874,0.08157691359519958,0.010473734699189663,0.014336914755403996,0.9685077667236328,1.7240835460834205
houses,NeuralNetFastAI,18576,2064,0.017331697046756744,0.02938210405409336,0.0028797518461942673,0.007685426622629166,0.9874030947685242,1.6650186639744788
houses,NeuralNetTorch,18576,2064,0.01897958107292652,0.0324544832110405,0.0035027051344513893,0.007930819876492023,0.9859496355056763,1.6618317319080234
houses,RandomForest,18576,2064,0.018956417217850685,0.032281771302223206,0.0030879343394190073,0.005341531243175268,0.9874030947685242,1.6814192030578852
houses,XGBoost,18576,2064,0.01764974556863308,0.031635552644729614,0.002529808320105076,0.005692352540791035,0.9893410801887512,1.685777821810916
ilpd,CatBoost,524,59,0.36332401633262634,0.5319377779960632,0.05635392665863037,0.06648877263069153,0.694915235042572,0.001750529045239091
ilpd,ExtraTrees,524,59,0.34919875860214233,0.5040140151977539,0.055425237864255905,0.13740473985671997,0.694915235042572,0.0016599351074546576
ilpd,LightGBM,524,59,0.3602358400821686,0.5252997875213623,0.07700607180595398,0.13432636857032776,0.694915235042572,0.0016870610415935516
ilpd,LinearModel,524,59,0.35519933700561523,0.5091503858566284,0.0801239088177681,0.11465337872505188,0.7118644118309021,0.0017095021903514862
ilpd,NeuralNetFastAI,524,59,0.3452013432979584,0.49323245882987976,0.08118744194507599,0.0877654105424881,0.7118644118309021,0.0016800051089376211
ilpd,NeuralNetTorch,524,59,0.37630513310432434,0.5473403930664062,0.06651303172111511,0.12041045725345612,0.6440678238868713,0.001688971882686019
ilpd,RandomForest,524,59,0.36144956946372986,0.5237337946891785,0.04598614573478699,0.06756652146577835,0.7118644118309021,0.0017212550155818462
ilpd,XGBoost,524,59,0.3683224320411682,0.5326510071754456,0.0672975480556488,0.07966938614845276,0.7118644118309021,0.0016832719556987286
jasmine,CatBoost,2685,299,0.26196834444999695,0.4063180983066559,0.01991800218820572,0.06048808619379997,0.8160535097122192,0.040389565052464604
jasmine,ExtraTrees,2685,299,0.27209073305130005,0.41328004002571106,0.02137458324432373,0.042381465435028076,0.8093645572662354,0.03399087302386761
jasmine,LightGBM,2685,299,0.25903281569480896,0.40343597531318665,0.02314455807209015,0.04014554247260094,0.8160535097122192,0.026755871018394828
jasmine,LinearModel,2685,299,0.2881810963153839,0.4441693127155304,0.023066267371177673,0.03317086398601532,0.7926421165466309,0.03841833700425923
jasmine,NeuralNetFastAI,2685,299,0.28142133355140686,0.4253108501434326,0.022036254405975342,0.029366204515099525,0.8060200810432434,0.03484631609171629
