dataset,model,cal_size,test_size,Beta_brier,Beta_logloss,Beta_kuiper,Beta_ece-15,Beta_accuracy,Beta_time
Run_or_walk_information,XGBoost,79729,8859,0.00999105403772995,0.018213551388037923,0.0021978355944156647,0.0032227428164333105,0.9933401346206665,0.04809643607586622
Satellite,CatBoost,4590,510,0.014443037793202423,0.025906466768822283,0.006439469289034605,0.00755312480032444,0.9882352948188782,0.007600517012178898
Satellite,ExtraTrees,4590,510,0.015662878478981505,0.025141637481352494,0.005716090090572834,0.00904472079128027,0.9882352948188782,0.005501473089680076
Satellite,LightGBM,4590,510,0.01570788484787969,0.027034786877726147,0.007106002885848284,0.007575065828859806,0.9882352948188782,0.007284240098670125
Satellite,LinearModel,4590,510,0.015107896013673332,0.02592289470251551,0.0060098012909293175,0.0072104185819625854,0.9901960492134094,0.007071657106280327
Satellite,NeuralNetFastAI,4590,510,0.012317434683954452,0.0234856661425233,0.004397187381982803,0.007471468299627304,0.9901960492134094,0.006773659959435463
Satellite,NeuralNetTorch,4590,510,0.01651608417454266,0.030497500133293637,0.006884838920086622,0.007798556238412857,0.9882352948188782,0.007971668848767877
Satellite,RandomForest,4590,510,0.014566303643721593,0.025152723847924507,0.0052995821461081505,0.00852620042860508,0.9882352948188782,0.0065565581899136305
Satellite,XGBoost,4590,510,0.015150137554634348,0.027160960690877246,0.006374923512339592,0.005357308313250542,0.9901960492134094,0.006984366104006767
SpeedDating,CatBoost,7540,838,0.17626144016269252,0.2897375701487648,0.018219565972685814,0.032018084079027176,0.8818615674972534,0.008354573044925928
SpeedDating,ExtraTrees,7540,838,0.19175146865592102,0.3084844705252187,0.015241799876093864,0.036794938147068024,0.8687350749969482,0.00985359214246273
SpeedDating,LightGBM,7540,838,0.1761252218522478,0.29012052376158687,0.02195650152862072,0.030197732150554657,0.8866348266601562,0.008436572970822453
SpeedDating,LinearModel,7540,838,0.1896154583539397,0.31209741060371204,0.027748240157961845,0.04259069263935089,0.8723150491714478,0.008540228940546513
SpeedDating,NeuralNetFastAI,7540,838,0.18763710914332019,0.30640628408498577,0.023247763514518738,0.033185847103595734,0.8770883083343506,0.008451046887785196
SpeedDating,NeuralNetTorch,7540,838,0.1872357515571142,0.3061677559021593,0.021845532581210136,0.029124457389116287,0.8687350749969482,0.008876007050275803
SpeedDating,RandomForest,7540,838,0.19022451411160612,0.3098054576271321,0.01991991698741913,0.03179026022553444,0.8699284195899963,0.010669423965737224
SpeedDating,XGBoost,7540,838,0.17508388553875182,0.288845344962771,0.021046247333288193,0.0245974101126194,0.8830549120903015,0.008863066090270877
Titanic,CatBoost,1980,221,0.2529327145395355,0.40843027810427535,0.06501857191324234,0.05067059025168419,0.8325791954994202,0.004609667928889394
Titanic,ExtraTrees,1980,221,0.2594654757140018,0.42149144214764844,0.06879329681396484,0.06342456489801407,0.8325791954994202,0.004644510103389621
Titanic,LightGBM,1980,221,0.2528014039001139,0.4079773255162113,0.06595520675182343,0.05128199979662895,0.8325791954994202,0.004517670953646302
Titanic,LinearModel,1980,221,0.2730933144910004,0.4448914060659252,0.05472831428050995,0.08339011669158936,0.8325791954994202,0.007501073880121112
Titanic,NeuralNetFastAI,1980,221,0.2534295723727021,0.4083760376254926,0.06697976589202881,0.05572321265935898,0.8325791954994202,0.004539208952337503
Titanic,NeuralNetTorch,1980,221,0.2539225930663241,0.41046293592409355,0.0663912445306778,0.0543292835354805,0.8325791954994202,0.004464352037757635
Titanic,RandomForest,1980,221,0.25605219124815576,0.41559037006047667,0.06640785932540894,0.049933042377233505,0.8325791954994202,0.004663567990064621
Titanic,XGBoost,1980,221,0.2531610290883273,0.40849462807142817,0.06594213843345642,0.05222542583942413,0.8325791954994202,0.00455813598819077
ada,CatBoost,3732,415,0.17006053875317256,0.2671531848128153,0.01341271959245205,0.03400903567671776,0.8867470026016235,0.00608397088944912
ada,ExtraTrees,3732,415,0.19542928318871589,0.3085140390732154,0.02089088037610054,0.048371218144893646,0.8602409362792969,0.005593559006229043
ada,LightGBM,3732,415,0.1714875490733657,0.2734608887478296,0.015570173040032387,0.048054732382297516,0.8819277286529541,0.0066414522007107735
ada,LinearModel,3732,415,0.19759605186034626,0.31150113556923836,0.01650579646229744,0.039140380918979645,0.8602409362792969,0.006254011066630483
ada,NeuralNetFastAI,3732,415,0.1865056371172002,0.2962438937953624,0.017840949818491936,0.03100774809718132,0.87469881772995,0.006225260905921459
ada,NeuralNetTorch,3732,415,0.18491567986045765,0.2887769128200548,0.014585979282855988,0.03292571380734444,0.8722891807556152,0.006332309916615486
ada,RandomForest,3732,415,0.18133899083201474,0.28749386206047445,0.011698618531227112,0.03886335715651512,0.8771084547042847,0.006415843032300472
ada,XGBoost,3732,415,0.16969095975421072,0.2681132223636934,0.010161565616726875,0.031222887337207794,0.8795180916786194,0.006330995121970773
adult,CatBoost,43957,4885,0.17123358723312604,0.2706792160992914,0.005314953159540892,0.010590512305498123,0.8771750330924988,0.03556043794378638
adult,ExtraTrees,43957,4885,0.1902091057918144,0.30130308515113813,0.008194945752620697,0.01495861541479826,0.8628454208374023,0.0366432499140501
adult,LightGBM,43957,4885,0.17077626330328963,0.26893594506211266,0.006041128188371658,0.012056691572070122,0.8769702911376953,0.033985731890425086
adult,LinearModel,43957,4885,0.20326761825901332,0.31852237574436687,0.007867690175771713,0.011930356733500957,0.8540430068969727,0.034856935031712055
adult,NeuralNetFastAI,43957,4885,0.18923187891609708,0.29947446687027607,0.008277572691440582,0.009579353965818882,0.863459587097168,0.03464040486142039
adult,NeuralNetTorch,43957,4885,0.19131568238454152,0.30107579048883554,0.007465346250683069,0.011137113906443119,0.8626407384872437,0.03260517003946006
adult,RandomForest,43957,4885,0.18721758259252397,0.2939303573422139,0.008753672242164612,0.0138540742918849,0.8622313141822815,0.03617960098199546
adult,XGBoost,43957,4885,0.17014914392561734,0.26798412578850844,0.00586316641420126,0.011670288629829884,0.8765609264373779,0.03424391080625355
ailerons,CatBoost,12375,1375,0.15975804559597398,0.26026785955298853,0.012605872005224228,0.02492632158100605,0.890181839466095,0.01150934910401702
ailerons,ExtraTrees,12375,1375,0.16838999703829685,0.2754248100563686,0.008167780935764313,0.020797578617930412,0.8807272911071777,0.01234534289687872
ailerons,LightGBM,12375,1375,0.15868383104255585,0.25801764161011814,0.010314781218767166,0.020500393584370613,0.8909090757369995,0.012221906799823046
ailerons,LinearModel,12375,1375,0.1700004983852098,0.2760235274424956,0.010281568393111229,0.02180146425962448,0.8799999952316284,0.011106356047093868
ailerons,NeuralNetFastAI,12375,1375,0.16664529835142944,0.2701882146960682,0.009578265249729156,0.023252500221133232,0.8821818232536316,0.012228288920596242
ailerons,NeuralNetTorch,12375,1375,0.16475571884046283,0.2676762818476885,0.00891127623617649,0.02206120640039444,0.8829091191291809,0.011701648123562336
ailerons,RandomForest,12375,1375,0.16352750307141986,0.2777587843661657,0.00908514205366373,0.027261564508080482,0.8814545273780823,0.012403479078784585
ailerons,XGBoost,12375,1375,0.15922572068928678,0.2585479513301582,0.009065842255949974,0.02242172695696354,0.8872727155685425,0.012276018969714642
arcene,CatBoost,90,10,0.4283424911449357,1.0057801461373925,0.15086068212985992,0.277048259973526,0.699999988079071,0.005341647891327739
arcene,ExtraTrees,90,10,0.27048300712578294,0.48067783763326144,0.09709226340055466,0.23897907137870789,0.8999999761581421,0.0038018319755792618
arcene,LightGBM,90,10,0.4351909774821359,0.7444183149057586,0.13991887867450714,0.25489458441734314,0.699999988079071,0.0031217040959745646
arcene,LinearModel,90,10,0.29358413789358295,0.43720044948963477,0.11483623087406158,0.29348593950271606,0.699999988079071,0.0036600930616259575
arcene,NeuralNetFastAI,90,10,0.35218685955523005,0.7681502259939247,0.11962192505598068,0.26188260316848755,0.800000011920929,0.0031502528581768274
arcene,NeuralNetTorch,90,10,0.3786373713047748,0.8725722019243843,0.15572530031204224,0.2557637691497803,0.699999988079071,0.00337393581867218
arcene,RandomForest,90,10,0.3908977932112378,0.732673282947164,0.09886184334754944,0.27352041006088257,0.800000011920929,0.0036495779640972614
arcene,XGBoost,90,10,0.39479791422487004,0.6137256965242502,0.11122574657201767,0.26411470770835876,0.699999988079071,0.003434957005083561
arsenic-female-bladder,CatBoost,503,56,0.196272078143519,0.3136754783926273,0.024671806022524834,0.07252772152423859,0.8928571343421936,0.0035258301068097353
arsenic-female-bladder,ExtraTrees,503,56,0.20800841150631172,0.3334159897716952,0.04036952555179596,0.10671496391296387,0.8571428656578064,0.0038032489828765392
arsenic-female-bladder,LightGBM,503,56,0.21450619664686035,0.3422985853556928,0.043727755546569824,0.0739964097738266,0.8571428656578064,0.0035186680033802986
arsenic-female-bladder,LinearModel,503,56,0.24010314512185094,0.3733781228205522,0.04824768006801605,0.09459719806909561,0.8392857313156128,0.005489293020218611
arsenic-female-bladder,NeuralNetFastAI,503,56,0.20859585999958044,0.31652019415989613,0.03621974587440491,0.07279890030622482,0.8392857313156128,0.003369480138644576
arsenic-female-bladder,NeuralNetTorch,503,56,0.18295636091505832,0.30585185813252297,0.045448750257492065,0.05857042595744133,0.875,0.0036100209690630436
arsenic-female-bladder,RandomForest,503,56,0.21388959147001163,0.35120913410234283,0.047678157687187195,0.09453751146793365,0.8571428656578064,0.0038171459455043077
arsenic-female-bladder,XGBoost,503,56,0.20945812845723455,0.3407411736963322,0.02762085199356079,0.07145160436630249,0.8571428656578064,0.0034153531305491924
autoUniv-au1-1000,CatBoost,900,100,0.3614327891063917,0.5489605968542179,0.04514013230800629,0.09099450707435608,0.7799999713897705,0.006365231005474925
autoUniv-au1-1000,ExtraTrees,900,100,0.3614804824809537,0.5579169415605422,0.029053568840026855,0.0971548855304718,0.7699999809265137,0.006092891097068787
autoUniv-au1-1000,LightGBM,900,100,0.3532292477959086,0.5472531926640023,0.04394710808992386,0.13632982969284058,0.7799999713897705,0.0062643070705235004
autoUniv-au1-1000,LinearModel,900,100,0.37988697008323863,0.5734225530253876,0.06677085161209106,0.11925957351922989,0.7400000095367432,0.004496362991631031
autoUniv-au1-1000,NeuralNetFastAI,900,100,0.35004229720357094,0.5388238399727149,0.036467622965574265,0.08669746667146683,0.7699999809265137,0.00394666101783514
autoUniv-au1-1000,NeuralNetTorch,900,100,0.35423472081325896,0.536474271906303,0.05032248795032501,0.0480479896068573,0.75,0.0036778049543499947
autoUniv-au1-1000,RandomForest,900,100,0.381613417796721,0.5716487019022601,0.047211259603500366,0.13120794296264648,0.7200000286102295,0.006354410899803042
autoUniv-au1-1000,XGBoost,900,100,0.362601469665842,0.548194621536732,0.04504410922527313,0.12548615038394928,0.75,0.006076551973819733
bank-marketing,CatBoost,40689,4522,0.11718062066113154,0.18647008582716332,0.00447598472237587,0.006626991089433432,0.9133126735687256,0.028024597791954875
bank-marketing,ExtraTrees,40689,4522,0.12595120414784883,0.2002435930878767,0.007800021208822727,0.011808631010353565,0.9044670462608337,0.020524432184174657
bank-marketing,LightGBM,40689,4522,0.11929260128143654,0.18900209458645975,0.004866963252425194,0.008049780502915382,0.9117646813392639,0.028367538936436176
bank-marketing,LinearModel,40689,4522,0.14102701940129617,0.2277258642768581,0.0058724544942379,0.008289269171655178,0.8982750773429871,0.025284274946898222
bank-marketing,NeuralNetFastAI,40689,4522,0.12035663294555697,0.19095910957734724,0.0061975084245204926,0.010019567795097828,0.9124281406402588,0.030992248095571995
bank-marketing,NeuralNetTorch,40689,4522,0.12018315587627575,0.1905410170672313,0.0069986311718821526,0.009742211550474167,0.9119858741760254,0.02891203504987061
bank-marketing,RandomForest,40689,4522,0.1251356826481597,0.19841328671036298,0.006488354876637459,0.010264776647090912,0.9057939052581787,0.02042508590966463
bank-marketing,XGBoost,40689,4522,0.11915178351239382,0.18994715798877349,0.0055559249594807625,0.007706326898187399,0.9135338068008423,0.029827272053807974
bank32nh,CatBoost,7372,820,0.269610683963092,0.4127878411409554,0.022599156945943832,0.05032981187105179,0.795121967792511,0.008505005855113268
bank32nh,ExtraTrees,7372,820,0.27117812234406097,0.4161719944146427,0.02322232350707054,0.0447273813188076,0.7987805008888245,0.010126524837687612
bank32nh,LightGBM,7372,820,0.2687598176484402,0.4128425721276857,0.024921517819166183,0.04624611511826515,0.79756098985672,0.009166265139356256
bank32nh,LinearModel,7372,820,0.2690253386254175,0.4101708405876937,0.02097580023109913,0.04947260022163391,0.795121967792511,0.007881516823545098
bank32nh,NeuralNetFastAI,7372,820,0.2554537414152191,0.39548577089382914,0.022695163264870644,0.03471364825963974,0.8097561001777649,0.00937448488548398
bank32nh,NeuralNetTorch,7372,820,0.26177979932967954,0.4043875768557109,0.018272750079631805,0.03132528439164162,0.8060975670814514,0.008676914032548666
bank32nh,RandomForest,7372,820,0.28505531111151566,0.4355899746857919,0.026015760377049446,0.04170855134725571,0.790243923664093,0.008817038964480162
bank32nh,XGBoost,7372,820,0.27261354011332806,0.4189697594687218,0.021867720410227776,0.04209069162607193,0.800000011920929,0.008737854892387986
bank8FM,CatBoost,7372,820,0.0742653501612491,0.11986523232954364,0.008418632671236992,0.01527668721973896,0.9475609660148621,0.008536554872989655
bank8FM,ExtraTrees,7372,820,0.07896156138825029,0.12670782294752703,0.010886159725487232,0.019421547651290894,0.9451219439506531,0.0062882809434086084
bank8FM,LightGBM,7372,820,0.0754235296392738,0.12047185746626081,0.009211370721459389,0.019525935873389244,0.9487804770469666,0.006659378996118903
bank8FM,LinearModel,7372,820,0.08165794471701955,0.13373184134303762,0.008522825315594673,0.020859571173787117,0.9451219439506531,0.007350381929427385
bank8FM,NeuralNetFastAI,7372,820,0.07630217942211467,0.11768355528872358,0.009055188857018948,0.02391490526497364,0.9487804770469666,0.005439555970951915
bank8FM,NeuralNetTorch,7372,820,0.0789490076119688,0.12277581666837854,0.010709219612181187,0.019543275237083435,0.9439024329185486,0.00746208312921226
bank8FM,RandomForest,7372,820,0.0779182371169699,0.13016853185289198,0.008769389241933823,0.018595844507217407,0.9439024329185486,0.009001270169392228
bank8FM,XGBoost,7372,820,0.07622388165379794,0.12603212681304174,0.008493075147271156,0.019556306302547455,0.9475609660148621,0.007849870016798377
blood-transfusion-service-center,CatBoost,673,75,0.32915356828582587,0.4972180896444495,0.07398919761180878,0.10891146212816238,0.7599999904632568,0.004077546065673232
blood-transfusion-service-center,ExtraTrees,673,75,0.32186858840051125,0.48703514505416073,0.05934152007102966,0.09887517243623734,0.7599999904632568,0.006646125111728907
blood-transfusion-service-center,LightGBM,673,75,0.3213909540708991,0.48539463630667323,0.06000275909900665,0.0978788211941719,0.7599999904632568,0.0038756881840527058
blood-transfusion-service-center,LinearModel,673,75,0.31113965789037046,0.46689452287080885,0.06460876762866974,0.08686729520559311,0.7333333492279053,0.0036537200212478638
blood-transfusion-service-center,NeuralNetFastAI,673,75,0.31447703709520103,0.4720850428572891,0.06353160738945007,0.09322620183229446,0.7733333110809326,0.0036374027840793133
blood-transfusion-service-center,NeuralNetTorch,673,75,0.3242390046365596,0.4895851469217833,0.07665809243917465,0.11390763521194458,0.7333333492279053,0.003965182928368449
blood-transfusion-service-center,RandomForest,673,75,0.3235590680054654,0.49048747694429684,0.06270400434732437,0.10627388209104538,0.7733333110809326,0.003642404917627573
blood-transfusion-service-center,XGBoost,673,75,0.3332081979254888,0.5072570254407378,0.04798103868961334,0.08608713746070862,0.7599999904632568,0.003736813087016344
boston_corrected,CatBoost,455,51,0.16934913851278183,0.27510222105024396,0.08540400862693787,0.10805697739124298,0.8627451062202454,0.0033372531179338694
boston_corrected,ExtraTrees,455,51,0.14733486440836005,0.250366406047972,0.09347182512283325,0.14294682443141937,0.9019607901573181,0.0032473430037498474
boston_corrected,LightGBM,455,51,0.15689595359354588,0.25911064445235343,0.08281005918979645,0.1333879977464676,0.9215686321258545,0.0033334039617329836
boston_corrected,LinearModel,455,51,0.18613776740098795,0.29516623296460087,0.09485059976577759,0.15962302684783936,0.843137264251709,0.003274924121797085
boston_corrected,NeuralNetFastAI,455,51,0.1555742229835628,0.25908887970368644,0.11254904419183731,0.13384822010993958,0.8823529481887817,0.003179820952937007
boston_corrected,NeuralNetTorch,455,51,0.18211212287221257,0.2857275549785801,0.09628249704837799,0.1522541344165802,0.8627451062202454,0.0033450759947299957
boston_corrected,RandomForest,455,51,0.17185168337719978,0.2830280575209308,0.08376485109329224,0.12117476761341095,0.9019607901573181,0.0032169120386242867
boston_corrected,XGBoost,455,51,0.19952082681846137,0.3124408263855744,0.08511492609977722,0.1310778260231018,0.8823529481887817,0.003309207037091255
churn,CatBoost,4500,500,0.08504091586603466,0.17487143788192372,0.012205642648041248,0.020801333710551262,0.949999988079071,0.007097983034327626
churn,ExtraTrees,4500,500,0.08316003728178858,0.17039176642571896,0.013512233272194862,0.021903056651353836,0.9539999961853027,0.011655540904030204
churn,LightGBM,4500,500,0.09000481262214634,0.18383528573954808,0.01116008311510086,0.029684610664844513,0.9459999799728394,0.006715087918564677
churn,LinearModel,4500,500,0.19892263374278685,0.32152670943081907,0.026975588873028755,0.06610964983701706,0.8399999737739563,0.009956610854715109
churn,NeuralNetFastAI,4500,500,0.07641447034812551,0.16340520683977733,0.009193556383252144,0.015536336228251457,0.9580000042915344,0.007113032042980194
churn,NeuralNetTorch,4500,500,0.08384525458407643,0.1779568419519311,0.0191203486174345,0.031739044934511185,0.9539999961853027,0.006870602024719119
churn,RandomForest,4500,500,0.09963538436836704,0.2067798337605481,0.01441207155585289,0.02241208218038082,0.9419999718666077,0.007008849177509546
churn,XGBoost,4500,500,0.08744021610069053,0.1805679775242104,0.014296996407210827,0.03157242760062218,0.9539999961853027,0.006624854868277907
climate-model-simulation-crashes,CatBoost,486,54,0.09473854777191482,0.19008425440410975,0.04516920447349548,0.054879624396562576,0.9444444179534912,0.0043039817828685045
climate-model-simulation-crashes,ExtraTrees,486,54,0.0864070082203922,0.3425193182151726,0.04682870954275131,0.06605713814496994,0.9444444179534912,0.0038953020703047514
climate-model-simulation-crashes,LightGBM,486,54,0.09690616558367461,0.3001326703925784,0.05191738158464432,0.05930415168404579,0.9444444179534912,0.0039426840376108885
climate-model-simulation-crashes,LinearModel,486,54,0.09996709264457995,0.31700146987654015,0.06103169545531273,0.07365962117910385,0.9444444179534912,0.0037811370566487312
climate-model-simulation-crashes,NeuralNetFastAI,486,54,0.09753272589972856,0.33544701920200404,0.04886926710605621,0.0605202317237854,0.9444444179534912,0.0038424439262598753
climate-model-simulation-crashes,NeuralNetTorch,486,54,0.10470909629474542,0.3261221316299189,0.04291670396924019,0.08240316808223724,0.9074074029922485,0.0037364629097282887
climate-model-simulation-crashes,RandomForest,486,54,0.0980044375221848,0.23905056828142981,0.0673237219452858,0.07515113055706024,0.9259259104728699,0.004610507981851697
climate-model-simulation-crashes,XGBoost,486,54,0.090430812282985,0.20974303547443462,0.06094503402709961,0.06862371414899826,0.9444444179534912,0.0035361298359930515
colleges_usnews,CatBoost,1171,131,0.37577178310009174,0.5463062621145999,0.05715377628803253,0.11284094303846359,0.7099236845970154,0.003634487045928836
colleges_usnews,ExtraTrees,1171,131,0.3713078172069352,0.5435791468390903,0.06076861545443535,0.13945095241069794,0.694656491279602,0.003910656087100506
colleges_usnews,LightGBM,1171,131,0.3872413850908808,0.5614770659782176,0.07437460869550705,0.12663662433624268,0.7099236845970154,0.003801379119977355
colleges_usnews,LinearModel,1171,131,0.39070402944255106,0.5640022776839648,0.059972576797008514,0.12679754197597504,0.6717557311058044,0.003317986847832799
colleges_usnews,NeuralNetFastAI,1171,131,0.39794612097078114,0.5706910632719623,0.07929200679063797,0.12512357532978058,0.6870229244232178,0.0036767590790987015
colleges_usnews,NeuralNetTorch,1171,131,0.38470223653475866,0.5546647470933979,0.07528997212648392,0.16855621337890625,0.7022900581359863,0.0037330060731619596
colleges_usnews,RandomForest,1171,131,0.3687039731761775,0.5584843533992762,0.05757536366581917,0.14042456448078156,0.694656491279602,0.003968402044847608
colleges_usnews,XGBoost,1171,131,0.39425701729305607,0.5678335377707512,0.07631664723157883,0.1501772552728653,0.6793892979621887,0.0035393801517784595
cpu_act,CatBoost,7372,820,0.06488640767571253,0.11113659169791232,0.01409994252026081,0.026240114122629166,0.9585365653038025,0.008067330112680793
cpu_act,ExtraTrees,7372,820,0.07652247286670716,0.1291552794602717,0.014146462082862854,0.02627892978489399,0.9512194991111755,0.009155605919659138
cpu_act,LightGBM,7372,820,0.06666882242194273,0.1124913728737155,0.013228564523160458,0.03043591044843197,0.957317054271698,0.00830081501044333
cpu_act,LinearModel,7372,820,0.0841596490623288,0.14358660111448002,0.01570039428770542,0.026997921988368034,0.9426829218864441,0.008778727846220136
cpu_act,NeuralNetFastAI,7372,820,0.07081233960232998,0.12099869052729569,0.017145399004220963,0.03681729733943939,0.949999988079071,0.00831355294212699
cpu_act,NeuralNetTorch,7372,820,0.07386736845344274,0.12715757755888044,0.017875751480460167,0.03514846786856651,0.957317054271698,0.008733401075005531
cpu_act,RandomForest,7372,820,0.07490705995681303,0.13123165543919113,0.015403570607304573,0.028617506846785545,0.95243901014328,0.009118237998336554
cpu_act,XGBoost,7372,820,0.06443849798817092,0.11001892669372572,0.01457997877150774,0.03016597218811512,0.9560975432395935,0.008187859086319804
cpu_small,CatBoost,7372,820,0.09567134161288261,0.15372780557815632,0.010980430990457535,0.031275004148483276,0.9365853667259216,0.008222681004554033
cpu_small,ExtraTrees,7372,820,0.10391378176738032,0.1664256488124048,0.008789874613285065,0.022850554436445236,0.9256097674369812,0.009290572023019195
cpu_small,LightGBM,7372,820,0.0960630679224172,0.1547503531760147,0.01004067063331604,0.036464422941207886,0.9341463446617126,0.00823822501115501
cpu_small,LinearModel,7372,820,0.12615013843951303,0.19988014019813125,0.009994089603424072,0.029419824481010437,0.9085366129875183,0.007658950053155422
cpu_small,NeuralNetFastAI,7372,820,0.10873488900483969,0.16998010043831277,0.0074950698763132095,0.03120315819978714,0.9207317233085632,0.006778164999559522
cpu_small,NeuralNetTorch,7372,820,0.1032752191167706,0.16475333704150372,0.011947952210903168,0.02220326103270054,0.9182927012443542,0.008383390959352255
cpu_small,RandomForest,7372,820,0.10204156782094434,0.16550940652970045,0.012485887855291367,0.0329756960272789,0.9341463446617126,0.008909566095098853
cpu_small,XGBoost,7372,820,0.09804258088579464,0.15814911278836896,0.01081945188343525,0.032630953937768936,0.9365853667259216,0.007941521937027574
credit-g,CatBoost,900,100,0.27409647485773136,0.4241991943206838,0.049544814974069595,0.11926396936178207,0.8199999928474426,0.00388587499037385
credit-g,ExtraTrees,900,100,0.2811155270200775,0.43787062312674224,0.04841374605894089,0.10880503058433533,0.8199999928474426,0.004534024046733975
credit-g,LightGBM,900,100,0.28649819903096835,0.4448297447573649,0.04634147882461548,0.06358372420072556,0.800000011920929,0.0038517911452800035
credit-g,LinearModel,900,100,0.3069286948106242,0.46882293488989485,0.04979720711708069,0.09088142216205597,0.7900000214576721,0.0035973580088466406
credit-g,NeuralNetFastAI,900,100,0.2954523162378317,0.45107373630971087,0.040355369448661804,0.08677306771278381,0.7699999809265137,0.003926921868696809
credit-g,NeuralNetTorch,900,100,0.3080691303945373,0.4729176692177497,0.07381375133991241,0.08565482497215271,0.7799999713897705,0.0035733170807361603
credit-g,RandomForest,900,100,0.27125025936362634,0.42407790528884964,0.05647733807563782,0.10063457489013672,0.7900000214576721,0.0038314680568873882
credit-g,XGBoost,900,100,0.2927476183316409,0.44472586141128917,0.04215940833091736,0.06978399306535721,0.7699999809265137,0.0038529010489583015
cylinder-bands,CatBoost,486,54,0.18692602512237802,0.3061424698415398,0.049661725759506226,0.11819783598184586,0.8518518805503845,0.0034761829301714897
cylinder-bands,ExtraTrees,486,54,0.17477139969294647,0.29359057459143556,0.05192970484495163,0.13021188974380493,0.8888888955116272,0.004030491225421429
cylinder-bands,LightGBM,486,54,0.18237637890602082,0.30411372691269767,0.05148788541555405,0.1293848752975464,0.8703703880310059,0.003999711945652962
cylinder-bands,LinearModel,486,54,0.2680512254945961,0.4151681468383365,0.05105288326740265,0.1445930153131485,0.7777777910232544,0.0036144948098808527
cylinder-bands,NeuralNetFastAI,486,54,0.24908511857078997,0.4025065860467514,0.08581073582172394,0.15450802445411682,0.8703703880310059,0.0035690469667315483
cylinder-bands,NeuralNetTorch,486,54,0.21654202109987924,0.35509137094362403,0.07539694011211395,0.13039883971214294,0.8518518805503845,0.004016509046778083
cylinder-bands,RandomForest,486,54,0.17113295754927066,0.28575373931652953,0.03737160935997963,0.12127834558486938,0.8888888955116272,0.004011556971818209
cylinder-bands,XGBoost,486,54,0.17396937602661977,0.2961027077419712,0.06412805616855621,0.12379991263151169,0.8703703880310059,0.003111880971118808
delta_ailerons,CatBoost,6416,713,0.08921322263538894,0.17905240045972903,0.008380822837352753,0.020734116435050964,0.948106586933136,0.007292908849194646
delta_ailerons,ExtraTrees,6416,713,0.09290156767543685,0.21940016619982403,0.014130295254290104,0.03008735552430153,0.9453015327453613,0.006618316983804107
delta_ailerons,LightGBM,6416,713,0.09089144803867748,0.18393926299778926,0.009423761628568172,0.02582094632089138,0.9438990354537964,0.007106906967237592
delta_ailerons,LinearModel,6416,713,0.11166380495352987,0.2216710576133727,0.01325981505215168,0.03521329164505005,0.9368863701820374,0.006895639002323151
delta_ailerons,NeuralNetFastAI,6416,713,0.10181981346734335,0.20180795930050474,0.010954029858112335,0.0246143639087677,0.9424964785575867,0.00678244000300765
delta_ailerons,NeuralNetTorch,6416,713,0.1004364764776741,0.19829164775799638,0.010944772511720657,0.019201533868908882,0.9438990354537964,0.006828333018347621
delta_ailerons,RandomForest,6416,713,0.0929986883959091,0.18511866760203305,0.011603852733969688,0.0209390539675951,0.9438990354537964,0.00682466197758913
delta_ailerons,XGBoost,6416,713,0.09138492929884243,0.18577507020872516,0.010852520354092121,0.026304816827178,0.9453015327453613,0.007131615187972784
delta_elevators,CatBoost,8565,952,0.17666900436262553,0.29656046731603775,0.01107647456228733,0.019436480477452278,0.8855041861534119,0.0084580450784415
delta_elevators,ExtraTrees,8565,952,0.17968735881004544,0.2993141275886254,0.011307423003017902,0.023719657212495804,0.8802521228790283,0.007718582171946764
delta_elevators,LightGBM,8565,952,0.1750495313212077,0.29388469150064805,0.013463865965604782,0.027658462524414062,0.8876050710678101,0.007720486028119922
delta_elevators,LinearModel,8565,952,0.18008437116495626,0.31033647419473753,0.014923132956027985,0.032474324107170105,0.8771008253097534,0.008477481082081795
delta_elevators,NeuralNetFastAI,8565,952,0.17802117315879495,0.299382165050356,0.009861379861831665,0.019574377685785294,0.875,0.007610935950651765
delta_elevators,NeuralNetTorch,8565,952,0.17630974283335393,0.2956774877262426,0.010898493230342865,0.02568706125020981,0.881302535533905,0.008078329032287002
delta_elevators,RandomForest,8565,952,0.18342802850774287,0.3042487946736884,0.012202436104416847,0.0324971005320549,0.8728991746902466,0.008104145992547274
delta_elevators,XGBoost,8565,952,0.17657393498190266,0.2952578314511838,0.008838966488838196,0.02675081603229046,0.8834033608436584,0.007988837081938982
diabetes,CatBoost,691,77,0.24568348101242685,0.38744385427213845,0.04175056517124176,0.10095444321632385,0.8441558480262756,0.0036038970574736595
diabetes,ExtraTrees,691,77,0.2321641689131111,0.3689853063160745,0.04750312119722366,0.11492560058832169,0.8571428656578064,0.0037079351022839546
diabetes,LightGBM,691,77,0.24220702241095127,0.3825494964077637,0.030795494094491005,0.0873979702591896,0.8441558480262756,0.0036816378124058247
diabetes,LinearModel,691,77,0.22541872076777486,0.3641583230761889,0.05692988634109497,0.09337875247001648,0.8571428656578064,0.0036191761028021574
diabetes,NeuralNetFastAI,691,77,0.24206145514047633,0.38482192764363876,0.06173459812998772,0.11686968803405762,0.8181818127632141,0.0033825438003987074
diabetes,NeuralNetTorch,691,77,0.24779632473573393,0.38762878053409455,0.04844452068209648,0.14500123262405396,0.8181818127632141,0.0034291839692741632
