dataset,model,cal_size,test_size,n_classes,LightGBM_brier,LightGBM_logloss,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
LED-display-domain-7digit,LinearModel,450,50,10,0.3708203246037267,0.8386903221139488,0.1331639438867569,0.7400000095367432,0.3259004410356283
LED-display-domain-7digit,NeuralNetFastAI,450,50,10,0.373921826245698,0.8203065724699492,0.13070864975452423,0.7599999904632568,0.33799391705542803
LED-display-domain-7digit,NeuralNetTorch,450,50,10,0.3632940311064861,0.8139589235013439,0.19570374488830566,0.800000011920929,0.34144540200941265
LED-display-domain-7digit,RandomForest,450,50,10,0.4184300797363779,0.9186156518707514,0.17421570420265198,0.6800000071525574,0.42515919893048704
LED-display-domain-7digit,XGBoost,450,50,10,0.37131509640818683,0.8372462919511326,0.11665402352809906,0.7200000286102295,0.3385503019671887
MiceProtein,CatBoost,972,108,8,0.011498825896708887,0.023199003338629447,0.008072137832641602,0.9907407164573669,0.5305892801843584
MiceProtein,ExtraTrees,972,108,8,0.005529850903432478,0.01234763165541292,0.007705602794885635,1.0,0.5419052008073777
MiceProtein,LightGBM,972,108,8,1.125306503608647e-05,0.0005034259697541268,0.0004996657371520996,1.0,0.5595905450172722
MiceProtein,LinearModel,972,108,8,0.00030224647620912323,0.008418527774491423,0.008319772779941559,1.0,0.5368450810201466
MiceProtein,NeuralNetFastAI,972,108,8,2.348865003591221e-06,0.00015389909834505734,0.00015348196029663086,1.0,0.4986956079956144
MiceProtein,NeuralNetTorch,972,108,8,0.0004630299991223255,0.0040428143920755895,0.0038974969647824764,1.0,0.22951045888476074
MiceProtein,RandomForest,972,108,8,0.08469527638898028,0.2142286437386027,0.03482097014784813,0.9444444179534912,0.4706088211387396
MiceProtein,XGBoost,972,108,8,0.019604187589266492,0.03428200315841831,0.024482518434524536,0.9907407164573669,0.5286058317869902
Traffic_violations,CatBoost,63306,7034,3,0.2684745800029959,0.40377422641531263,0.009401657618582249,0.7995450496673584,3.652361092157662
Traffic_violations,ExtraTrees,63306,7034,3,0.2775703620489426,0.4178153704527255,0.009739184752106667,0.7914415597915649,3.8169465120881796
Traffic_violations,LightGBM,63306,7034,3,0.2720325339963028,0.41099017336759375,0.01104358583688736,0.7955644130706787,3.656547067919746
Traffic_violations,LinearModel,63306,7034,3,0.27682726381096284,0.41537097793191763,0.008353284560143948,0.7914415597915649,3.6658888289239258
Traffic_violations,NeuralNetFastAI,63306,7034,3,0.27587880191749786,0.41338512126874016,0.008984815329313278,0.7930054068565369,3.687865364132449
Traffic_violations,NeuralNetTorch,63306,7034,3,0.2891875703110695,0.4388396989179338,0.01534554734826088,0.7823429107666016,3.7048386549577117
Traffic_violations,RandomForest,63306,7034,3,0.27373365178042763,0.4110652999381552,0.014827800914645195,0.79627525806427,3.8061639841180295
Traffic_violations,XGBoost,63306,7034,3,0.27323558404768306,0.4093233429240077,0.009864198975265026,0.7928632497787476,3.631033318815753
UMIST_Faces_Cropped,CatBoost,517,58,20,0.04744390514264758,0.12151478428780248,0.027363330125808716,0.9482758641242981,1.1023548659868538
UMIST_Faces_Cropped,ExtraTrees,517,58,20,0.036112992594666965,0.07757258009426743,0.04023338481783867,0.982758641242981,0.7326062999200076
UMIST_Faces_Cropped,LightGBM,517,58,20,0.04028547243768638,0.10951507683380533,0.02824600785970688,0.9655172228813171,1.0072444549296051
UMIST_Faces_Cropped,LinearModel,517,58,20,0.03995516837221668,0.14471174415063198,0.028068413957953453,0.982758641242981,0.6768100729677826
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.059533112776055885,0.21792970765178443,0.04225411266088486,0.9655172228813171,0.32821228983812034
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.43145619687062203,1.3589305499332427,0.08313226699829102,0.6551724076271057,0.27890214789658785
UMIST_Faces_Cropped,RandomForest,517,58,20,0.025877920278241342,0.05773727099066324,0.013096120208501816,0.982758641242981,0.7507342079188675
UMIST_Faces_Cropped,XGBoost,517,58,20,0.08864054793259896,0.2766793449741504,0.07251454889774323,0.931034505367279,1.053473362000659
analcatdata_authorship,CatBoost,756,85,4,0.05562421877509654,0.13410282055962136,0.023008495569229126,0.9647058844566345,0.17056027590297163
analcatdata_authorship,ExtraTrees,756,85,4,0.03467372114903555,0.07347275976430961,0.019846200942993164,0.9764705896377563,0.1993813868612051
analcatdata_authorship,LightGBM,756,85,4,0.03433963794983766,0.1733650481808928,0.01973581314086914,0.9764705896377563,0.19401941215619445
analcatdata_authorship,LinearModel,756,85,4,0.023653369761195232,0.061420102101113226,0.011610198765993118,0.9882352948188782,0.16422309097833931
analcatdata_authorship,NeuralNetFastAI,756,85,4,0.062065726658953456,0.08811538278997282,0.03546780347824097,0.929411768913269,0.10538980108685791
analcatdata_authorship,NeuralNetTorch,756,85,4,0.062249325187653595,0.08760420912746922,0.024489058181643486,0.9529411792755127,0.11489374889060855
analcatdata_authorship,RandomForest,756,85,4,0.03982221649062159,0.08121143660821473,0.03702636435627937,0.9764705896377563,0.15820112405344844
analcatdata_authorship,XGBoost,756,85,4,0.03235467144763634,0.05002094916044529,0.02206462062895298,0.9764705896377563,0.17941499198786914
analcatdata_dmft,CatBoost,717,80,6,0.8234903662199132,1.7622216489618168,0.03821621835231781,0.22499999403953552,0.1903402809984982
analcatdata_dmft,ExtraTrees,717,80,6,0.8354309713304998,1.7907810039815686,0.1245192140340805,0.30000001192092896,0.2798902480863035
analcatdata_dmft,LightGBM,717,80,6,0.8226072649159158,1.758488372297002,0.01789657026529312,0.20000000298023224,0.19432078185491264
analcatdata_dmft,LinearModel,717,80,6,0.8276937582259919,1.7740728964201395,0.06985800713300705,0.23749999701976776,0.18284958600997925
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8237072967824408,1.7607011137902688,0.024965036660432816,0.23749999701976776,0.18883548094891012
analcatdata_dmft,NeuralNetTorch,717,80,6,0.819306977636969,1.7499152007429188,0.06454721093177795,0.22499999403953552,0.1793413229752332
analcatdata_dmft,RandomForest,717,80,6,0.8361110176622855,1.7966760634086973,0.0587233267724514,0.26249998807907104,0.2932954169809818
analcatdata_dmft,XGBoost,717,80,6,0.8182078899370661,1.747410745385934,0.06528570502996445,0.22499999403953552,0.18155560013838112
artificial-characters,CatBoost,9196,1022,10,0.07901899481079004,0.17355325947646588,0.03250611200928688,0.9540117383003235,3.049888795008883
artificial-characters,ExtraTrees,9196,1022,10,0.0811059381253569,0.1936619112074616,0.017741477116942406,0.9549902081489563,2.271357180085033
artificial-characters,LightGBM,9196,1022,10,0.06672568820378873,0.1399157030563201,0.02479895018041134,0.9598825573921204,2.9823059800546616
artificial-characters,LinearModel,9196,1022,10,0.48339319826553967,0.9263975188075075,0.09113837033510208,0.6311154365539551,3.2622306991834193
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3636666563910075,0.6041700706689486,0.04544695466756821,0.7260273694992065,3.0496613890863955
artificial-characters,NeuralNetTorch,9196,1022,10,0.3503367987517731,0.5930357216263658,0.022119855508208275,0.7142857313156128,3.0671202319208533
artificial-characters,RandomForest,9196,1022,10,0.07801606056917335,0.1864626178252698,0.01155939418822527,0.9549902081489563,2.294273962965235
artificial-characters,XGBoost,9196,1022,10,0.07647292492646399,0.17446882806934874,0.03310036659240723,0.9559686779975891,3.08710382389836
autoUniv-au6-750,CatBoost,675,75,8,0.8382633380609164,1.94492403585758,0.07663250714540482,0.23999999463558197,0.2925342267844826
autoUniv-au6-750,ExtraTrees,675,75,8,0.8433333926699059,1.9841405708389994,0.0668451115489006,0.2266666740179062,0.2761359289288521
autoUniv-au6-750,LightGBM,675,75,8,0.8182405194277006,1.9030886172746053,0.1251949667930603,0.3733333349227905,0.27589637390337884
autoUniv-au6-750,LinearModel,675,75,8,0.8489418505847122,1.9797074193203537,0.01661791279911995,0.20000000298023224,0.25509693706408143
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8531789374068792,2.001139390134196,0.009067192673683167,0.2266666740179062,0.2542847120203078
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8535188515371958,2.0001116396823986,0.01099945604801178,0.2266666740179062,0.24176968191750348
autoUniv-au6-750,RandomForest,675,75,8,0.7967481537335843,1.857174123698625,0.10997793823480606,0.3733333349227905,0.28478161711245775
autoUniv-au6-750,XGBoost,675,75,8,0.8303330231728417,1.9527432836460183,0.07848919183015823,0.3199999928474426,0.2787846049759537
autoUniv-au7-1100,CatBoost,990,110,5,0.7258441394609997,1.3852519546346698,0.12224528938531876,0.3272727131843567,0.2503284849226475
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7361086801954552,1.4252493379960103,0.08889419585466385,0.3909091055393219,0.24358501099050045
autoUniv-au7-1100,LightGBM,990,110,5,0.7241241892802729,1.4022242500024056,0.09810702502727509,0.37272727489471436,0.26821949798613787
autoUniv-au7-1100,LinearModel,990,110,5,0.7586931850816626,1.503089333085455,0.09625531733036041,0.38181817531585693,0.23910430306568742
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7391664989638891,1.449907257904773,0.08063318580389023,0.37272727489471436,0.2336921039968729
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.732622213815481,1.4355331971652299,0.09836133569478989,0.38181817531585693,0.2515862979926169
autoUniv-au7-1100,RandomForest,990,110,5,0.6972730654658372,1.3697551493459592,0.04121866822242737,0.4363636374473572,0.2505832710303366
autoUniv-au7-1100,XGBoost,990,110,5,0.710603815624057,1.3769011786261531,0.049772873520851135,0.41818180680274963,0.2410648949444294
autoUniv-au7-700,CatBoost,630,70,3,0.5300958481845615,0.9007720648075767,0.13366375863552094,0.6285714507102966,0.09438796411268413
autoUniv-au7-700,ExtraTrees,630,70,3,0.5434143025417477,0.9166073913263948,0.09209422767162323,0.5428571701049805,0.09327842202037573
autoUniv-au7-700,LightGBM,630,70,3,0.5180200605757943,0.8733836064492425,0.11407490819692612,0.6000000238418579,0.09168782597407699
autoUniv-au7-700,LinearModel,630,70,3,0.6606656906817414,1.0915329229274733,0.16885581612586975,0.44285714626312256,0.08389808307401836
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.616093949308832,1.0239537684554327,0.1687585711479187,0.4714285731315613,0.08539950079284608
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6568811625717863,1.08426976318582,0.0798051506280899,0.3857142925262451,0.08981364499777555
autoUniv-au7-700,RandomForest,630,70,3,0.5396053901019704,0.899248312463189,0.1181493028998375,0.5142857432365417,0.09577687201090157
autoUniv-au7-700,XGBoost,630,70,3,0.5328007040000242,0.8989138152862329,0.12865284085273743,0.5,0.08846521191298962
balance-scale,CatBoost,562,63,3,0.0013905146757321669,0.011814239143558643,0.01132309902459383,1.0,0.11480855103582144
balance-scale,ExtraTrees,562,63,3,0.041809137063289745,0.08069057866328586,0.05904877930879593,0.9682539701461792,0.10500356601551175
balance-scale,LightGBM,562,63,3,0.04043027068480234,0.08524075560947876,0.029752051457762718,0.9841269850730896,0.10524976695887744
balance-scale,LinearModel,562,63,3,0.0832682354320243,0.1580343534105905,0.06887397170066833,0.9365079402923584,0.1063177038449794
balance-scale,NeuralNetFastAI,562,63,3,0.005840087671608956,0.02118152494147859,0.018794748932123184,1.0,0.09412252786569297
balance-scale,NeuralNetTorch,562,63,3,0.003989659584132977,0.018511940029416075,0.017163176089525223,1.0,0.09474175609648228
balance-scale,RandomForest,562,63,3,0.041335697182428285,0.08925322195616642,0.059787482023239136,0.9682539701461792,0.11327699478715658
balance-scale,XGBoost,562,63,3,0.002873608006939754,0.014821827630772203,0.013640623539686203,1.0,0.12104740901850164
baseball,CatBoost,1206,134,3,0.08020468415140103,0.14353465927512765,0.05461692437529564,0.9552238583564758,0.15597117110155523
baseball,ExtraTrees,1206,134,3,0.0831596203761043,0.15584601385978541,0.03585382550954819,0.9328358173370361,0.14386115199886262
baseball,LightGBM,1206,134,3,0.07216228639388601,0.14068665382829249,0.03526659309864044,0.9477611780166626,0.14309685700573027
baseball,LinearModel,1206,134,3,0.07065722946979215,0.1428281712831629,0.03150137513875961,0.9626865386962891,0.13281135400757194
baseball,NeuralNetFastAI,1206,134,3,0.07476746857804543,0.13517296806370988,0.04254754260182381,0.9552238583564758,0.13355402601882815
baseball,NeuralNetTorch,1206,134,3,0.08543722873110385,0.15890421760614243,0.04531843960285187,0.9402984976768494,0.13354569301009178
baseball,RandomForest,1206,134,3,0.08409204642488133,0.16136881087657176,0.03888672962784767,0.9477611780166626,0.1457918779924512
baseball,XGBoost,1206,134,3,0.07954322316621258,0.14556305836138902,0.05698302015662193,0.9402984976768494,0.14605434192344546
car,CatBoost,1555,173,4,2.805311205599515e-05,0.0008533564029044346,0.0008462071418762207,1.0,0.2752690601628274
car,ExtraTrees,1555,173,4,0.0122039223764256,0.021429426795278688,0.012007955461740494,0.9884393215179443,0.24234690493904054
car,LightGBM,1555,173,4,1.5375639355355866e-11,2.60275895233371e-06,1.3113021850585938e-06,1.0,0.2640603370964527
car,LinearModel,1555,173,4,0.059806915257595704,0.10821496452440414,0.029575064778327942,0.9595375657081604,0.24723959690891206
car,NeuralNetFastAI,1555,173,4,0.009197965370091928,0.014184775723561957,0.0061065745539963245,0.9942196607589722,0.2500833738595247
car,NeuralNetTorch,1555,173,4,0.0061009471635196525,0.010422619905452537,0.007878645323216915,0.9942196607589722,0.1784960189834237
car,RandomForest,1555,173,4,0.032899750202093306,0.06734564237567138,0.014878214336931705,0.9826589822769165,0.16688466886989772
car,XGBoost,1555,173,4,1.6020818279615132e-06,0.0008617875145001794,0.0008620023727416992,1.0,0.2664811520371586
cardiotocography,CatBoost,1913,213,10,3.7714137375611824e-06,0.0007285929135036342,0.0007287859916687012,1.0,0.8877269350923598
cardiotocography,ExtraTrees,1913,213,10,5.543316379217966e-06,0.002148991222778608,0.002145111560821533,1.0,0.2886481978930533
cardiotocography,LightGBM,1913,213,10,2.9347667461885453e-09,6.969698981663076e-06,4.649162292480469e-06,1.0,0.8711835430003703
cardiotocography,LinearModel,1913,213,10,2.765115706454875e-05,0.00029180883315362883,0.0002853274345397949,1.0,0.7272197171114385
cardiotocography,NeuralNetFastAI,1913,213,10,0.0024167516397357466,0.004176096230030339,0.0033700831700116396,1.0,0.31176610197871923
cardiotocography,NeuralNetTorch,1913,213,10,2.1971220892809073e-11,4.1417906543073206e-06,1.6689300537109375e-06,1.0,0.3120946451090276
cardiotocography,RandomForest,1913,213,10,7.403588995739987e-08,0.00024988130658920544,0.00024878978729248047,1.0,0.3272416440304369
cardiotocography,XGBoost,1913,213,10,7.373729809656445e-10,5.814811045023408e-06,4.470348358154297e-06,1.0,0.9153563610743731
cmc,CatBoost,1325,148,3,0.5108205234457597,0.8630090053015322,0.09925195574760437,0.5743243098258972,0.14382371702231467
cmc,ExtraTrees,1325,148,3,0.510424470610197,0.8610053698898462,0.06599719822406769,0.5810810923576355,0.15178385679610074
cmc,LightGBM,1325,148,3,0.5258805687054601,0.8841112577238316,0.06243394315242767,0.5608108043670654,0.1537220380268991
cmc,LinearModel,1325,148,3,0.533783611693158,0.8908864180572754,0.12109410017728806,0.6081081032752991,0.14306869497522712
cmc,NeuralNetFastAI,1325,148,3,0.5223529233954405,0.875369561273051,0.08824502676725388,0.5540540814399719,0.1658415908459574
cmc,NeuralNetTorch,1325,148,3,0.5121011589279723,0.8647291322647064,0.10190966725349426,0.5945945978164673,0.14343073405325413
cmc,RandomForest,1325,148,3,0.5052679779870052,0.851229669559124,0.06943778693675995,0.587837815284729,0.14691415894776583
cmc,XGBoost,1325,148,3,0.5127872385132586,0.8682739369754824,0.14032720029354095,0.5743243098258972,0.1476836900692433
cnae-9,CatBoost,972,108,9,0.08455370860336382,0.21552707197036902,0.043337900191545486,0.9444444179534912,0.6016533370129764
cnae-9,ExtraTrees,972,108,9,0.061872399446968665,0.15741706229409902,0.04597902297973633,0.9629629850387573,0.5854707530234009
cnae-9,LightGBM,972,108,9,0.06103950385974193,0.14773273153556768,0.04820578545331955,0.9629629850387573,0.6142248860560358
cnae-9,LinearModel,972,108,9,0.06498230628306595,0.1463851168233001,0.04539763554930687,0.9537037014961243,0.6416206629946828
cnae-9,NeuralNetFastAI,972,108,9,0.05252309990435288,0.13562455292604303,0.045561809092760086,0.9629629850387573,0.6110310889780521
cnae-9,NeuralNetTorch,972,108,9,0.061649349154730144,0.15606431148799313,0.042578183114528656,0.9537037014961243,0.6384952701628208
cnae-9,RandomForest,972,108,9,0.07473020032237301,0.17274518570127603,0.05329035967588425,0.9537037014961243,0.5567631430458277
cnae-9,XGBoost,972,108,9,0.0958853503470925,0.23751748530539082,0.04110893979668617,0.9351851940155029,0.6135728999506682
collins,CatBoost,900,100,30,0.8392521545715548,2.3246715011022667,0.04606162756681442,0.28999999165534973,4.101360974134877
collins,ExtraTrees,900,100,30,0.8637975813500876,2.4404240891543667,0.05877895653247833,0.23000000417232513,4.284138920018449
collins,LightGBM,900,100,30,0.8239131248994502,2.2449815444716377,0.11567095667123795,0.3199999928474426,4.289557836949825
collins,LinearModel,900,100,30,0.8367667841632473,2.2866857042247197,0.11597046256065369,0.23999999463558197,4.275351996999234
collins,NeuralNetFastAI,900,100,30,0.839414366976384,2.3371373907403,0.1115117073059082,0.2199999988079071,4.0409688940271735
collins,NeuralNetTorch,900,100,30,0.8250147120152903,2.346578521143767,0.12242168188095093,0.27000001072883606,4.042316915933043
collins,RandomForest,900,100,30,0.8480086255507285,2.3370686736043225,0.1027601957321167,0.20999999344348907,4.413398289121687
collins,XGBoost,900,100,30,0.8611394630741305,2.4513063132498023,0.04281929135322571,0.25,4.306822668062523
connect-4,CatBoost,60801,6756,3,0.17637150936411228,0.3151569560533411,0.015210102312266827,0.874925971031189,3.55433890898712
connect-4,ExtraTrees,60801,6756,3,0.24920306706161544,0.448292349823996,0.011995243839919567,0.8229721784591675,3.5178825419861823
connect-4,LightGBM,60801,6756,3,0.1761358182846895,0.31501934305073426,0.01085120439529419,0.8744819164276123,3.5376437960658222
connect-4,LinearModel,60801,6756,3,0.3329598355669569,0.5887505602678403,0.006861425936222076,0.7593250274658203,3.544531850144267
connect-4,NeuralNetFastAI,60801,6756,3,0.16713806240231352,0.2992862375621586,0.01880180835723877,0.8838070034980774,3.542404673062265
connect-4,NeuralNetTorch,60801,6756,3,0.17540039158017284,0.31416021365920554,0.02305734157562256,0.8765541911125183,3.6188534828834236
connect-4,RandomForest,60801,6756,3,0.2600636394659042,0.4683901452599904,0.009194066748023033,0.817347526550293,3.4699472249485552
connect-4,XGBoost,60801,6756,3,0.1765874585706352,0.3159370528571473,0.011522057466208935,0.8731498122215271,3.53856194508262
dilbert,CatBoost,9000,1000,5,0.022578784317241626,0.043665526092252153,0.007181515451520681,0.9860000014305115,1.1059455699287355
dilbert,ExtraTrees,9000,1000,5,0.03458657918564339,0.06900286035191835,0.007971139624714851,0.9789999723434448,1.1160400710068643
dilbert,LightGBM,9000,1000,5,0.011315737479064211,0.02655649467154376,0.0036857156082987785,0.9929999709129333,0.8384341329801828
dilbert,LinearModel,9000,1000,5,0.09217207994450716,0.16856698950523952,0.023104626685380936,0.9369999766349792,0.9397560718934983
dilbert,NeuralNetFastAI,9000,1000,5,0.020035095071725104,0.0400584424438194,0.011015909723937511,0.9900000095367432,1.0930552820209414
dilbert,NeuralNetTorch,9000,1000,5,0.015981044567083283,0.0340874537828722,0.016272954642772675,0.9909999966621399,1.1148103270679712
dilbert,RandomForest,9000,1000,5,0.05491588972203609,0.1099306619172543,0.012373852543532848,0.9649999737739563,1.144940203987062
dilbert,XGBoost,9000,1000,5,0.01738256834255343,0.03489765145012646,0.006537005305290222,0.9879999756813049,1.1153117490466684
dna,CatBoost,2867,319,3,0.0647511646866281,0.12635548458638893,0.015983667224645615,0.9592476487159729,0.27141446503810585
dna,ExtraTrees,2867,319,3,0.07884700155227357,0.1606667383716781,0.036639176309108734,0.9592476487159729,0.28624718612991273
dna,LightGBM,2867,319,3,0.07446004541190288,0.1444886151030689,0.018824268132448196,0.9529780745506287,0.28283800301142037
dna,LinearModel,2867,319,3,0.12482852552693499,0.23366716250384234,0.03573879227042198,0.9278996586799622,0.2776797169353813
dna,NeuralNetFastAI,2867,319,3,0.08019077758225343,0.15722294556072586,0.032392311841249466,0.9404388666152954,0.28681571199558675
dna,NeuralNetTorch,2867,319,3,0.08524014761417695,0.16448653675431693,0.022477855905890465,0.9404388666152954,0.27851111604832113
dna,RandomForest,2867,319,3,0.09246421865248147,0.16958520446681472,0.02894677221775055,0.9404388666152954,0.2794920299202204
dna,XGBoost,2867,319,3,0.06790607629379394,0.13497121389839037,0.016186166554689407,0.9592476487159729,0.2778627641964704
eucalyptus,CatBoost,662,74,5,0.42375680746394206,0.7060758388499072,0.12558217346668243,0.7027027010917664,0.226239267969504
eucalyptus,ExtraTrees,662,74,5,0.3987480360782295,0.6445811905525818,0.10846041142940521,0.6891891956329346,0.2286026361398399
eucalyptus,LightGBM,662,74,5,0.3880238707733462,0.6566360883192901,0.06558648496866226,0.7297297120094299,0.21239336603321135
eucalyptus,LinearModel,662,74,5,0.4182257885118452,0.7008270971277645,0.1263938695192337,0.6756756901741028,0.2382936158683151
eucalyptus,NeuralNetFastAI,662,74,5,0.40833955615049555,0.6896054220557228,0.1242612898349762,0.7297297120094299,0.2144130098167807
eucalyptus,NeuralNetTorch,662,74,5,0.415187334030141,0.6660065886700286,0.07357887923717499,0.662162184715271,0.21476067299954593
eucalyptus,RandomForest,662,74,5,0.3941928148178457,0.6536021720523945,0.12458211183547974,0.7027027010917664,0.2172831839416176
eucalyptus,XGBoost,662,74,5,0.4114171446699053,0.7197877434058161,0.10516544431447983,0.7162162065505981,0.22252448997460306
eye_movements,CatBoost,9842,1094,3,0.3517879501274043,0.595000673416016,0.03973112627863884,0.7394881248474121,0.7707280658651143
eye_movements,ExtraTrees,9842,1094,3,0.31624463132788094,0.5383963940955543,0.034806348383426666,0.7778793573379517,0.7606026721186936
eye_movements,LightGBM,9842,1094,3,0.27840351338185176,0.4823707336802123,0.03706391155719757,0.8043875694274902,0.7763637609314173
eye_movements,LinearModel,9842,1094,3,0.5660396427112623,0.9214585980678489,0.027100279927253723,0.5073125958442688,0.7338292170315981
eye_movements,NeuralNetFastAI,9842,1094,3,0.4325477078369542,0.7196759760156566,0.04708067327737808,0.6727604866027832,0.7287242959719151
eye_movements,NeuralNetTorch,9842,1094,3,0.416305060648602,0.6952605421695167,0.0646134689450264,0.6892138719558716,0.718115699943155
eye_movements,RandomForest,9842,1094,3,0.37979734860042125,0.6417883750734974,0.02411249279975891,0.7202925086021423,0.7402021959424019
eye_movements,XGBoost,9842,1094,3,0.3178809863469034,0.5431387518135135,0.029848316684365273,0.7650822401046753,0.7698125399183482
fabert,CatBoost,7413,824,7,0.3435466707938559,0.685031510712248,0.032220516353845596,0.7390776872634888,1.5628461639862508
fabert,ExtraTrees,7413,824,7,0.3643526350752644,0.7136451606362423,0.046573370695114136,0.7063106894493103,1.522361203096807
fabert,LightGBM,7413,824,7,0.35280087893770107,0.6911295986491602,0.03392292186617851,0.7184466123580933,1.6161083690822124
fabert,LinearModel,7413,824,7,0.47576755745146204,0.9746768965037311,0.06440230458974838,0.6395630836486816,1.3943535960279405
fabert,NeuralNetFastAI,7413,824,7,0.3814685349235142,0.7695901039257511,0.0396648533642292,0.7135922312736511,1.485619748942554
fabert,NeuralNetTorch,7413,824,7,0.4165946605801806,0.8467163197496398,0.06643852591514587,0.6893203854560852,1.4521199080627412
fabert,RandomForest,7413,824,7,0.37870565628990255,0.7507994896868335,0.03374883905053139,0.7172330021858215,1.5803803750313818
fabert,XGBoost,7413,824,7,0.3551069681051761,0.7222966607423525,0.04371439293026924,0.7330096960067749,1.5356569271534681
first-order-theorem-proving,CatBoost,5506,612,6,0.5059258768813593,1.0468766162147822,0.04418090358376503,0.6192810535430908,0.9429191548842937
