dataset,model,cal_size,test_size,n_classes,Kernel_brier,Kernel_logloss,Kernel_ece-15,Kernel_accuracy,Kernel_time
volcanoes-a4,RandomForest,1363,152,5,0.15237654745578766,0.3522782325744629,0.05006464943289757,0.9013158082962036,0.022700136061757803
volcanoes-a4,XGBoost,1363,152,5,0.1462932527065277,0.34968066215515137,0.05034438893198967,0.9144737124443054,0.022699413122609258
volcanoes-b1,CatBoost,9158,1018,5,0.05744568631052971,0.15526540577411652,0.01563607156276703,0.9675834774971008,1.0498833330348134
volcanoes-b1,ExtraTrees,9158,1018,5,0.06349603086709976,0.16792608797550201,0.021406490355730057,0.9636542201042175,1.0493398630060256
volcanoes-b1,LightGBM,9158,1018,5,0.06152588129043579,0.16147421300411224,0.02056237868964672,0.9646365642547607,1.0566017010714859
volcanoes-b1,LinearModel,9158,1018,5,0.058281831443309784,0.1574813723564148,0.0163202416151762,0.9675834774971008,1.0534239239059389
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05756527930498123,0.15601499378681183,0.016943057999014854,0.9675834774971008,1.0450262520462275
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05884973704814911,0.15775024890899658,0.019047491252422333,0.9636542201042175,1.0414070410188287
volcanoes-b1,RandomForest,9158,1018,5,0.057119209319353104,0.15295270085334778,0.017378749325871468,0.9616895914077759,1.0610122391954064
volcanoes-b1,XGBoost,9158,1018,5,0.05881765857338905,0.1581595093011856,0.017912130802869797,0.9675834774971008,1.0621644500643015
volcanoes-b2,CatBoost,9601,1067,5,0.053508907556533813,0.14514939486980438,0.011268368922173977,0.969072163105011,1.1654242409858853
volcanoes-b2,ExtraTrees,9601,1067,5,0.06118588522076607,0.15697382390499115,0.02232886105775833,0.9643861055374146,1.1672034859657288
volcanoes-b2,LightGBM,9601,1067,5,0.05895126610994339,0.15209433436393738,0.01873832568526268,0.9625117182731628,1.1631070680450648
volcanoes-b2,LinearModel,9601,1067,5,0.05329757556319237,0.14483289420604706,0.013693484477698803,0.9681349396705627,1.1659762100316584
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.053100887686014175,0.14415806531906128,0.013185825198888779,0.9700093865394592,1.1627044200431556
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05325624719262123,0.14401879906654358,0.013507808558642864,0.969072163105011,1.1667259831447154
volcanoes-b2,RandomForest,9601,1067,5,0.06156573072075844,0.15594981610774994,0.020967552438378334,0.9643861055374146,1.1639976678416133
volcanoes-b2,XGBoost,9601,1067,5,0.05349123850464821,0.14535900950431824,0.012289182282984257,0.9700093865394592,1.1664082780480385
volcanoes-b5,CatBoost,8990,999,5,0.06050359830260277,0.16133245825767517,0.015391738153994083,0.9649649858474731,1.0121736321598291
volcanoes-b5,ExtraTrees,8990,999,5,0.06965913623571396,0.17738302052021027,0.023967385292053223,0.9609609842300415,1.0066639850847423
volcanoes-b5,LightGBM,8990,999,5,0.06523583084344864,0.16788189113140106,0.020942803472280502,0.9619619846343994,1.013037211028859
volcanoes-b5,LinearModel,8990,999,5,0.0628587156534195,0.16614840924739838,0.017403369769454002,0.9639639854431152,1.01820577098988
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.06295245885848999,0.16487008333206177,0.01805942691862583,0.9639639854431152,1.0204111689236015
volcanoes-b5,NeuralNetTorch,8990,999,5,0.06222807988524437,0.16364112496376038,0.017488956451416016,0.9649649858474731,1.0207606840413064
volcanoes-b5,RandomForest,8990,999,5,0.061129964888095856,0.1601915955543518,0.01718389429152012,0.9609609842300415,1.0180436340160668
volcanoes-b5,XGBoost,8990,999,5,0.05958153307437897,0.15949411690235138,0.016019849106669426,0.966966986656189,1.0197938110213727
volcanoes-b6,CatBoost,9117,1013,5,0.06435510516166687,0.17887361347675323,0.018442640081048012,0.9634748101234436,1.0518178849015385
volcanoes-b6,ExtraTrees,9117,1013,5,0.0690392553806305,0.1899915635585785,0.025477925315499306,0.9624876379966736,1.0531869921833277
volcanoes-b6,LightGBM,9117,1013,5,0.06512735784053802,0.18173642456531525,0.021993488073349,0.9634748101234436,1.052102745976299
volcanoes-b6,LinearModel,9117,1013,5,0.06496505439281464,0.1845262497663498,0.020918061956763268,0.9654491543769836,1.0518828190397471
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06464415788650513,0.1837279349565506,0.022122260183095932,0.9654491543769836,1.0549749350175261
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06401637941598892,0.18099813163280487,0.021181216463446617,0.9654491543769836,1.0525935520417988
volcanoes-b6,RandomForest,9117,1013,5,0.06707300990819931,0.1827019304037094,0.021588388830423355,0.9624876379966736,1.0564490070100874
volcanoes-b6,XGBoost,9117,1013,5,0.06382297724485397,0.1781323105096817,0.019910067319869995,0.9654491543769836,1.0539425150491297
volcanoes-d1,CatBoost,7877,876,5,0.1063288152217865,0.279541015625,0.031773559749126434,0.9440639019012451,0.7497579089831561
volcanoes-d1,ExtraTrees,7877,876,5,0.10704894363880157,0.28323718905448914,0.03300292789936066,0.9440639019012451,0.7591230091638863
volcanoes-d1,LightGBM,7877,876,5,0.10738552361726761,0.28543609380722046,0.03359638527035713,0.9440639019012451,0.7612469070591033
volcanoes-d1,LinearModel,7877,876,5,0.10573349893093109,0.2780419588088989,0.031810712069272995,0.9440639019012451,0.7528520508203655
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.1064896509051323,0.28107765316963196,0.033895932137966156,0.9440639019012451,0.7532572569325566
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10666553676128387,0.281417578458786,0.03341291844844818,0.9440639019012451,0.7630142830312252
volcanoes-d1,RandomForest,7877,876,5,0.10725032538175583,0.2842342257499695,0.03196487948298454,0.9440639019012451,0.7497112420387566
volcanoes-d1,XGBoost,7877,876,5,0.10665332525968552,0.2812735140323639,0.031701426953077316,0.9440639019012451,0.7365470151416957
volcanoes-d4,CatBoost,7788,866,5,0.10692755877971649,0.2773660123348236,0.03185119107365608,0.943418025970459,0.7157511848490685
volcanoes-d4,ExtraTrees,7788,866,5,0.1079312264919281,0.2810761034488678,0.033316608518362045,0.943418025970459,0.7145516488235444
volcanoes-d4,LightGBM,7788,866,5,0.10797195136547089,0.281191885471344,0.033477894961833954,0.943418025970459,0.7208503650035709
volcanoes-d4,LinearModel,7788,866,5,0.10570850968360901,0.27554383873939514,0.03228401392698288,0.943418025970459,0.7169950809329748
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.10694175213575363,0.2781282663345337,0.03397589176893234,0.943418025970459,0.7163294160272926
volcanoes-d4,NeuralNetTorch,7788,866,5,0.10684917122125626,0.2762116491794586,0.033672627061605453,0.943418025970459,0.716691535897553
volcanoes-d4,RandomForest,7788,866,5,0.10812444984912872,0.28215041756629944,0.03223652020096779,0.943418025970459,0.7168579970020801
volcanoes-d4,XGBoost,7788,866,5,0.10776441544294357,0.2807825803756714,0.03160020709037781,0.943418025970459,0.7217617409769446
volcanoes-e1,CatBoost,1064,119,5,0.17057912051677704,0.4234310984611511,0.05858750268816948,0.9075630307197571,0.01512703183107078
volcanoes-e1,ExtraTrees,1064,119,5,0.1751287877559662,0.4365692734718323,0.06250680983066559,0.9075630307197571,0.01442930311895907
volcanoes-e1,LightGBM,1064,119,5,0.1750286966562271,0.4423464238643646,0.0645645409822464,0.9075630307197571,0.014371708035469055
volcanoes-e1,LinearModel,1064,119,5,0.1736651510000229,0.4368094503879547,0.061077430844306946,0.9075630307197571,0.01441361103206873
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.1714683175086975,0.42837050557136536,0.06845460087060928,0.9075630307197571,0.014423306100070477
volcanoes-e1,NeuralNetTorch,1064,119,5,0.17276889085769653,0.43368110060691833,0.0709795206785202,0.9075630307197571,0.014712729956954718
volcanoes-e1,RandomForest,1064,119,5,0.17464901506900787,0.43727362155914307,0.059333786368370056,0.9075630307197571,0.01558383391238749
volcanoes-e1,XGBoost,1064,119,5,0.17416763305664062,0.4348783791065216,0.05867518112063408,0.9075630307197571,0.014649127842858434
volkert,CatBoost,52479,5831,10,0.43414902687072754,0.9249279499053955,0.09253155440092087,0.6962785124778748,15.192695206031203
volkert,ExtraTrees,52479,5831,10,0.4982941150665283,1.054377794265747,0.05666894465684891,0.6287086009979248,15.206898825010285
volkert,LightGBM,52479,5831,10,0.4073820114135742,0.8788504600524902,0.08618327975273132,0.7173726558685303,15.205960830906406
volkert,LinearModel,52479,5831,10,0.5696122646331787,1.2372184991836548,0.04527496173977852,0.5736580491065979,15.189765718998387
volkert,NeuralNetFastAI,52479,5831,10,0.38855886459350586,0.8332768678665161,0.079522505402565,0.7334933876991272,15.198675418039784
volkert,NeuralNetTorch,52479,5831,10,0.41423478722572327,0.8815015554428101,0.07739707082509995,0.7139427065849304,15.161986178020015
volkert,RandomForest,52479,5831,10,0.4881981313228607,1.0400710105895996,0.04897581413388252,0.6362544894218445,15.166745378868654
volkert,XGBoost,52479,5831,10,0.4357233941555023,0.946830689907074,0.10382440686225891,0.7010804414749146,15.198153825011104
wall-robot-navigation,CatBoost,4910,546,4,0.006998675409704447,0.01320220623165369,0.00412531103938818,0.9963369965553284,0.317604340845719
wall-robot-navigation,ExtraTrees,4910,546,4,0.026670679450035095,0.058812011033296585,0.01355801522731781,0.9853479862213135,0.2771838139742613
wall-robot-navigation,LightGBM,4910,546,4,0.010925909504294395,0.033289991319179535,0.005207479000091553,0.9945054650306702,0.3153577640186995
wall-robot-navigation,LinearModel,4910,546,4,0.34818917512893677,0.5935697555541992,0.041961777955293655,0.732600748538971,0.22628418495878577
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.051644835621118546,0.1041589081287384,0.01668423041701317,0.9652014374732971,0.3039065150078386
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.055484697222709656,0.12130025774240494,0.02091638743877411,0.9652014374732971,0.3205956779420376
wall-robot-navigation,RandomForest,4910,546,4,0.01328300777822733,0.05003509297966957,0.007135543040931225,0.9926739931106567,0.3032335869502276
wall-robot-navigation,XGBoost,4910,546,4,0.013640652410686016,0.0484074205160141,0.006884844042360783,0.9926739931106567,0.33457447588443756
waveform-5000,CatBoost,4500,500,3,0.1997719258069992,0.3185642957687378,0.05019501596689224,0.8420000076293945,0.21094670915044844
waveform-5000,ExtraTrees,4500,500,3,0.20275060832500458,0.31223297119140625,0.041168924421072006,0.843999981880188,0.15823487611487508
waveform-5000,LightGBM,4500,500,3,0.20343492925167084,0.324835866689682,0.05847402289509773,0.8500000238418579,0.21333588100969791
waveform-5000,LinearModel,4500,500,3,0.1906460076570511,0.3066602051258087,0.040015872567892075,0.8619999885559082,0.20819764002226293
waveform-5000,NeuralNetFastAI,4500,500,3,0.18558372557163239,0.2931172847747803,0.04901288077235222,0.8619999885559082,0.22546915081329644
waveform-5000,NeuralNetTorch,4500,500,3,0.18135711550712585,0.28298383951187134,0.020011771470308304,0.8700000047683716,0.21757428697310388
waveform-5000,RandomForest,4500,500,3,0.22033829987049103,0.33665069937705994,0.023375894874334335,0.8360000252723694,0.15485050296410918
waveform-5000,XGBoost,4500,500,3,0.205344557762146,0.33135750889778137,0.04225324094295502,0.8619999885559082,0.21933527011424303
wine-quality-red,CatBoost,1439,160,6,0.4425693154335022,0.820026695728302,0.060782525688409805,0.706250011920929,0.032057743053883314
wine-quality-red,ExtraTrees,1439,160,6,0.41141024231910706,0.7760113477706909,0.06689676642417908,0.706250011920929,0.031545884907245636
wine-quality-red,LightGBM,1439,160,6,0.43866196274757385,0.820794939994812,0.0648067370057106,0.6875,0.03203199291601777
wine-quality-red,LinearModel,1439,160,6,0.5619449615478516,0.9844516515731812,0.0652199387550354,0.5687500238418579,0.03212358895689249
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5405728220939636,0.9631592035293579,0.05823137238621712,0.59375,0.03228008304722607
wine-quality-red,NeuralNetTorch,1439,160,6,0.5003589391708374,0.8986327052116394,0.05348030477762222,0.6312500238418579,0.03218073397874832
wine-quality-red,RandomForest,1439,160,6,0.43820467591285706,0.8234356045722961,0.082957923412323,0.6937500238418579,0.03181653004139662
wine-quality-red,XGBoost,1439,160,6,0.43621826171875,0.8151593208312988,0.07166091352701187,0.6937500238418579,0.03211244405247271
wine-quality-white,CatBoost,4408,490,7,0.41716617345809937,0.7963970899581909,0.07626282423734665,0.7081632614135742,0.33805633801966906
wine-quality-white,ExtraTrees,4408,490,7,0.38315075635910034,0.7231059074401855,0.08211223781108856,0.704081654548645,0.3381148441694677
wine-quality-white,LightGBM,4408,490,7,0.4019354581832886,0.7763863205909729,0.09289444983005524,0.7102040648460388,0.33917407086119056
wine-quality-white,LinearModel,4408,490,7,0.5901184678077698,1.1049360036849976,0.05955858901143074,0.5428571701049805,0.33753861603327096
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5332794785499573,0.977514922618866,0.05612500011920929,0.6102041006088257,0.33866193890571594
wine-quality-white,NeuralNetTorch,4408,490,7,0.5213377475738525,0.9552696943283081,0.061154596507549286,0.6183673739433289,0.3391715220641345
wine-quality-white,RandomForest,4408,490,7,0.3890261948108673,0.734458863735199,0.08878321945667267,0.6938775777816772,0.33987570693716407
wine-quality-white,XGBoost,4408,490,7,0.4117058515548706,0.7857897281646729,0.08752524107694626,0.704081654548645,0.3417860809713602
