dataset,model,cal_size,test_size,n_classes,Kernel_brier,Kernel_logloss,Kernel_ece-15,Kernel_accuracy,Kernel_time
analcatdata_dmft,ExtraTrees,717,80,6,0.8292570114135742,1.77935791015625,0.005773946642875671,0.20000000298023224,0.008612920064479113
analcatdata_dmft,LightGBM,717,80,6,0.8285934329032898,1.7772619724273682,0.005251973867416382,0.20000000298023224,0.008682810002937913
analcatdata_dmft,LinearModel,717,80,6,0.8263179063796997,1.7702114582061768,0.030949711799621582,0.22499999403953552,0.008840945083647966
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8288825750350952,1.7778654098510742,0.00985964760184288,0.20000000298023224,0.008970353985205293
analcatdata_dmft,NeuralNetTorch,717,80,6,0.8257096409797668,1.7684736251831055,0.02697986550629139,0.22499999403953552,0.008780136937275529
analcatdata_dmft,RandomForest,717,80,6,0.8290937542915344,1.7788594961166382,0.006295263767242432,0.20000000298023224,0.008845139993354678
analcatdata_dmft,XGBoost,717,80,6,0.8298603892326355,1.7812843322753906,0.005651339888572693,0.20000000298023224,0.008676107972860336
artificial-characters,CatBoost,9196,1022,10,0.06741134077310562,0.15266218781471252,0.012583431787788868,0.9618395566940308,2.310466305119917
artificial-characters,ExtraTrees,9196,1022,10,0.07881291210651398,0.197926327586174,0.018183384090662003,0.9549902081489563,2.309605880174786
artificial-characters,LightGBM,9196,1022,10,0.060809213668107986,0.13479137420654297,0.017770536243915558,0.9608610272407532,2.3068749320227653
artificial-characters,LinearModel,9196,1022,10,0.7234914898872375,1.5790560245513916,0.0749085545539856,0.3571428656578064,2.3232176480814815
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3675053119659424,0.6179901361465454,0.04167361930012703,0.7025440335273743,2.3273953769821674
artificial-characters,NeuralNetTorch,9196,1022,10,0.35684096813201904,0.6060575246810913,0.044849883764982224,0.71330726146698,2.3173531328793615
artificial-characters,RandomForest,9196,1022,10,0.07721550017595291,0.1907901018857956,0.01672530174255371,0.9579256176948547,2.3231310199480504
artificial-characters,XGBoost,9196,1022,10,0.062432911247015,0.14741730690002441,0.018981976434588432,0.9628180265426636,2.325095829088241
autoUniv-au6-750,CatBoost,675,75,8,0.8489878177642822,1.9876006841659546,0.031751200556755066,0.25333333015441895,0.010737851960584521
autoUniv-au6-750,ExtraTrees,675,75,8,0.8496813774108887,1.9893540143966675,0.05997096002101898,0.2800000011920929,0.010452621849253774
autoUniv-au6-750,LightGBM,675,75,8,0.8479804396629333,1.9848353862762451,0.0449211448431015,0.2666666805744171,0.010582646122202277
autoUniv-au6-750,LinearModel,675,75,8,0.8493666052818298,1.9804060459136963,0.013854149729013443,0.23999999463558197,0.010505171958357096
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8523086905479431,1.9964243173599243,0.007798776030540466,0.2266666740179062,0.010657442035153508
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8522083163261414,1.9959604740142822,0.007346943020820618,0.2266666740179062,0.01054329494945705
autoUniv-au6-750,RandomForest,675,75,8,0.8313318490982056,1.9422847032546997,0.10123100131750107,0.3333333432674408,0.010323008988052607
autoUniv-au6-750,XGBoost,675,75,8,0.8435606956481934,1.9738550186157227,0.08275146782398224,0.30666667222976685,0.010453605093061924
autoUniv-au7-1100,CatBoost,990,110,5,0.7299754023551941,1.4224506616592407,0.04682774096727371,0.37272727489471436,0.013260452076792717
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7337918281555176,1.42612624168396,0.05248722434043884,0.37272727489471436,0.013914756942540407
autoUniv-au7-1100,LightGBM,990,110,5,0.7306384444236755,1.4189767837524414,0.10545206815004349,0.33636364340782166,0.012790722073987126
autoUniv-au7-1100,LinearModel,990,110,5,0.7677607536315918,1.5237164497375488,0.0245191790163517,0.30909091234207153,0.012659561820328236
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7412252426147461,1.4472088813781738,0.04517371952533722,0.34545454382896423,0.012882943032309413
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7337765097618103,1.4299722909927368,0.079746313393116,0.3909091055393219,0.014962841989472508
autoUniv-au7-1100,RandomForest,990,110,5,0.7140287756919861,1.4034316539764404,0.10394664108753204,0.40909090638160706,0.01393746305257082
autoUniv-au7-1100,XGBoost,990,110,5,0.721489667892456,1.3982129096984863,0.03928007185459137,0.37272727489471436,0.013094054069370031
autoUniv-au7-700,CatBoost,630,70,3,0.5561771988868713,0.9246122241020203,0.13236171007156372,0.4714285731315613,0.0037185961846262217
autoUniv-au7-700,ExtraTrees,630,70,3,0.5494965314865112,0.9180355668067932,0.15055829286575317,0.4714285731315613,0.003679960034787655
autoUniv-au7-700,LightGBM,630,70,3,0.5306715369224548,0.8890780210494995,0.08897565305233002,0.5571428537368774,0.0034567948896437883
autoUniv-au7-700,LinearModel,630,70,3,0.6657858490943909,1.0965213775634766,0.07011831551790237,0.37142857909202576,0.0034688229206949472
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6132898926734924,1.0166643857955933,0.08775421231985092,0.5142857432365417,0.003595869056880474
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6320731043815613,1.042333960533142,0.13584302365779877,0.34285715222358704,0.003630148945376277
autoUniv-au7-700,RandomForest,630,70,3,0.5273478031158447,0.8770147562026978,0.16838984191417694,0.4714285731315613,0.0034900831524282694
autoUniv-au7-700,XGBoost,630,70,3,0.531894862651825,0.8919039964675903,0.11717367172241211,0.4571428596973419,0.003333999076858163
balance-scale,CatBoost,562,63,3,0.025173749774694443,0.04788965359330177,0.03587459772825241,1.0,0.003449580166488886
balance-scale,ExtraTrees,562,63,3,0.08631303906440735,0.1571892946958542,0.05968741700053215,0.9047619104385376,0.0033303829841315746
balance-scale,LightGBM,562,63,3,0.05476406216621399,0.12038526684045792,0.04439356178045273,0.9841269850730896,0.003842446953058243
balance-scale,LinearModel,562,63,3,0.07229172438383102,0.12845544517040253,0.02209264412522316,0.9523809552192688,0.0035180319100618362
balance-scale,NeuralNetFastAI,562,63,3,0.006244002375751734,0.016191424801945686,0.013675583526492119,1.0,0.003596730064600706
balance-scale,NeuralNetTorch,562,63,3,5.5372434871969745e-05,0.0007796323043294251,0.0007646679878234863,1.0,0.0036328888963907957
balance-scale,RandomForest,562,63,3,0.08941692113876343,0.1604832112789154,0.06439048796892166,0.9047619104385376,0.003327748039737344
balance-scale,XGBoost,562,63,3,0.016382822766900063,0.034053146839141846,0.027331998571753502,1.0,0.004107255022972822
baseball,CatBoost,1206,134,3,0.0670253112912178,0.13796348869800568,0.022764697670936584,0.9626865386962891,0.011549930088222027
baseball,ExtraTrees,1206,134,3,0.07546238601207733,0.13982830941677094,0.028805451467633247,0.9477611780166626,0.010909708915278316
baseball,LightGBM,1206,134,3,0.07123629748821259,0.14318397641181946,0.03298221901059151,0.9552238583564758,0.010143052088096738
baseball,LinearModel,1206,134,3,0.06584303826093674,0.1275910884141922,0.040704015642404556,0.9626865386962891,0.010829654056578875
baseball,NeuralNetFastAI,1206,134,3,0.07593012601137161,0.1348446011543274,0.047458481043577194,0.9552238583564758,0.010731627000495791
baseball,NeuralNetTorch,1206,134,3,0.07688800990581512,0.1511937975883484,0.026558298617601395,0.9477611780166626,0.010924068046733737
baseball,RandomForest,1206,134,3,0.0732569620013237,0.14287281036376953,0.03966275602579117,0.9552238583564758,0.01092633605003357
baseball,XGBoost,1206,134,3,0.07195058465003967,0.1464228630065918,0.030325353145599365,0.9626865386962891,0.01057141600176692
car,CatBoost,1555,173,4,6.137739205769321e-07,5.8636036555981264e-05,5.8770179748535156e-05,1.0,0.025739178992807865
car,ExtraTrees,1555,173,4,0.010167831555008888,0.021049482747912407,0.010147936642169952,0.9942196607589722,0.029083081055432558
car,LightGBM,1555,173,4,2.68406501652381e-18,0.0,5.960464477539063e-08,1.0,0.026760209118947387
car,LinearModel,1555,173,4,0.09724853187799454,0.14711366593837738,0.047726284712553024,0.9190751314163208,0.028091436019167304
car,NeuralNetFastAI,1555,173,4,9.919845622804896e-19,0.0,5.960464477539063e-08,1.0,0.02665871405042708
car,NeuralNetTorch,1555,173,4,3.7043430848615226e-18,0.0,5.960464477539063e-08,1.0,0.027233514934778214
car,RandomForest,1555,173,4,0.03394518420100212,0.06416488438844681,0.018743980675935745,0.9826589822769165,0.02982872282154858
car,XGBoost,1555,173,4,2.0162129032996745e-07,4.052397343912162e-05,4.0411949157714844e-05,1.0,0.025609632954001427
cardiotocography,CatBoost,1913,213,10,1.8126093097950846e-28,0.0,5.960464477539063e-08,1.0,0.0980452720541507
cardiotocography,ExtraTrees,1913,213,10,4.764414778704378e-44,0.0,5.960464477539063e-08,1.0,0.0983752179890871
cardiotocography,LightGBM,1913,213,10,3.4305317745633336e-37,0.0,5.960464477539063e-08,1.0,0.09763771807774901
cardiotocography,LinearModel,1913,213,10,1.2746577632827398e-27,0.0,5.960464477539063e-08,1.0,0.0969582088291645
cardiotocography,NeuralNetFastAI,1913,213,10,1.5639960437852096e-09,1.9164717741659842e-06,2.0265579223632812e-06,1.0,0.09839109214954078
cardiotocography,NeuralNetTorch,1913,213,10,4.624284932271896e-44,0.0,5.960464477539063e-08,1.0,0.0985643370077014
cardiotocography,RandomForest,1913,213,10,4.3410322741497135e-17,5.596679786279424e-10,5.960464477539063e-08,1.0,0.09803752484731376
cardiotocography,XGBoost,1913,213,10,2.535092062949694e-18,0.0,5.960464477539063e-08,1.0,0.09771213703788817
cmc,CatBoost,1325,148,3,0.5026708841323853,0.8466213345527649,0.0930725634098053,0.587837815284729,0.012544416124001145
cmc,ExtraTrees,1325,148,3,0.5149027705192566,0.8687718510627747,0.09854837507009506,0.5675675868988037,0.012026388896629214
cmc,LightGBM,1325,148,3,0.5250189304351807,0.881330132484436,0.08124153316020966,0.5405405163764954,0.011843177955597639
cmc,LinearModel,1325,148,3,0.5205530524253845,0.8684245944023132,0.09017150104045868,0.5945945978164673,0.011940425960347056
cmc,NeuralNetFastAI,1325,148,3,0.5021052956581116,0.843617856502533,0.07888222485780716,0.587837815284729,0.011878065066412091
cmc,NeuralNetTorch,1325,148,3,0.5106338858604431,0.8591955900192261,0.09829728305339813,0.6148648858070374,0.012387321097776294
cmc,RandomForest,1325,148,3,0.5076373815536499,0.8518739342689514,0.07868501543998718,0.5675675868988037,0.012340536108240485
cmc,XGBoost,1325,148,3,0.5104653835296631,0.8594244122505188,0.06847043335437775,0.5810810923576355,0.012308691861107945
cnae-9,CatBoost,972,108,9,0.07598117738962173,0.20934413373470306,0.025465331971645355,0.9537037014961243,0.023311865981668234
cnae-9,ExtraTrees,972,108,9,0.06639987975358963,0.169838547706604,0.04102739691734314,0.9537037014961243,0.023644631961360574
cnae-9,LightGBM,972,108,9,0.05883411690592766,0.15605933964252472,0.01801273226737976,0.9629629850387573,0.0233312351629138
cnae-9,LinearModel,972,108,9,0.07284680008888245,0.16215355694293976,0.04167134314775467,0.9444444179534912,0.023615980055183172
cnae-9,NeuralNetFastAI,972,108,9,0.05984628200531006,0.11733026802539825,0.03208467736840248,0.9537037014961243,0.023188367020338774
cnae-9,NeuralNetTorch,972,108,9,0.056831590831279755,0.1864161342382431,0.029192794114351273,0.9629629850387573,0.024012156995013356
cnae-9,RandomForest,972,108,9,0.07217206060886383,0.2001781314611435,0.03662949800491333,0.9629629850387573,0.023777062073349953
cnae-9,XGBoost,972,108,9,0.09914160519838333,0.2552702724933624,0.04232342913746834,0.9351851940155029,0.024175142170861363
collins,CatBoost,900,100,30,0.8676003813743591,2.3574423789978027,0.07113268226385117,0.23999999463558197,0.07046892610378563
collins,ExtraTrees,900,100,30,0.900332510471344,2.5688600540161133,0.042212240397930145,0.15000000596046448,0.06892366288229823
collins,LightGBM,900,100,30,0.8765577673912048,2.422335624694824,0.11501125991344452,0.2199999988079071,0.06959040695801377
collins,LinearModel,900,100,30,0.8480539917945862,2.2649331092834473,0.06721571832895279,0.25999999046325684,0.07135378406383097
collins,NeuralNetFastAI,900,100,30,0.8530726432800293,2.277688503265381,0.09804065525531769,0.23999999463558197,0.07055500894784927
collins,NeuralNetTorch,900,100,30,0.8369281888008118,2.2116575241088867,0.0919928327202797,0.28999999165534973,0.07159019913524389
collins,RandomForest,900,100,30,0.8949816823005676,2.516798734664917,0.04415496066212654,0.17000000178813934,0.06943152379244566
collins,XGBoost,900,100,30,0.8863874673843384,2.5384418964385986,0.05759677663445473,0.1899999976158142,0.06981590203940868
connect-4,CatBoost,60801,6756,3,0.17866383492946625,0.327748566865921,0.024300040677189827,0.8759620785713196,6.646099052857608
connect-4,ExtraTrees,60801,6756,3,0.2531664967536926,0.45780590176582336,0.023544449359178543,0.8208999633789062,5.469497227808461
connect-4,LightGBM,60801,6756,3,0.1790020763874054,0.3278699517250061,0.02722925879061222,0.8741859197616577,6.6565411610063165
connect-4,LinearModel,60801,6756,3,0.33852601051330566,0.601809561252594,0.02840421162545681,0.7593250274658203,5.34131581406109
connect-4,NeuralNetFastAI,60801,6756,3,0.16744501888751984,0.3053905665874481,0.020508602261543274,0.8838070034980774,6.740377835929394
connect-4,NeuralNetTorch,60801,6756,3,0.1761399507522583,0.3187052011489868,0.018766634166240692,0.8768501877784729,6.772046008147299
connect-4,RandomForest,60801,6756,3,0.26313114166259766,0.4761481285095215,0.0225189421325922,0.815423309803009,5.235199888935313
connect-4,XGBoost,60801,6756,3,0.17976419627666473,0.3290387690067291,0.02533053606748581,0.8727057576179504,6.6230972008779645
dilbert,CatBoost,9000,1000,5,0.025836924090981483,0.05923347920179367,0.011144843883812428,0.9819999933242798,1.2301122408825904
dilbert,ExtraTrees,9000,1000,5,0.039190199226140976,0.07902969419956207,0.010500345379114151,0.9739999771118164,1.10025979205966
dilbert,LightGBM,9000,1000,5,0.01602705381810665,0.059062473475933075,0.008374124765396118,0.9909999966621399,1.3241410260088742
dilbert,LinearModel,9000,1000,5,0.10259172320365906,0.21791939437389374,0.03590778261423111,0.9380000233650208,1.3932738211005926
dilbert,NeuralNetFastAI,9000,1000,5,0.02064189687371254,0.07254177331924438,0.009586075320839882,0.9879999756813049,1.3571351990103722
dilbert,NeuralNetTorch,9000,1000,5,0.011926813051104546,0.025075282901525497,0.004798908717930317,0.9940000176429749,1.389629224082455
dilbert,RandomForest,9000,1000,5,0.06689722836017609,0.12976886332035065,0.0106502715498209,0.9539999961853027,1.1155015220865607
dilbert,XGBoost,9000,1000,5,0.026671990752220154,0.06859653443098068,0.012684362009167671,0.9850000143051147,1.3904140759259462
dna,CatBoost,2867,319,3,0.06230403855443001,0.14167140424251556,0.02505621686577797,0.9655172228813171,0.08806914603337646
dna,ExtraTrees,2867,319,3,0.08209920674562454,0.1676657497882843,0.02761911228299141,0.9498432874679565,0.06028280803002417
dna,LightGBM,2867,319,3,0.06767544895410538,0.15641574561595917,0.02492404356598854,0.9529780745506287,0.08474585809744895
dna,LinearModel,2867,319,3,0.1271367073059082,0.27567458152770996,0.04145697504281998,0.931034505367279,0.08332532783970237
dna,NeuralNetFastAI,2867,319,3,0.0886560007929802,0.18709160387516022,0.035125732421875,0.9467084407806396,0.08251927513629198
dna,NeuralNetTorch,2867,319,3,0.08629734814167023,0.18750080466270447,0.03279402479529381,0.9467084407806396,0.08199013187550008
dna,RandomForest,2867,319,3,0.09519757330417633,0.18543386459350586,0.03333611413836479,0.9404388666152954,0.06306833191774786
dna,XGBoost,2867,319,3,0.0631655678153038,0.1557895839214325,0.022380849346518517,0.9592476487159729,0.08552090101875365
eucalyptus,CatBoost,662,74,5,0.4288099408149719,0.7086637020111084,0.12546540796756744,0.6891891956329346,0.006401097169145942
eucalyptus,ExtraTrees,662,74,5,0.37908095121383667,0.631019115447998,0.12110569328069687,0.7297297120094299,0.0060929430183023214
eucalyptus,LightGBM,662,74,5,0.3861006796360016,0.6421522498130798,0.1623246669769287,0.6756756901741028,0.006167231127619743
eucalyptus,LinearModel,662,74,5,0.46222296357154846,0.7761361598968506,0.12850624322891235,0.6486486196517944,0.006248115096241236
eucalyptus,NeuralNetFastAI,662,74,5,0.43053165078163147,0.7299875020980835,0.14157047867774963,0.7297297120094299,0.006309228949248791
eucalyptus,NeuralNetTorch,662,74,5,0.44177812337875366,0.6968778371810913,0.1111949011683464,0.6891891956329346,0.006165493046864867
eucalyptus,RandomForest,662,74,5,0.4029015600681305,0.6780575513839722,0.1368347853422165,0.7297297120094299,0.006242949981242418
eucalyptus,XGBoost,662,74,5,0.4242227375507355,0.7073121070861816,0.09015842527151108,0.6756756901741028,0.006302546011283994
eye_movements,CatBoost,9842,1094,3,0.35173100233078003,0.5989126563072205,0.029284168034791946,0.7376599907875061,0.7774993621278554
eye_movements,ExtraTrees,9842,1094,3,0.32035669684410095,0.5502716898918152,0.05361241102218628,0.7751371264457703,0.6651875241659582
eye_movements,LightGBM,9842,1094,3,0.2758841812610626,0.48785725235939026,0.027372442185878754,0.8071298003196716,0.8686580660287291
eye_movements,LinearModel,9842,1094,3,0.5648826360702515,0.9203006029129028,0.02305528335273266,0.5228519439697266,0.6649905340746045
eye_movements,NeuralNetFastAI,9842,1094,3,0.4298129081726074,0.714641809463501,0.030959997326135635,0.67641681432724,0.7506770039908588
eye_movements,NeuralNetTorch,9842,1094,3,0.41278403997421265,0.6895171999931335,0.05006559565663338,0.6873857378959656,0.7425471129827201
eye_movements,RandomForest,9842,1094,3,0.38277462124824524,0.6514425873756409,0.03833476081490517,0.7239488363265991,0.6828958699479699
eye_movements,XGBoost,9842,1094,3,0.31671908497810364,0.5489522814750671,0.02669249102473259,0.7723948955535889,0.8252614641096443
fabert,CatBoost,7413,824,7,0.38358744978904724,0.7829192280769348,0.08005709946155548,0.731796145439148,0.9711125700268894
fabert,ExtraTrees,7413,824,7,0.40160855650901794,0.8037543296813965,0.07055126130580902,0.708737850189209,1.0249854470603168
fabert,LightGBM,7413,824,7,0.38573771715164185,0.7727646827697754,0.08850311487913132,0.7135922312736511,0.9751031182240695
fabert,LinearModel,7413,824,7,0.49155017733573914,1.028307557106018,0.06515106558799744,0.6395630836486816,1.210318410070613
fabert,NeuralNetFastAI,7413,824,7,0.4043157696723938,0.8304082751274109,0.0523357167840004,0.7111650705337524,0.981120539130643
fabert,NeuralNetTorch,7413,824,7,0.4281458556652069,0.8852764368057251,0.05136140435934067,0.6990291476249695,0.9761377519462258
fabert,RandomForest,7413,824,7,0.41195303201675415,0.844645082950592,0.07545465975999832,0.7014563083648682,1.0495983730070293
fabert,XGBoost,7413,824,7,0.38039764761924744,0.7897552847862244,0.06519411504268646,0.7281553149223328,0.9872281299903989
first-order-theorem-proving,CatBoost,5506,612,6,0.5240112543106079,1.0989593267440796,0.09000503271818161,0.6111111044883728,0.4438676198478788
