dataset,model,cal_size,test_size,n_classes,Isotonic_brier,Isotonic_logloss,Isotonic_ece-15,Isotonic_accuracy,Isotonic_time
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.03323020320009222,1.5211241379140406,0.01141252089291811,0.982758641242981,0.020463364897295833
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.05439986847653344,0.6084583609241795,0.05417262017726898,0.982758641242981,0.02026673615910113
UMIST_Faces_Cropped,RandomForest,517,58,20,0.03677602016264835,1.512161683412089,0.022921156138181686,0.982758641242981,0.02095965389162302
UMIST_Faces_Cropped,XGBoost,517,58,20,0.08757970377663517,3.084146220146757,0.03411107882857323,0.9482758641242981,0.021019872976467013
analcatdata_authorship,CatBoost,756,85,4,0.055529411562751325,2.065757487260209,0.030588144436478615,0.9647058844566345,0.009465401992201805
analcatdata_authorship,ExtraTrees,756,85,4,0.04129741206471786,1.056218740092655,0.023125311359763145,0.9764705896377563,0.0094908750616014
analcatdata_authorship,LightGBM,756,85,4,0.02686382145711655,1.0330455236485208,0.016193393617868423,0.9882352948188782,0.01014939695596695
analcatdata_authorship,LinearModel,756,85,4,0.023728374882798702,1.0286236524017252,0.012846441008150578,0.9882352948188782,0.009372326079756021
analcatdata_authorship,NeuralNetFastAI,756,85,4,0.02025889610894382,0.03779716535511396,0.022022178396582603,0.9882352948188782,0.009087397018447518
analcatdata_authorship,NeuralNetTorch,756,85,4,0.025336670916310127,0.04720835203274538,0.022603103891015053,0.9882352948188782,0.009246665053069592
analcatdata_authorship,RandomForest,756,85,4,0.04970056859481779,0.09915998348469661,0.043445274233818054,0.9764705896377563,0.009661520831286907
analcatdata_authorship,XGBoost,756,85,4,0.02009507448827347,0.025695747475703013,0.015075492672622204,0.9764705896377563,0.00989333214238286
analcatdata_dmft,CatBoost,717,80,6,0.8113616832315188,1.7205906151790482,0.03907381743192673,0.26249998807907104,0.011830692877992988
analcatdata_dmft,ExtraTrees,717,80,6,0.8192921385318268,1.7453645945188812,0.042651206254959106,0.22499999403953552,0.011695645051077008
analcatdata_dmft,LightGBM,717,80,6,0.8107901940089508,1.727319882608575,0.06692446768283844,0.22499999403953552,0.01163559197448194
analcatdata_dmft,LinearModel,717,80,6,0.816015070940389,1.7334112604015843,0.0649215579032898,0.1875,0.011755101149901748
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8218041039232287,1.7450545123845793,0.059823762625455856,0.1875,0.011168309953063726
analcatdata_dmft,NeuralNetTorch,717,80,6,0.8064328191780445,2.756826807223805,0.04336930811405182,0.21250000596046448,0.01127737294882536
analcatdata_dmft,RandomForest,717,80,6,0.8163064589636078,1.7351614959543227,0.03159422427415848,0.22499999403953552,0.01122348615899682
analcatdata_dmft,XGBoost,717,80,6,0.8061550915107574,1.7147306345022213,0.04810785874724388,0.26249998807907104,0.011337321950122714
artificial-characters,CatBoost,9196,1022,10,0.07553625565595509,0.16907896242872072,0.043457940220832825,0.9589040875434875,0.0359695409424603
artificial-characters,ExtraTrees,9196,1022,10,0.07884815647045135,0.18127466005204002,0.010089780203998089,0.9540117383003235,0.031264189863577485
artificial-characters,LightGBM,9196,1022,10,0.06343534963657366,0.3044981673119495,0.047427404671907425,0.9608610272407532,0.03147292695939541
artificial-characters,LinearModel,9196,1022,10,0.7314670555813576,1.7020479764705572,0.05995988845825195,0.373776912689209,0.03325592097826302
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3613809490482879,0.7627174615461155,0.027040401473641396,0.7084148526191711,0.03209732985123992
artificial-characters,NeuralNetTorch,9196,1022,10,0.34789631183138314,0.7441290523885356,0.038633670657873154,0.7172211408615112,0.03194705490022898
artificial-characters,RandomForest,9196,1022,10,0.0768999327060287,0.1892442906688741,0.010473886504769325,0.9549902081489563,0.029188221087679267
artificial-characters,XGBoost,9196,1022,10,0.07218406524362206,0.16619987844155312,0.04534650966525078,0.9618395566940308,0.032771915197372437
autoUniv-au6-750,CatBoost,675,75,8,0.8455822382011549,1.977904773045606,0.10443783551454544,0.2266666740179062,0.013048957102000713
autoUniv-au6-750,ExtraTrees,675,75,8,0.8398713260799785,3.0919102693987837,0.11119750142097473,0.25333333015441895,0.012670939788222313
autoUniv-au6-750,LightGBM,675,75,8,0.8055854238755334,1.8755210632834394,0.10080721229314804,0.3733333349227905,0.012579419882968068
autoUniv-au6-750,LinearModel,675,75,8,0.8497850756162711,1.990435460184004,0.05579360947012901,0.23999999463558197,0.013118685921654105
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8518908191365426,1.9931265328829681,0.018500471487641335,0.2266666740179062,0.012730248039588332
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8533745760224781,1.9915945122476273,0.05466683954000473,0.23999999463558197,0.012967284070327878
autoUniv-au6-750,RandomForest,675,75,8,0.777526272017004,1.813368387408644,0.08436113595962524,0.3199999928474426,0.01305844890885055
autoUniv-au6-750,XGBoost,675,75,8,0.8182769383310656,1.9383841627040665,0.1718597710132599,0.3733333349227905,0.012783884070813656
autoUniv-au7-1100,CatBoost,990,110,5,0.7235890693646659,1.395269987542837,0.10563063621520996,0.41818180680274963,0.01087085111066699
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7481257674163238,1.4394825106776905,0.13059037923812866,0.4272727370262146,0.010741974925622344
autoUniv-au7-1100,LightGBM,990,110,5,0.715913183788715,1.3847559143279977,0.10146227478981018,0.44545453786849976,0.010446608997881413
autoUniv-au7-1100,LinearModel,990,110,5,0.7792787635863363,3.813584494205501,0.08668611943721771,0.30909091234207153,0.010566428070887923
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7417576980197623,2.1968294788919573,0.10598911345005035,0.3909091055393219,0.010633824160322547
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7310837952526673,2.1816304943244966,0.051030222326517105,0.3545454442501068,0.011230039177462459
autoUniv-au7-1100,RandomForest,990,110,5,0.7161889256850172,1.395913123486516,0.11497870832681656,0.38181817531585693,0.011120918905362487
autoUniv-au7-1100,XGBoost,990,110,5,0.7070587432548429,1.3676063374353997,0.07976861298084259,0.4000000059604645,0.01085079601034522
autoUniv-au7-700,CatBoost,630,70,3,0.5659361974215212,4.553810306125533,0.13408218324184418,0.5,0.009196688188239932
autoUniv-au7-700,ExtraTrees,630,70,3,0.5477686472321135,0.9189694830226594,0.16036167740821838,0.4285714328289032,0.008802107069641352
autoUniv-au7-700,LightGBM,630,70,3,0.5290102778844153,0.8724871220837126,0.1155223473906517,0.4714285731315613,0.00916997715830803
autoUniv-au7-700,LinearModel,630,70,3,0.6748072470538912,1.1116775722025192,0.11197547614574432,0.4000000059604645,0.00871032802388072
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6189922237271797,1.0382532182337783,0.10860863327980042,0.5285714268684387,0.008925910107791424
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6331829651690327,1.0521537145275728,0.09446103870868683,0.44285714626312256,0.009145878022536635
autoUniv-au7-700,RandomForest,630,70,3,0.5367616251106835,0.8745414598252588,0.1269724816083908,0.4714285731315613,0.008762631798163056
autoUniv-au7-700,XGBoost,630,70,3,0.5430608938464583,0.8953980283397006,0.12460054457187653,0.48571428656578064,0.009369133971631527
balance-scale,CatBoost,562,63,3,0.040545588718445255,0.08360358110146184,0.053321413695812225,0.9682539701461792,0.008652913151308894
balance-scale,ExtraTrees,562,63,3,0.12201508135331446,0.24496944938741408,0.10948602110147476,0.8888888955116272,0.009390862891450524
balance-scale,LightGBM,562,63,3,0.06130372449558517,0.10434708675094821,0.0444868728518486,0.9682539701461792,0.008551807841286063
balance-scale,LinearModel,562,63,3,0.07673077055274943,0.14294171512386467,0.049718741327524185,0.9523809552192688,0.009022960904985666
balance-scale,NeuralNetFastAI,562,63,3,0.014581609687753879,0.025879223793742516,0.020251914858818054,1.0,0.008548804093152285
balance-scale,NeuralNetTorch,562,63,3,0.0015801113457190638,0.00400703715910866,0.003541325917467475,1.0,0.008806087076663971
balance-scale,RandomForest,562,63,3,0.12644529639867716,0.25456962550383144,0.10288973152637482,0.8888888955116272,0.008668644120916724
balance-scale,XGBoost,562,63,3,0.03524161059307772,0.07671789963542851,0.036647722125053406,0.9682539701461792,0.008952257921919227
baseball,CatBoost,1206,134,3,0.07965426645944618,0.1428461648546893,0.0417967364192009,0.9328358173370361,0.009978511137887836
baseball,ExtraTrees,1206,134,3,0.07920119455352083,0.14556512182325054,0.022218432277441025,0.9477611780166626,0.010002705035731196
baseball,LightGBM,1206,134,3,0.07252077228694484,0.13699874058992353,0.032565638422966,0.9477611780166626,0.01040784502401948
baseball,LinearModel,1206,134,3,0.07392604090361173,0.13920584393127916,0.035722970962524414,0.9477611780166626,0.009996311971917748
baseball,NeuralNetFastAI,1206,134,3,0.07685957171168212,0.13627603380718495,0.036123380064964294,0.9477611780166626,0.00958366901613772
baseball,NeuralNetTorch,1206,134,3,0.08695168774873246,0.16076212737174836,0.049673739820718765,0.9402984976768494,0.009524379158392549
baseball,RandomForest,1206,134,3,0.0740947793969504,0.13666632361159403,0.042472101747989655,0.9626865386962891,0.009502229047939181
baseball,XGBoost,1206,134,3,0.07754516214927189,0.1404638117408722,0.04036104679107666,0.9477611780166626,0.0096020030323416
car,CatBoost,1555,173,4,0.00039292771700413987,0.0015453936341079898,0.001436317223124206,1.0,0.011151331011205912
car,ExtraTrees,1555,173,4,0.014641273575531816,0.034294462685361154,0.011984890326857567,0.9884393215179443,0.011239664861932397
car,LightGBM,1555,173,4,0.0,0.0,5.960464477539063e-08,1.0,0.010753978975117207
car,LinearModel,1555,173,4,0.07813156488002838,0.120006076206389,0.047061771154403687,0.9248554706573486,0.010828301077708602
car,NeuralNetFastAI,1555,173,4,0.00010892227416498531,0.0005902059967080281,0.0005611346568912268,1.0,0.01092019397765398
car,NeuralNetTorch,1555,173,4,0.0001576381210748036,0.0009126205075520471,0.0008699136087670922,1.0,0.01066738204099238
car,RandomForest,1555,173,4,0.03322625028736922,0.06392090602348137,0.01705137826502323,0.9826589822769165,0.011472926009446383
car,XGBoost,1555,173,4,0.0,0.0,5.960464477539063e-08,1.0,0.011056796880438924
cardiotocography,CatBoost,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.017242598114535213
cardiotocography,ExtraTrees,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.015427617123350501
cardiotocography,LightGBM,1913,213,10,3.785023113247394e-12,1.3100902199289757e-06,2.384185791015625e-07,1.0,0.017192011000588536
cardiotocography,LinearModel,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.01833245879970491
cardiotocography,NeuralNetFastAI,1913,213,10,0.00013339686806201117,0.0006045737577649611,0.000568406714592129,1.0,0.014951705001294613
cardiotocography,NeuralNetTorch,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.014797597890719771
cardiotocography,RandomForest,1913,213,10,5.688689125605237e-29,6.671762777089906e-16,5.960464477539063e-08,1.0,0.01547911879606545
cardiotocography,XGBoost,1913,213,10,0.0,0.0,5.960464477539063e-08,1.0,0.01745991292409599
cmc,CatBoost,1325,148,3,0.5003462094223803,0.8384725956026511,0.07546312361955643,0.6013513803482056,0.0102174230851233
cmc,ExtraTrees,1325,148,3,0.5038451711150966,0.850596992751985,0.05964682251214981,0.5945945978164673,0.009251972893252969
cmc,LightGBM,1325,148,3,0.5229147522249962,0.874095733207207,0.06394490599632263,0.5472972989082336,0.009308373089879751
cmc,LinearModel,1325,148,3,0.5253823352268867,0.8749331466111375,0.09098200500011444,0.6081081032752991,0.009814215824007988
cmc,NeuralNetFastAI,1325,148,3,0.5010951796240902,0.8407459432221452,0.0787322148680687,0.6081081032752991,0.009408176876604557
cmc,NeuralNetTorch,1325,148,3,0.4982375021525278,0.8382533932143725,0.09427684545516968,0.6283783912658691,0.009242461994290352
cmc,RandomForest,1325,148,3,0.5033914406508722,0.8422652716981106,0.07122635841369629,0.6148648858070374,0.01024870784021914
cmc,XGBoost,1325,148,3,0.5022932378280072,0.850322375908188,0.10284740477800369,0.5608108043670654,0.009393711108714342
cnae-9,CatBoost,972,108,9,0.06863471078524146,0.938442007299444,0.032660506665706635,0.9629629850387573,0.013637088006362319
cnae-9,ExtraTrees,972,108,9,0.0634052253728078,0.13667767192215147,0.028972184285521507,0.9629629850387573,0.013573783915489912
cnae-9,LightGBM,972,108,9,0.052849335073091135,0.12105068858237068,0.04351389408111572,0.9629629850387573,0.014060043962672353
cnae-9,LinearModel,972,108,9,0.05558824275671959,0.9004957821734372,0.03635521978139877,0.9629629850387573,0.015003363136202097
cnae-9,NeuralNetFastAI,972,108,9,0.04834978484009521,0.0992604398800191,0.036893509328365326,0.9629629850387573,0.01452568406239152
cnae-9,NeuralNetTorch,972,108,9,0.05894547070917343,0.12684089879744762,0.03842460736632347,0.9629629850387573,0.013661463977769017
cnae-9,RandomForest,972,108,9,0.07279104726190659,0.9242063929204627,0.04868587851524353,0.9537037014961243,0.013481372967362404
cnae-9,XGBoost,972,108,9,0.08472900111936088,0.18147046107012096,0.03554835170507431,0.9351851940155029,0.013940203934907913
collins,CatBoost,900,100,30,0.8105475634574489,2.0811277920852644,0.07751554250717163,0.30000001192092896,0.03141911397688091
collins,ExtraTrees,900,100,30,0.8264165455433357,2.1329660536920168,0.07922159135341644,0.25999999046325684,0.030997605994343758
collins,LightGBM,900,100,30,0.8138926432804254,2.1223351393347456,0.09519410878419876,0.3100000023841858,0.031056039966642857
collins,LinearModel,900,100,30,0.8126438128948931,3.8058697021508965,0.090111643075943,0.33000001311302185,0.030950216110795736
collins,NeuralNetFastAI,900,100,30,0.8125096212117526,2.945710691927486,0.10923338681459427,0.2800000011920929,0.03087192913517356
collins,NeuralNetTorch,900,100,30,0.7855226616399251,3.6763761771812744,0.1104726791381836,0.28999999165534973,0.031941965920850635
collins,RandomForest,900,100,30,0.8447573816070437,2.24922909636234,0.06965553760528564,0.25999999046325684,0.030534028075635433
collins,XGBoost,900,100,30,0.8480529361875462,2.253274369518203,0.09701812267303467,0.25,0.030083199962973595
connect-4,CatBoost,60801,6756,3,0.1782676526603972,0.3203474560641955,0.014701316133141518,0.8731498122215271,0.07773436210118234
connect-4,ExtraTrees,60801,6756,3,0.25105151500348166,0.45351996418043355,0.01300339587032795,0.8228241801261902,0.07838184898719192
connect-4,LightGBM,60801,6756,3,0.17805165070019682,0.32074538619812326,0.016723385080695152,0.8728537559509277,0.07823245204053819
connect-4,LinearModel,60801,6756,3,0.33474647111424705,0.5942747254894701,0.013283578678965569,0.7568087577819824,0.08039541984908283
connect-4,NeuralNetFastAI,60801,6756,3,0.16711934481689178,0.3004383526760027,0.018503323197364807,0.8830668926239014,0.07755648414604366
connect-4,NeuralNetTorch,60801,6756,3,0.17499451662564083,0.31318628435825263,0.022511571645736694,0.8774423003196716,0.07751675299368799
connect-4,RandomForest,60801,6756,3,0.26158252002893956,0.47433908517091194,0.013732208870351315,0.8164594173431396,0.07921609911136329
connect-4,XGBoost,60801,6756,3,0.17886809246201632,0.32140318595999895,0.014723639003932476,0.8719656467437744,0.07856357307173312
dilbert,CatBoost,9000,1000,5,0.02373869941654953,0.12560657221883012,0.009133980609476566,0.984000027179718,0.021418759133666754
dilbert,ExtraTrees,9000,1000,5,0.039517429584765604,0.07598454597513905,0.013319086283445358,0.972000002861023,0.02126062591560185
dilbert,LightGBM,9000,1000,5,0.010864175258382154,0.10270729055795366,0.006109657697379589,0.9940000176429749,0.019810189958661795
dilbert,LinearModel,9000,1000,5,0.09040154652803555,0.16536217876894607,0.017158515751361847,0.9390000104904175,0.020533331902697682
dilbert,NeuralNetFastAI,9000,1000,5,0.01946044120533827,0.11995895414686812,0.011039504781365395,0.9900000095367432,0.021022981964051723
dilbert,NeuralNetTorch,9000,1000,5,0.012972778788998579,0.02808850924086672,0.011704149655997753,0.9900000095367432,0.021610639058053493
dilbert,RandomForest,9000,1000,5,0.06580779034996755,0.20513779107644198,0.013121205382049084,0.9570000171661377,0.021615804871544242
dilbert,XGBoost,9000,1000,5,0.01899942656438984,0.1182081549129386,0.007721655536442995,0.9869999885559082,0.02125335205346346
dna,CatBoost,2867,319,3,0.06228426232329067,0.11224316280498342,0.023191075772047043,0.9561128616333008,0.01150178094394505
dna,ExtraTrees,2867,319,3,0.08031026202300916,0.1589442663400661,0.033323612064123154,0.9529780745506287,0.010954303201287985
dna,LightGBM,2867,319,3,0.0669636178132733,0.12371197992967387,0.01710893027484417,0.9561128616333008,0.011237377068027854
dna,LinearModel,2867,319,3,0.11854225766238558,0.22099794608341117,0.03794131800532341,0.931034505367279,0.011723223142325878
dna,NeuralNetFastAI,2867,319,3,0.07919747829852047,0.15064201744792136,0.03291253745555878,0.9467084407806396,0.011679677991196513
dna,NeuralNetTorch,2867,319,3,0.0839614900286305,0.15360620239051315,0.020720861852169037,0.9404388666152954,0.01195853902027011
dna,RandomForest,2867,319,3,0.0927010817018173,0.16492497589284277,0.016648631542921066,0.9404388666152954,0.0116966781206429
dna,XGBoost,2867,319,3,0.06123119032413973,0.11706997129311439,0.013887718319892883,0.962382435798645,0.011121858144178987
eucalyptus,CatBoost,662,74,5,0.40810974520167226,0.6714326363651907,0.09470291435718536,0.6486486196517944,0.010497370967641473
eucalyptus,ExtraTrees,662,74,5,0.36699563215829617,0.6124886374569342,0.08694438636302948,0.7027027010917664,0.010002929018810391
eucalyptus,LightGBM,662,74,5,0.37062570083570184,0.6198474006552218,0.12057726085186005,0.6891891956329346,0.010339114116504788
eucalyptus,LinearModel,662,74,5,0.447689685983825,0.7508106613510521,0.06830822676420212,0.6486486196517944,0.010047045070677996
eucalyptus,NeuralNetFastAI,662,74,5,0.40572623179746503,0.6499901139078478,0.117915578186512,0.7027027010917664,0.01009427709504962
eucalyptus,NeuralNetTorch,662,74,5,0.4234213558860444,0.6573591112683183,0.09299226850271225,0.6486486196517944,0.010216575115919113
eucalyptus,RandomForest,662,74,5,0.4042427288356206,0.675790737331028,0.1622151881456375,0.6756756901741028,0.010886139003559947
eucalyptus,XGBoost,662,74,5,0.4194975549444741,1.82812343046038,0.07238265872001648,0.662162184715271,0.01030420116148889
eye_movements,CatBoost,9842,1094,3,0.3537324653121726,0.5979229649838383,0.03096989169716835,0.7340036630630493,0.01971855782903731
eye_movements,ExtraTrees,9842,1094,3,0.3182682997786867,0.5437465735050117,0.03737720474600792,0.7760511636734009,0.018922645831480622
eye_movements,LightGBM,9842,1094,3,0.2789691944613977,0.5571877202103439,0.03179417923092842,0.8089579343795776,0.01879055192694068
eye_movements,LinearModel,9842,1094,3,0.5656778872323404,0.9198190428524445,0.03002311661839485,0.5027422308921814,0.018833120120689273
eye_movements,NeuralNetFastAI,9842,1094,3,0.43302997552050204,0.719478649422123,0.03899340331554413,0.6727604866027832,0.018970927922055125
eye_movements,NeuralNetTorch,9842,1094,3,0.41656459430956944,0.7692122784976215,0.054253965616226196,0.6828153729438782,0.018592833075672388
eye_movements,RandomForest,9842,1094,3,0.3793034727286193,0.6396475639334367,0.026144787669181824,0.7166361808776855,0.01883598999120295
eye_movements,XGBoost,9842,1094,3,0.31845010463597223,0.6190669844019567,0.033650320023298264,0.7669104337692261,0.019402784993872046
fabert,CatBoost,7413,824,7,0.34913993965484585,0.7993098933272925,0.03822282329201698,0.737864077091217,0.02375750499777496
fabert,ExtraTrees,7413,824,7,0.36898766818402345,0.8211790382140005,0.04908495768904686,0.7050970792770386,0.023135943105444312
fabert,LightGBM,7413,824,7,0.35381001775882887,0.6996381581562899,0.04442340135574341,0.7220873832702637,0.024018391966819763
fabert,LinearModel,7413,824,7,0.478864901907239,0.9953498605314817,0.0772070586681366,0.6334951519966125,0.022901664022356272
fabert,NeuralNetFastAI,7413,824,7,0.38341131333237943,0.7749491301446072,0.027048993855714798,0.7160193920135498,0.024045483907684684
fabert,NeuralNetTorch,7413,824,7,0.41304518694186704,0.8375979772216576,0.07091581076383591,0.7014563083648682,0.02354250499047339
fabert,RandomForest,7413,824,7,0.3784559055382488,0.8470233922025262,0.03116345964372158,0.7099514603614807,0.02289888192899525
fabert,XGBoost,7413,824,7,0.35880122418662014,0.8327767781074381,0.03722577542066574,0.7220873832702637,0.02372671803459525
first-order-theorem-proving,CatBoost,5506,612,6,0.505930669461826,1.1724139100378324,0.05741707608103752,0.6241829991340637,0.018886988051235676
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5100773087840433,1.0495039553323888,0.05924464389681816,0.6111111044883728,0.01843129494227469
first-order-theorem-proving,LightGBM,5506,612,6,0.510100768865291,1.0484388060664653,0.051766231656074524,0.6160130500793457,0.01876845210790634
first-order-theorem-proving,LinearModel,5506,612,6,0.6468018297383977,1.5062989550366752,0.06393588334321976,0.48366013169288635,0.018734943121671677
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5583262024292365,1.1598858349383143,0.051554981619119644,0.5751634240150452,0.01871436508372426
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5463810986723079,1.2626643778152056,0.03807773068547249,0.5718954205513,0.019025839865207672
first-order-theorem-proving,RandomForest,5506,612,6,0.5094883557928808,1.0451357552133105,0.048840418457984924,0.6078431606292725,0.018910910934209824
first-order-theorem-proving,XGBoost,5506,612,6,0.5032403312156604,1.1718061190716715,0.04069763049483299,0.6258170008659363,0.018861283082515
har,CatBoost,9269,1030,6,0.004583747578239586,0.008074613963700232,0.00260439096018672,0.9970873594284058,0.02350154099985957
har,ExtraTrees,9269,1030,6,0.019252005798961816,0.03194475930413633,0.008707129396498203,0.9873786568641663,0.02189383702352643
har,LightGBM,9269,1030,6,0.0025604945873839917,0.004762698698288457,0.002278293715789914,0.9980582594871521,0.022298014955595136
har,LinearModel,9269,1030,6,0.014777551123843848,0.02630905409791134,0.005180791020393372,0.9912621378898621,0.02248002286069095
har,NeuralNetFastAI,9269,1030,6,0.0063736247758248,0.013327587578862947,0.007907700724899769,0.9970873594284058,0.021535799838602543
har,NeuralNetTorch,9269,1030,6,0.008319555446964833,0.01401246765317391,0.0063466643914580345,0.99320387840271,0.022551055997610092
har,RandomForest,9269,1030,6,0.029620188402818774,0.05160236013721329,0.006535196676850319,0.9825242757797241,0.021106644067913294
har,XGBoost,9269,1030,6,0.006712837647868687,0.17548379566039354,0.005372087471187115,0.9961165189743042,0.02332891500554979
isolet,CatBoost,7017,780,26,0.07393377699720541,0.45705266767690395,0.013582549057900906,0.9474359154701233,0.053869377821683884
isolet,ExtraTrees,7017,780,26,0.08789098830890675,0.5016377893719999,0.01975170336663723,0.9384615421295166,0.0508171240799129
isolet,LightGBM,7017,780,26,0.054199876455144666,0.3228068288747041,0.012293770909309387,0.9666666388511658,0.0564368620980531
isolet,LinearModel,7017,780,26,0.06190160052294732,0.4448959863672742,0.016043372452259064,0.9564102292060852,0.051340836100280285
isolet,NeuralNetFastAI,7017,780,26,0.043475828441007544,0.1927029062386091,0.01310733426362276,0.9705128073692322,0.05361849092878401
isolet,NeuralNetTorch,7017,780,26,0.0563242805037559,0.32517008589896945,0.013903365470468998,0.9666666388511658,0.05860377079807222
isolet,RandomForest,7017,780,26,0.10744834725230475,0.5500360057742053,0.027574779465794563,0.9205127954483032,0.05303266504779458
isolet,XGBoost,7017,780,26,0.06441067503078628,0.3504591367671665,0.014828902669250965,0.9551281929016113,0.059423626866191626
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15280913760213413,0.22994301212489354,0.0143857691437006,0.8652387261390686,0.05790145508944988
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.1704033169648533,0.2678346434868726,0.006899004336446524,0.8625613451004028,0.057362029096111655
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.13134404323323864,0.19579135240593962,0.011496994644403458,0.8837572336196899,0.05200140085071325
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.42465565826348106,0.7125189783241769,0.013976041227579117,0.6800535321235657,0.058083653915673494
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.1012379088753732,0.15018430274483185,0.00930328294634819,0.9103078842163086,0.05308997817337513
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.023923034437119343,0.041284199446860306,0.011746486648917198,0.9848281741142273,0.050988839007914066
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.17644642214860623,0.27724941228973593,0.005454201251268387,0.8505131602287292,0.05040263384580612
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.13046459910565802,0.19309286391215197,0.009383229538798332,0.8868808746337891,0.053897297009825706
kr-vs-k,CatBoost,25250,2806,18,0.1306738494669558,0.32014389761088247,0.0233589056879282,0.9187455177307129,0.10090669593773782
kr-vs-k,ExtraTrees,25250,2806,18,0.1758414712470435,0.3740520433772189,0.03161557391285896,0.8820384740829468,0.08579502697102726
kr-vs-k,LightGBM,25250,2806,18,0.11644729823887487,0.23781208074694235,0.03295883536338806,0.9287241697311401,0.08875616709701717
kr-vs-k,LinearModel,25250,2806,18,0.7860068495573036,1.9666122661760947,0.027704520151019096,0.34354954957962036,0.09964179992675781
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.1583536156627827,0.2895894242395833,0.03916752338409424,0.8913043737411499,0.09450696595013142
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11490385730249417,0.2136175883929054,0.043374598026275635,0.9240912199020386,0.09401475312188268
kr-vs-k,RandomForest,25250,2806,18,0.16266432904582032,0.36324578125270635,0.02946166694164276,0.8895224332809448,0.08895511319860816
kr-vs-k,XGBoost,25250,2806,18,0.11616067340133769,0.2318641781636988,0.02788502350449562,0.9283677935600281,0.10332612413913012
led24,CatBoost,2880,320,10,0.3986713423856252,0.8248535727352486,0.06455826759338379,0.71875,0.019661362981423736
led24,ExtraTrees,2880,320,10,0.4020451242278538,0.8266929967117607,0.047728314995765686,0.706250011920929,0.019730292027816176
led24,LightGBM,2880,320,10,0.40199546697396127,0.8475728919277499,0.05080416798591614,0.721875011920929,0.0196018370334059
led24,LinearModel,2880,320,10,0.39197506533481663,0.805558731795478,0.0698767751455307,0.7093750238418579,0.019511370919644833
led24,NeuralNetFastAI,2880,320,10,0.3852507005795822,1.0575546511859848,0.05006234347820282,0.731249988079071,0.019368109991773963
led24,NeuralNetTorch,2880,320,10,0.3869825312816898,0.7945526355250502,0.07358238846063614,0.734375,0.019647320033982396
led24,RandomForest,2880,320,10,0.40066383669209904,0.8279695696617069,0.0605427548289299,0.7093750238418579,0.01933625596575439
led24,XGBoost,2880,320,10,0.4059227976286974,0.8564577971335152,0.03840969130396843,0.71875,0.019436445087194443
letter,CatBoost,18000,2000,26,0.033637774853739116,0.15127048467703602,0.006820080801844597,0.9775000214576721,0.10319531802088022
letter,ExtraTrees,18000,2000,26,0.0440192518108513,0.0879651807603987,0.01017782837152481,0.9735000133514404,0.08930119615979493
letter,LightGBM,18000,2000,26,0.035258436469173614,0.07582487043660334,0.0068693277426064014,0.9785000085830688,0.10398152191191912
letter,LinearModel,18000,2000,26,0.29747422831231474,0.755111411521843,0.036503348499536514,0.7990000247955322,0.10729894507676363
letter,NeuralNetFastAI,18000,2000,26,0.0207109848237918,0.16530507092459892,0.006471055094152689,0.9854999780654907,0.09123100410215557
letter,NeuralNetTorch,18000,2000,26,0.02191821002346918,0.08580372052736851,0.006847023963928223,0.984499990940094,0.09247007709927857
letter,RandomForest,18000,2000,26,0.055488963706986014,0.11949703522774266,0.01847994700074196,0.9664999842643738,0.08978974213823676
letter,XGBoost,18000,2000,26,0.03806163511909558,0.12097005153905391,0.009296302683651447,0.9764999747276306,0.1049723569303751
mfeat-factors,CatBoost,1800,200,10,0.040663648709579954,0.5085366749077211,0.023562433198094368,0.9800000190734863,0.016305119963362813
