dataset,model,cal_size,test_size,n_classes,ETS_brier,ETS_logloss,ETS_ece-15,ETS_accuracy,ETS_time
fabert,RandomForest,7413,824,7,0.38193936834132247,0.7660234852496014,0.020597565919160843,0.7050970792770386,0.034251486882567406
fabert,XGBoost,7413,824,7,0.3585677543806648,0.746259678995957,0.035092949867248535,0.7245145440101624,0.022090811049565673
first-order-theorem-proving,CatBoost,5506,612,6,0.5068512489230244,1.0442930280617235,0.06379563361406326,0.6160130500793457,0.018265986815094948
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5122892138934216,1.0597364719197,0.034153372049331665,0.5980392098426819,0.03320921817794442
first-order-theorem-proving,LightGBM,5506,612,6,0.5130917043019985,1.0633892042633213,0.06156366318464279,0.6160130500793457,0.016005338169634342
first-order-theorem-proving,LinearModel,5506,612,6,0.6475285866647864,1.3762563970214052,0.07281762361526489,0.48366013169288635,0.04687264305539429
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5588894671668589,1.1572241984343905,0.05254964157938957,0.5718954205513,0.04477629205211997
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5421803456603139,1.1197591637108775,0.03517899289727211,0.5686274766921997,0.04268752411007881
first-order-theorem-proving,RandomForest,5506,612,6,0.5092260842488908,1.053025186253783,0.036708418279886246,0.6094771027565002,0.026764438021928072
first-order-theorem-proving,XGBoost,5506,612,6,0.5060431930325265,1.0471061975499036,0.03745127469301224,0.6127451062202454,0.018042293144389987
har,CatBoost,9269,1030,6,0.0044692544935727675,0.009114845573833515,0.0072677042335271835,0.9961165189743042,0.020911164116114378
har,ExtraTrees,9269,1030,6,0.018475325941941016,0.03228023886894285,0.0059498874470591545,0.9873786568641663,0.03809618903324008
har,LightGBM,9269,1030,6,0.0021279798559145796,0.00588918856975193,0.005193348973989487,1.0,0.027759112883359194
har,LinearModel,9269,1030,6,0.014863878397646453,0.02755825589201895,0.006382614374160767,0.9902912378311157,0.0248085199855268
har,NeuralNetFastAI,9269,1030,6,0.00783135136832593,0.015721127869765945,0.005988873075693846,0.9941747784614563,0.02774888905696571
har,NeuralNetTorch,9269,1030,6,0.0070874936574151955,0.013429457917386705,0.005788811482489109,0.9961165189743042,0.024316241033375263
har,RandomForest,9269,1030,6,0.02884603217879072,0.05165967516919883,0.006169527769088745,0.9815533757209778,0.0652297621127218
har,XGBoost,9269,1030,6,0.004157866879120166,0.008430818332595229,0.004963166080415249,0.9980582594871521,0.024523806991055608
isolet,CatBoost,7017,780,26,0.06825078571272675,0.12845804258276264,0.012978736311197281,0.949999988079071,0.07739599095657468
isolet,ExtraTrees,7017,780,26,0.08462105354535508,0.1744130977808305,0.0223012026399374,0.9397435784339905,0.16389274084940553
isolet,LightGBM,7017,780,26,0.05272180969734254,0.10686557590608138,0.016084711998701096,0.9628205299377441,0.11480296798981726
isolet,LinearModel,7017,780,26,0.057904689733219133,0.12223321794443953,0.01312957052141428,0.9653846025466919,0.1340402951464057
isolet,NeuralNetFastAI,7017,780,26,0.04551949135492781,0.08872975962088876,0.011549913324415684,0.9679487347602844,0.07810560194775462
isolet,NeuralNetTorch,7017,780,26,0.05572377474664307,0.11834176977808396,0.015027761459350586,0.9666666388511658,0.05460341111756861
isolet,RandomForest,7017,780,26,0.10562111200836946,0.231450202741805,0.016799814999103546,0.928205132484436,0.16263865702785552
isolet,XGBoost,7017,780,26,0.06171996708636015,0.13114748076443924,0.01575271040201187,0.9564102292060852,0.08791277813725173
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.16207351506590775,0.25353105580544,0.041571252048015594,0.8616688847541809,0.08976919203996658
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.18531125443128982,0.29308872114707557,0.06268176436424255,0.8255243301391602,0.07300705788657069
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.14273164766149626,0.2233513913752695,0.053681742399930954,0.8661311864852905,0.10072691715322435
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4320628015893076,0.7308515921525204,0.019951002672314644,0.677599310874939,0.0724788848310709
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.103901999094087,0.15566430987249424,0.021602949127554893,0.9027220010757446,0.09799605002626777
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.02381925277762552,0.04155515896506713,0.013315646909177303,0.9857206344604492,0.12836966500617564
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.18909229141801678,0.2988799232289972,0.05695783346891403,0.8212851285934448,0.09148242510855198
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.1379087190743756,0.21422525756008431,0.035669855773448944,0.8781793713569641,0.09866701695136726
kr-vs-k,CatBoost,25250,2806,18,0.13000961724083945,0.2613904279525629,0.0258793942630291,0.9187455177307129,0.2492664100136608
kr-vs-k,ExtraTrees,25250,2806,18,0.17726506235445366,0.38943567216632563,0.020826883614063263,0.8791874647140503,0.37538566906005144
kr-vs-k,LightGBM,25250,2806,18,0.11741133328647065,0.24413998564639908,0.037481218576431274,0.928011417388916,0.24765506014227867
kr-vs-k,LinearModel,25250,2806,18,0.79270409213828,1.860143243893611,0.03625887259840965,0.3328581750392914,0.3343035699799657
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15843724343700905,0.2925742973033197,0.04522581771016121,0.8941553831100464,0.21095664682798088
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11606218858685352,0.21664817096850716,0.04777355119585991,0.9230220913887024,0.16862237290479243
kr-vs-k,RandomForest,25250,2806,18,0.16322108643484587,0.3696891038342869,0.024115800857543945,0.8895224332809448,0.5874322950839996
kr-vs-k,XGBoost,25250,2806,18,0.11610259565304351,0.2300603872611511,0.028750570490956306,0.927655041217804,0.28550826688297093
led24,CatBoost,2880,320,10,0.3985502302376671,0.8347755091998594,0.05726131796836853,0.71875,0.011433075880631804
led24,ExtraTrees,2880,320,10,0.40067260395572707,0.8319914594391813,0.06071551889181137,0.7093750238418579,0.0189793910831213
led24,LightGBM,2880,320,10,0.40100286064964336,0.8447220387221559,0.05148566886782646,0.715624988079071,0.019172717118635774
led24,LinearModel,2880,320,10,0.39718836495403315,0.8255059530223452,0.04964185133576393,0.7124999761581421,0.033693192061036825
led24,NeuralNetFastAI,2880,320,10,0.38384449151751854,0.8123486533530654,0.0556812584400177,0.7406250238418579,0.015521850902587175
led24,NeuralNetTorch,2880,320,10,0.3862074124462088,0.8020656120269972,0.06416057050228119,0.737500011920929,0.013499825028702617
led24,RandomForest,2880,320,10,0.3975483187626268,0.824575970438099,0.054081954061985016,0.7124999761581421,0.018153939861804247
led24,XGBoost,2880,320,10,0.40053811147031515,0.8488326394486903,0.04463962838053703,0.715624988079071,0.018463089130818844
letter,CatBoost,18000,2000,26,0.033952302587479166,0.07252144146416373,0.005646390840411186,0.9779999852180481,0.16155963111668825
letter,ExtraTrees,18000,2000,26,0.042235798234086325,0.08962661680137442,0.005617867223918438,0.9735000133514404,0.630707646952942
letter,LightGBM,18000,2000,26,0.03522561835649766,0.0794502658791107,0.008277238346636295,0.9775000214576721,0.29836334590800107
letter,LinearModel,18000,2000,26,0.30229730699381957,0.8041119986694136,0.0274135023355484,0.7950000166893005,0.33802194194868207
letter,NeuralNetFastAI,18000,2000,26,0.02067474018741903,0.04330032886720221,0.0072600157000124454,0.9860000014305115,0.16125352308154106
letter,NeuralNetTorch,18000,2000,26,0.021764500717444867,0.044111917233165356,0.006734549533575773,0.984499990940094,0.27370379911735654
letter,RandomForest,18000,2000,26,0.05347261317439185,0.11818424140334002,0.014214984141290188,0.9674999713897705,0.6652521400246769
letter,XGBoost,18000,2000,26,0.03801288290284251,0.08260667388638875,0.008781342767179012,0.9750000238418579,0.19060993706807494
mfeat-factors,CatBoost,1800,200,10,0.04222274524930437,0.1070838859981067,0.02420791983604431,0.9800000190734863,0.008705841144546866
mfeat-factors,ExtraTrees,1800,200,10,0.04738440217107733,0.10945805325019314,0.01855778694152832,0.9700000286102295,0.015807345043867826
mfeat-factors,LightGBM,1800,200,10,0.04093484559657731,0.09967984629939355,0.018174272030591965,0.9800000190734863,0.008421301143243909
mfeat-factors,LinearModel,1800,200,10,0.03239521981369152,0.0709225164539099,0.016631241887807846,0.9850000143051147,0.00834997883066535
mfeat-factors,NeuralNetFastAI,1800,200,10,0.026931626886220944,0.05073127681862943,0.019603867083787918,0.9850000143051147,0.012701978906989098
mfeat-factors,NeuralNetTorch,1800,200,10,0.02923965003525984,0.060942987149946067,0.013213643804192543,0.9850000143051147,0.00957612507045269
mfeat-factors,RandomForest,1800,200,10,0.05155177613401705,0.10645926586879309,0.033691514283418655,0.9700000286102295,0.03412914904765785
mfeat-factors,XGBoost,1800,200,10,0.043681189234113384,0.10650869090286993,0.01955072581768036,0.9800000190734863,0.013160106027498841
micro-mass,CatBoost,513,58,20,0.05675901608678853,0.11326630362840986,0.06276163458824158,0.9655172228813171,0.009390010964125395
micro-mass,ExtraTrees,513,58,20,0.09493512461077427,0.1754006521022762,0.08706913888454437,0.9655172228813171,0.008700827835127711
micro-mass,LightGBM,513,58,20,0.09980218819572086,0.17041790358857206,0.0355110801756382,0.931034505367279,0.008252581115812063
micro-mass,LinearModel,513,58,20,0.08846428255031115,0.1691803325644128,0.036517176777124405,0.9482758641242981,0.009567071916535497
micro-mass,NeuralNetFastAI,513,58,20,0.20214398147613058,0.4381868784042524,0.08374728262424469,0.8620689511299133,0.024688631063327193
micro-mass,NeuralNetTorch,513,58,20,0.06999952502766593,0.157507949261116,0.05556230992078781,0.9482758641242981,0.008476333925500512
micro-mass,RandomForest,513,58,20,0.11473499840460233,0.19078505161528436,0.06790901720523834,0.9137930870056152,0.011288058944046497
micro-mass,XGBoost,513,58,20,0.1201403830720665,0.24172965997938584,0.06598277390003204,0.9137930870056152,0.009141335031017661
microaggregation2,CatBoost,18000,2000,5,0.4819991009648261,0.9069852976138798,0.019612185657024384,0.6370000243186951,0.04181068600155413
microaggregation2,ExtraTrees,18000,2000,5,0.4953154968303692,0.9379328039723372,0.02009301260113716,0.6244999766349792,0.053758522029966116
microaggregation2,LightGBM,18000,2000,5,0.4774666851488755,0.8949811264550996,0.02310081385076046,0.640500009059906,0.04209762089885771
microaggregation2,LinearModel,18000,2000,5,0.5537227113296693,1.0447162039232274,0.022541917860507965,0.5809999704360962,0.04044164507649839
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4580513480384058,0.8583024275541611,0.02199462242424488,0.6514999866485596,0.06401965115219355
microaggregation2,NeuralNetTorch,18000,2000,5,0.46589808801179033,0.8731185810210566,0.03122510015964508,0.6460000276565552,0.061405583983287215
microaggregation2,RandomForest,18000,2000,5,0.4953342886467145,0.9376901945032737,0.01572350226342678,0.6269999742507935,0.04758765292353928
microaggregation2,XGBoost,18000,2000,5,0.48051102609316,0.9013460295409248,0.022016450762748718,0.6315000057220459,0.04195096716284752
okcupid-stem,CatBoost,45710,5079,3,0.3358640004553104,0.5625615893133185,0.009950472041964531,0.761961042881012,0.08027220005169511
okcupid-stem,ExtraTrees,45710,5079,3,0.3554663504339219,0.5906892234436392,0.01346247736364603,0.7454223036766052,0.12340892315842211
okcupid-stem,LightGBM,45710,5079,3,0.3389098758579095,0.5653958147069819,0.013022711500525475,0.7597952485084534,0.10185562213882804
okcupid-stem,LinearModel,45710,5079,3,0.3450844123383805,0.5766631431504743,0.013644571416079998,0.7556605339050293,0.20229176804423332
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.3419247909740072,0.5698245392667323,0.013624675571918488,0.7594014406204224,0.07811771519482136
okcupid-stem,NeuralNetTorch,45710,5079,3,0.3378065169042771,0.564190353529631,0.010773814283311367,0.761961042881012,0.10807456006295979
okcupid-stem,RandomForest,45710,5079,3,0.354437078793996,0.5892547630851882,0.010879484005272388,0.7452254295349121,0.11913670413196087
okcupid-stem,XGBoost,45710,5079,3,0.3389832262143551,0.5657688696850107,0.012087044306099415,0.7607796788215637,0.0657902741804719
optdigits,CatBoost,5058,562,10,0.0222182029435837,0.048131689252748966,0.010017952881753445,0.9857650995254517,0.019471713108941913
optdigits,ExtraTrees,5058,562,10,0.02408427667534131,0.05345187132478608,0.006189323030412197,0.9857650995254517,0.04579631402157247
optdigits,LightGBM,5058,562,10,0.018028995877248093,0.04218296084541985,0.007156591862440109,0.9893238544464111,0.022218060912564397
optdigits,LinearModel,5058,562,10,0.05263578215205334,0.09841016476758022,0.011390333995223045,0.9679715037345886,0.03519450896419585
optdigits,NeuralNetFastAI,5058,562,10,0.019427729438497902,0.03971494705005704,0.009396682493388653,0.9911032319068909,0.018291338114067912
optdigits,NeuralNetTorch,5058,562,10,0.014276510301584722,0.03414982865383417,0.013581116683781147,0.9928825497627258,0.020001447992399335
optdigits,RandomForest,5058,562,10,0.042686281866038595,0.08437323135653085,0.01746675930917263,0.9697508811950684,0.030678227078169584
optdigits,XGBoost,5058,562,10,0.028536666068709464,0.05654543743467318,0.007619526237249374,0.9786477088928223,0.02007898804731667
page-blocks,CatBoost,4925,548,5,0.043146685435404175,0.0879720006112247,0.010486395098268986,0.970802903175354,0.014499397948384285
page-blocks,ExtraTrees,4925,548,5,0.04237942250416528,0.09309840878276603,0.012339659966528416,0.9762773513793945,0.03507846500724554
page-blocks,LightGBM,4925,548,5,0.04154962009553316,0.08425602766095855,0.012901396490633488,0.9726277589797974,0.01242608088068664
page-blocks,LinearModel,4925,548,5,0.04641641351297485,0.10258508067130764,0.017438575625419617,0.9671533107757568,0.019674541894346476
page-blocks,NeuralNetFastAI,4925,548,5,0.04838152248931901,0.1010312661210754,0.012995248660445213,0.9671533107757568,0.014480606885626912
page-blocks,NeuralNetTorch,4925,548,5,0.03685349666051993,0.08121348885410319,0.010606927797198296,0.9762773513793945,0.018013817025348544
page-blocks,RandomForest,4925,548,5,0.04114784881465909,0.0881788162968602,0.008742611855268478,0.974452555179596,0.023986438056454062
page-blocks,XGBoost,4925,548,5,0.03992121692648307,0.0848648161261113,0.010925504378974438,0.974452555179596,0.03297529695555568
pendigits,CatBoost,9892,1100,10,0.005518688052189349,0.010899475181550948,0.004603625275194645,0.9972727298736572,0.031275267945602536
pendigits,ExtraTrees,9892,1100,10,0.00931110771464963,0.018214722586927024,0.003968065604567528,0.9945454597473145,0.08724681497551501
pendigits,LightGBM,9892,1100,10,0.00752924601740147,0.015575980238554582,0.003947130870074034,0.9954545497894287,0.03551706694997847
pendigits,LinearModel,9892,1100,10,0.06972965896354442,0.14975506247161743,0.01688496023416519,0.9581817984580994,0.08382000005804002
pendigits,NeuralNetFastAI,9892,1100,10,0.004724203396400133,0.010943812893035695,0.003859521821141243,0.9981818199157715,0.03828206402249634
pendigits,NeuralNetTorch,9892,1100,10,0.0039053954896715185,0.0074444345752114885,0.00484980084002018,0.996363639831543,0.050578849855810404
pendigits,RandomForest,9892,1100,10,0.01551224291368299,0.028957464103354723,0.008201739750802517,0.9909090995788574,0.08657533815130591
pendigits,XGBoost,9892,1100,10,0.010839850469695655,0.020718993291682464,0.004075344651937485,0.9927272796630859,0.047385646030306816
robert,CatBoost,9000,1000,10,0.5933094165448506,1.3102236660714557,0.051299601793289185,0.5519999861717224,0.0627193758264184
robert,ExtraTrees,9000,1000,10,0.6680731342118006,1.5343530081220877,0.04585708677768707,0.47600001096725464,0.08572633797302842
robert,LightGBM,9000,1000,10,0.5709359529374267,1.2581473142097779,0.03765631467103958,0.5590000152587891,0.037808203836902976
robert,LinearModel,9000,1000,10,0.7822999608116917,1.8529750792640192,0.0960240438580513,0.37400001287460327,0.049050095956772566
robert,NeuralNetFastAI,9000,1000,10,0.6581149378691951,1.48256266321715,0.05051977187395096,0.4749999940395355,0.09162403480149806
robert,NeuralNetTorch,9000,1000,10,0.6489413531131645,1.46826745616252,0.04767405241727829,0.5,0.05612292210571468
robert,RandomForest,9000,1000,10,0.6728164342472909,1.5512843710653919,0.04427470266819,0.48100000619888306,0.08330810908228159
robert,XGBoost,9000,1000,10,0.6061822462561224,1.3465795050255014,0.04064561426639557,0.5199999809265137,0.04267805116251111
satimage,CatBoost,5787,643,6,0.11685517510382565,0.20731677095955411,0.02623828873038292,0.9160186648368835,0.02041358989663422
satimage,ExtraTrees,5787,643,6,0.12030361148537565,0.2177311602409047,0.023077405989170074,0.917573869228363,0.046658246079459786
satimage,LightGBM,5787,643,6,0.11980705624061022,0.21382358765145273,0.019572259858250618,0.917573869228363,0.04904704797081649
satimage,LinearModel,5787,643,6,0.18869825482983046,0.3370277259875908,0.033508557826280594,0.8569206595420837,0.018056565197184682
satimage,NeuralNetFastAI,5787,643,6,0.10978004166730428,0.18814007684284928,0.018011528998613358,0.920684278011322,0.02244877489283681
satimage,NeuralNetTorch,5787,643,6,0.1138658441873331,0.19446021134455557,0.027258560061454773,0.917573869228363,0.019233066122978926
satimage,RandomForest,5787,643,6,0.123434476689343,0.22781747678951672,0.01252373680472374,0.9191290736198425,0.04412251780740917
satimage,XGBoost,5787,643,6,0.11577779760953132,0.2167475811388767,0.0199204683303833,0.9269051551818848,0.01966775394976139
segment,CatBoost,2079,231,7,0.03156205269700841,0.07632326820227214,0.01828749105334282,0.9870129823684692,0.00876739202067256
segment,ExtraTrees,2079,231,7,0.027526353857902558,0.07420746502268327,0.013848507776856422,0.9826839566230774,0.023401448968797922
segment,LightGBM,2079,231,7,0.03648559118703162,0.08570216529682397,0.02145967073738575,0.9783549904823303,0.0080400500446558
segment,LinearModel,2079,231,7,0.04437888369871607,0.09533372669120532,0.03220564126968384,0.9783549904823303,0.012520819902420044
segment,NeuralNetFastAI,2079,231,7,0.0317049312744024,0.06767105446546676,0.025216493755578995,0.9826839566230774,0.012737744953483343
segment,NeuralNetTorch,2079,231,7,0.031762978766016296,0.0644061943974751,0.03409260883927345,0.9913420081138611,0.008964754873886704
segment,RandomForest,2079,231,7,0.031452390593311244,0.08299593889295802,0.013257418759167194,0.9783549904823303,0.02359247882850468
segment,XGBoost,2079,231,7,0.04006810453017377,0.09101013016544197,0.017638003453612328,0.9696969985961914,0.009878328070044518
semeion,CatBoost,1433,160,10,0.09638367206029377,0.19816684286696956,0.03911878913640976,0.9375,0.011107607977464795
semeion,ExtraTrees,1433,160,10,0.16274744919216627,0.3879215721800324,0.06050544232130051,0.8812500238418579,0.02079722611233592
semeion,LightGBM,1433,160,10,0.12745164824894734,0.26805345797723884,0.05652797594666481,0.90625,0.020814074901863933
semeion,LinearModel,1433,160,10,0.1346943681783388,0.26931342888976434,0.058369796723127365,0.9125000238418579,0.009299875004217029
semeion,NeuralNetFastAI,1433,160,10,0.10234001598441447,0.1923088188733256,0.05938819423317909,0.918749988079071,0.011359316064044833
semeion,NeuralNetTorch,1433,160,10,0.10188573723485787,0.20554209486686487,0.07085675001144409,0.918749988079071,0.00847359118051827
semeion,RandomForest,1433,160,10,0.1696973256076794,0.3999138920724303,0.050678402185440063,0.8812500238418579,0.022014386020600796
semeion,XGBoost,1433,160,10,0.13303499215752368,0.2768063348423727,0.05388374254107475,0.8999999761581421,0.007416612934321165
soybean,CatBoost,614,69,19,0.1003004611047591,0.18958432961163746,0.0973445251584053,0.95652174949646,0.0067246779799461365
soybean,ExtraTrees,614,69,19,0.1007308676001286,0.16735838603929512,0.042269881814718246,0.9420289993286133,0.007175769889727235
soybean,LightGBM,614,69,19,0.07407601145282817,0.13165098984485174,0.05321985483169556,0.95652174949646,0.005854591028764844
soybean,LinearModel,614,69,19,0.12436789858844688,0.25625421001602106,0.04846186190843582,0.9275362491607666,0.007475282996892929
soybean,NeuralNetFastAI,614,69,19,0.10194926378779305,0.16996517513325662,0.05663729086518288,0.9420289993286133,0.006531030870974064
soybean,NeuralNetTorch,614,69,19,0.11027457803552262,0.18160534510777476,0.07273808866739273,0.9275362491607666,0.007213800912722945
soybean,RandomForest,614,69,19,0.11227990583937329,0.19070641130366456,0.059572286903858185,0.9275362491607666,0.007049079984426498
soybean,XGBoost,614,69,19,0.09703227348375446,0.1892182365674558,0.05329092592000961,0.9420289993286133,0.005839233985170722
splice,CatBoost,2871,319,3,0.060695288794238765,0.11439836734604343,0.01545344665646553,0.9561128616333008,0.00943959690630436
splice,ExtraTrees,2871,319,3,0.0911234460319434,0.16106697850761298,0.029429195448756218,0.9341692924499512,0.018702527973800898
splice,LightGBM,2871,319,3,0.06545888442197531,0.12319090586372629,0.0185707975178957,0.9592476487159729,0.010527703911066055
splice,LinearModel,2871,319,3,0.09274338323396243,0.1822476276890405,0.02896924503147602,0.9435736536979675,0.01273314910940826
splice,NeuralNetFastAI,2871,319,3,0.054599638115608466,0.10808841538176642,0.023818988353013992,0.9592476487159729,0.010106251109391451
splice,NeuralNetTorch,2871,319,3,0.06716075299614113,0.1275776887166626,0.01649489253759384,0.9592476487159729,0.01168027799576521
splice,RandomForest,2871,319,3,0.09066193033425987,0.15502122860814474,0.020417138934135437,0.9341692924499512,0.011709500104188919
splice,XGBoost,2871,319,3,0.05323378881533886,0.10011244535619292,0.01643471047282219,0.9655172228813171,0.009646684862673283
steel-plates-fault,CatBoost,1746,195,7,0.24115577844609865,0.47220294246496897,0.06252577900886536,0.8256410360336304,0.00877944496460259
steel-plates-fault,ExtraTrees,1746,195,7,0.25801847768396935,0.48629587238415106,0.07551155984401703,0.8205128312110901,0.010657160077244043
steel-plates-fault,LightGBM,1746,195,7,0.2454535440116562,0.4857780279103039,0.05084913223981857,0.8205128312110901,0.008797182934358716
steel-plates-fault,LinearModel,1746,195,7,0.3496082749405281,0.6746548367864539,0.05395795777440071,0.7487179636955261,0.012223416939377785
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.30479831522686707,0.5846240518160916,0.07717818766832352,0.7743589878082275,0.012651962926611304
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3325798438958744,0.6112845867288588,0.05990112945437431,0.7333333492279053,0.008636362850666046
steel-plates-fault,RandomForest,1746,195,7,0.2531582425472073,0.5458203990521479,0.040329061448574066,0.8205128312110901,0.009669739985838532
steel-plates-fault,XGBoost,1746,195,7,0.2442081938806905,0.4853597814793204,0.0820905864238739,0.8256410360336304,0.008957918966189027
synthetic_control,CatBoost,540,60,6,0.005161192764970525,0.01574092296599431,0.013602969236671925,1.0,0.004997060168534517
synthetic_control,ExtraTrees,540,60,6,0.0031367138467516755,0.01234169195329499,0.011407651007175446,1.0,0.007483229972422123
synthetic_control,LightGBM,540,60,6,0.00024951772489692356,0.0032718556175509515,0.003199756145477295,1.0,0.004264545859768987
synthetic_control,LinearModel,540,60,6,0.00047089268677269746,0.006685368803860642,0.006523934192955494,1.0,0.013718758011236787
synthetic_control,NeuralNetFastAI,540,60,6,0.0008182288531993603,0.00488368298936601,0.0046099950559437275,1.0,0.005471716169267893
synthetic_control,NeuralNetTorch,540,60,6,0.015161383843950431,0.02884257671070824,0.023606808856129646,1.0,0.004958749050274491
synthetic_control,RandomForest,540,60,6,0.006428792740275916,0.01960118071110733,0.01750938594341278,1.0,0.009444084018468857
synthetic_control,XGBoost,540,60,6,0.018373059156850138,0.04246988748404858,0.030706651508808136,0.9833333492279053,0.004908542847260833
texture,CatBoost,4950,550,11,0.01083478762495613,0.021719676541378484,0.007218827027827501,0.9927272796630859,0.01900133118033409
texture,ExtraTrees,4950,550,11,0.020876014273605647,0.036739056738967074,0.007627884391695261,0.9872727394104004,0.023651324911043048
texture,LightGBM,4950,550,11,0.005955705985478758,0.01528740944813779,0.0038540686946362257,0.996363639831543,0.028150068130344152
texture,LinearModel,4950,550,11,0.007777638650969774,0.014267527771000026,0.003652432467788458,0.9945454597473145,0.02748481510207057
texture,NeuralNetFastAI,4950,550,11,0.006520110329835666,0.012762998591923622,0.003082381095737219,0.996363639831543,0.05840546917170286
texture,NeuralNetTorch,4950,550,11,0.0037877944081446653,0.035380861853440165,0.0021891198121011257,0.9981818199157715,0.04842518991790712
texture,RandomForest,4950,550,11,0.027620544088386465,0.048628937019008805,0.016061391681432724,0.9818181991577148,0.02571501792408526
texture,XGBoost,4950,550,11,0.013780667570100099,0.029133897214998566,0.007471602875739336,0.9909090995788574,0.0416451939381659
vehicle,CatBoost,761,85,4,0.2736593996892708,0.4730162162107006,0.08788640797138214,0.7764706015586853,0.0065619980450719595
vehicle,ExtraTrees,761,85,4,0.26610326696278674,0.4655312327825064,0.07877480983734131,0.7882353067398071,0.006230480037629604
vehicle,LightGBM,761,85,4,0.2652213294290208,0.44790827303472625,0.09526339918375015,0.8352941274642944,0.005891965935006738
vehicle,LinearModel,761,85,4,0.21437030112621763,0.3434587947396316,0.08200588822364807,0.8352941274642944,0.005719709908589721
vehicle,NeuralNetFastAI,761,85,4,0.17602618963171363,0.31318013904367714,0.07509790360927582,0.8941176533699036,0.0056927390396595
vehicle,NeuralNetTorch,761,85,4,0.17663685203315269,0.3025659079585319,0.06890615820884705,0.8588235378265381,0.004746009828522801
vehicle,RandomForest,761,85,4,0.2687722410180013,0.4609807791522521,0.07827109843492508,0.7647058963775635,0.005251812050119042
vehicle,XGBoost,761,85,4,0.272321079119566,0.4816708701483822,0.0933910384774208,0.8117647171020508,0.005782783962786198
volcanoes-a2,CatBoost,1460,163,5,0.11199523778832524,0.24023201065460523,0.05072901397943497,0.9018405079841614,0.006433726055547595
volcanoes-a2,ExtraTrees,1460,163,5,0.1137125484533262,0.2488387749529952,0.04920988902449608,0.907975435256958,0.0063495999202132225
volcanoes-a2,LightGBM,1460,163,5,0.1095393357627728,0.23449907050797145,0.045266855508089066,0.9141104221343994,0.009017701027914882
volcanoes-a2,LinearModel,1460,163,5,0.10964357987618277,0.23553707901518248,0.053343869745731354,0.9263803958892822,0.008939709048718214
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10928715354348185,0.2385635457082764,0.050348736345767975,0.9141104221343994,0.0064530030358582735
volcanoes-a2,NeuralNetTorch,1460,163,5,0.1096495872536919,0.23559530438149176,0.033869318664073944,0.9202454090118408,0.008529913146048784
volcanoes-a2,RandomForest,1460,163,5,0.11374454624613212,0.24345246218946098,0.05254241079092026,0.9202454090118408,0.009792984928935766
volcanoes-a2,XGBoost,1460,163,5,0.11013331534171598,0.24828048857132423,0.053538933396339417,0.9263803958892822,0.006490017054602504
volcanoes-a3,CatBoost,1368,153,5,0.1409959836802944,0.30243077962420317,0.07977714389562607,0.9084967374801636,0.006164734018966556
volcanoes-a3,ExtraTrees,1368,153,5,0.13840137775278258,0.2945710162147764,0.06524026393890381,0.9019607901573181,0.008501007920131087
volcanoes-a3,LightGBM,1368,153,5,0.14129640890481204,0.29793060466401233,0.044129714369773865,0.8954248428344727,0.00915720802731812
volcanoes-a3,LinearModel,1368,153,5,0.1425589954661362,0.31364084017471994,0.03816519305109978,0.8888888955116272,0.006184990052133799
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1427109954252447,0.3142409596600749,0.041635170578956604,0.8954248428344727,0.006323323817923665
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14061635507515788,0.30370951398585466,0.045241836458444595,0.9019607901573181,0.005647710990160704
volcanoes-a3,RandomForest,1368,153,5,0.139822852896757,0.30314081618326866,0.05832107365131378,0.8954248428344727,0.008459660923108459
volcanoes-a3,XGBoost,1368,153,5,0.14529893422225756,0.312635212904711,0.062161751091480255,0.8888888955116272,0.0062676090747118
volcanoes-a4,CatBoost,1363,152,5,0.13155982168253405,0.308871142261767,0.04125242307782173,0.9078947305679321,0.006258429028093815
volcanoes-a4,ExtraTrees,1363,152,5,0.134766936079797,0.3069194710449613,0.04537727311253548,0.9078947305679321,0.005579235032200813
volcanoes-a4,LightGBM,1363,152,5,0.13126081640736828,0.29847041042059635,0.049175575375556946,0.9144737124443054,0.006296779029071331
