dataset,model,cal_size,test_size,n_classes,VS_brier,VS_logloss,VS_ece-15,VS_accuracy,VS_time
eucalyptus,XGBoost,662,74,5,0.4112427532672882,0.7171716690063477,0.11696426570415497,0.6756756901741028,0.016434530029073358
eye_movements,CatBoost,9842,1094,3,0.3526003062725067,0.596348226070404,0.03095053695142269,0.7385740280151367,0.024099584203213453
eye_movements,ExtraTrees,9842,1094,3,0.31863293051719666,0.5480921268463135,0.03566355258226395,0.7751371264457703,0.0672090940643102
eye_movements,LightGBM,9842,1094,3,0.2785545587539673,0.48651206493377686,0.033683426678180695,0.8135283589363098,0.026987230870872736
eye_movements,LinearModel,9842,1094,3,0.5634633302688599,0.917356550693512,0.029043925926089287,0.513711154460907,0.05009540496394038
eye_movements,NeuralNetFastAI,9842,1094,3,0.4335147738456726,0.7208000421524048,0.04855089634656906,0.6736745834350586,0.040211394196376204
eye_movements,NeuralNetTorch,9842,1094,3,0.41697219014167786,0.6945039629936218,0.0653056651353836,0.690127968788147,0.02914442215114832
eye_movements,RandomForest,9842,1094,3,0.38158515095710754,0.6612894535064697,0.0372043214738369,0.7202925086021423,0.04908931697718799
eye_movements,XGBoost,9842,1094,3,0.3183991611003876,0.5464927554130554,0.03956685587763786,0.7742230296134949,0.02695131697691977
fabert,CatBoost,7413,824,7,0.35447704792022705,0.7169997096061707,0.0501733273267746,0.7342233061790466,0.09656898397952318
fabert,ExtraTrees,7413,824,7,0.373102068901062,0.7414095401763916,0.03332212567329407,0.7099514603614807,0.08450761600397527
fabert,LightGBM,7413,824,7,0.35699591040611267,0.7074316143989563,0.04774967581033707,0.7184466123580933,0.09587481804192066
fabert,LinearModel,7413,824,7,0.4820517897605896,1.0009089708328247,0.07967051863670349,0.625,0.15485871396958828
