dataset,model,cal_size,test_size,n_classes,Spline_brier,Spline_logloss,Spline_ece-15,Spline_accuracy,Spline_time
UMIST_Faces_Cropped,CatBoost,517,58,20,0.011816243767282873,0.02721403370317183,0.019466016441583633,1.0,2.8044235261622816
UMIST_Faces_Cropped,ExtraTrees,517,58,20,0.015898169971721384,0.044990457577341034,0.037249308079481125,1.0,3.0655545389745384
UMIST_Faces_Cropped,LightGBM,517,58,20,0.05403182899123609,0.21573335144834102,0.01986818015575409,0.9655172228813171,2.9455031359102577
UMIST_Faces_Cropped,LinearModel,517,58,20,0.048308823518481446,0.13940950752508532,0.027385106310248375,0.9655172228813171,2.906370926881209
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.03385739309814883,0.21616071457456584,0.0020767655223608017,0.982758641242981,2.902925448026508
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.054505674277413,0.31656497081663804,0.05438864231109619,0.982758641242981,1.741785328136757
UMIST_Faces_Cropped,RandomForest,517,58,20,0.019990935161879806,0.05358500010066018,0.03428971767425537,0.982758641242981,3.181341830873862
UMIST_Faces_Cropped,XGBoost,517,58,20,0.07904510940727094,0.27600484636755973,0.04089570418000221,0.931034505367279,2.835818419000134
analcatdata_authorship,CatBoost,756,85,4,0.039377511729652405,0.05988931353685622,0.027763746678829193,0.9764705896377563,0.8783013680949807
analcatdata_authorship,ExtraTrees,756,85,4,0.032412049498301856,0.06319127214687943,0.03158160299062729,0.9764705896377563,0.7870799829252064
analcatdata_authorship,LightGBM,756,85,4,0.0257561137122828,0.08792117222767197,0.015212527476251125,0.9882352948188782,0.7656302240211517
analcatdata_authorship,LinearModel,756,85,4,0.024478181132880753,0.06657284379866196,0.013853279873728752,0.9882352948188782,0.7853057759348303
analcatdata_authorship,NeuralNetFastAI,756,85,4,0.020179224290143433,0.03767125064523266,0.0219044741243124,0.9882352948188782,0.46695657493546605
analcatdata_authorship,NeuralNetTorch,756,85,4,0.025363817688029755,0.047292086260165477,0.022513043135404587,0.9882352948188782,0.5487096989527345
analcatdata_authorship,RandomForest,756,85,4,0.04420157547924097,0.08667891688112132,0.026253651827573776,0.9764705896377563,0.712251289980486
analcatdata_authorship,XGBoost,756,85,4,0.014240074508832436,0.02514070525324615,0.018971551209688187,0.9882352948188782,0.7549757971428335
analcatdata_dmft,CatBoost,717,80,6,0.8133524112230862,1.728643888226444,0.037502024322748184,0.22499999403953552,0.5706285007763654
analcatdata_dmft,ExtraTrees,717,80,6,0.8143382214672688,1.7331379925401822,0.06725772470235825,0.26249998807907104,0.5992676028981805
analcatdata_dmft,LightGBM,717,80,6,0.8117278181675177,1.7261337844150213,0.026488402858376503,0.21250000596046448,0.5775472100358456
analcatdata_dmft,LinearModel,717,80,6,0.8138823467146213,1.7333428379575537,0.02862754464149475,0.21250000596046448,0.5545043658930808
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8172192720623667,1.7382622544240118,0.04529368877410889,0.17499999701976776,0.5651637618429959
analcatdata_dmft,NeuralNetTorch,717,80,6,0.8124712347243616,1.7301603808607653,0.05138672888278961,0.20000000298023224,0.563834919128567
analcatdata_dmft,RandomForest,717,80,6,0.8154405533357171,1.7340116654664253,0.014751375652849674,0.22499999403953552,0.5886091371066868
analcatdata_dmft,XGBoost,717,80,6,0.8089009663314544,1.7200512455862929,0.0834784060716629,0.30000001192092896,0.6535935769788921
artificial-characters,CatBoost,9196,1022,10,0.07460484551821935,0.17356257719217302,0.047795530408620834,0.9608610272407532,12.286161310970783
artificial-characters,ExtraTrees,9196,1022,10,0.07807517907697666,0.18670849158678998,0.010120970197021961,0.9559686779975891,10.364782206015661
artificial-characters,LightGBM,9196,1022,10,0.06249899564230255,0.1478244214948011,0.05549788102507591,0.9608610272407532,12.117472237208858
artificial-characters,LinearModel,9196,1022,10,0.7357346199471853,1.63385501082873,0.04048622027039528,0.359099805355072,11.571625511161983
artificial-characters,NeuralNetFastAI,9196,1022,10,0.35940702853821827,0.5987085323498657,0.03328409790992737,0.7045009732246399,10.368717876030132
artificial-characters,NeuralNetTorch,9196,1022,10,0.3472247524543802,0.587501459031182,0.033875878900289536,0.7152642011642456,10.476631741039455
artificial-characters,RandomForest,9196,1022,10,0.07624454959109882,0.17936522363369192,0.017633404582738876,0.9559686779975891,11.386531093157828
artificial-characters,XGBoost,9196,1022,10,0.07044774813077967,0.16405623107304493,0.04744986072182655,0.9647749662399292,11.590260386001319
autoUniv-au6-750,CatBoost,675,75,8,0.8404667843490738,1.9677664758519215,0.13253208994865417,0.25333333015441895,0.7792932351585478
autoUniv-au6-750,ExtraTrees,675,75,8,0.8365617635693129,1.9609221925993567,0.13858959078788757,0.2666666805744171,0.863169465912506
autoUniv-au6-750,LightGBM,675,75,8,0.8098479189261899,1.8893699576941962,0.15862277150154114,0.4000000059604645,0.829126866068691
autoUniv-au6-750,LinearModel,675,75,8,0.8517541583816651,1.9938627568461456,0.0316120907664299,0.2133333384990692,1.0499294879846275
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8530807357901977,1.996820818531973,0.01686902344226837,0.2266666740179062,0.8177522411569953
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8532626302568933,1.9945883569599006,0.0116673419252038,0.2133333384990692,0.7523822980001569
autoUniv-au6-750,RandomForest,675,75,8,0.7809992252477991,1.8253906422182713,0.15230073034763336,0.4000000059604645,0.8127014990895987
autoUniv-au6-750,XGBoost,675,75,8,0.8123848463299148,1.9069933461411332,0.135527104139328,0.3733333349227905,0.7981285720597953
autoUniv-au7-1100,CatBoost,990,110,5,0.7203700479472849,1.380715789822342,0.11299088597297668,0.41818180680274963,0.6828112611547112
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7447073103278254,1.4462005291145024,0.1364404857158661,0.4363636374473572,0.9100643622223288
autoUniv-au7-1100,LightGBM,990,110,5,0.7127998486169007,1.38039716745913,0.095063716173172,0.4000000059604645,0.6525981000158936
autoUniv-au7-1100,LinearModel,990,110,5,0.7629340474160025,1.507801037373887,0.12014294415712357,0.37272727489471436,0.643241856014356
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7391984747439974,1.4413826688245244,0.0672387033700943,0.37272727489471436,0.8395511629059911
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7262530124210699,1.4062804042904398,0.05815836414694786,0.3636363744735718,0.89615897112526
autoUniv-au7-1100,RandomForest,990,110,5,0.710592058487116,1.3839357080948482,0.10792000591754913,0.41818180680274963,0.8447316728997976
autoUniv-au7-1100,XGBoost,990,110,5,0.7040659452170783,1.354479749518302,0.10801230370998383,0.4272727370262146,0.7022442121524364
autoUniv-au7-700,CatBoost,630,70,3,0.5723286706579026,0.9472250887189047,0.14393500983715057,0.4285714328289032,0.34723583701997995
autoUniv-au7-700,ExtraTrees,630,70,3,0.5529316159136239,0.9202175099319004,0.1538233458995819,0.4571428596973419,0.3624013171065599
autoUniv-au7-700,LightGBM,630,70,3,0.5323348545141223,0.8787905559295834,0.14055493474006653,0.48571428656578064,0.3640358760021627
autoUniv-au7-700,LinearModel,630,70,3,0.6712365157379875,1.1097440518142418,0.09571392834186554,0.41428571939468384,0.32532963692210615
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6191118277558627,1.0319016506994092,0.07632729411125183,0.48571428656578064,0.3583561610430479
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.628865230515155,1.0411471389857143,0.09417329728603363,0.4571428596973419,0.34538449998945
autoUniv-au7-700,RandomForest,630,70,3,0.5388254715914955,0.8863464884996396,0.1328091025352478,0.5142857432365417,0.41278397920541465
autoUniv-au7-700,XGBoost,630,70,3,0.5482865911439144,0.9113544402273166,0.08930151909589767,0.5,0.39189967093989253
balance-scale,CatBoost,562,63,3,0.04244697445752933,0.09669483658843657,0.06167711317539215,0.9682539701461792,0.5195587701164186
balance-scale,ExtraTrees,562,63,3,0.13339920593976656,0.2795603527569983,0.1290522962808609,0.8888888955116272,0.6058746508788317
balance-scale,LightGBM,562,63,3,0.0575099667755284,0.10442899138093983,0.04160616174340248,0.9682539701461792,0.6419662539847195
balance-scale,LinearModel,562,63,3,0.07555613437109804,0.14346270400918085,0.035988762974739075,0.9523809552192688,0.6480736730154604
balance-scale,NeuralNetFastAI,562,63,3,0.013677110305097762,0.027919294046679873,0.0217962134629488,1.0,0.4757899751421064
balance-scale,NeuralNetTorch,562,63,3,0.0017443805048683151,0.004389606680414635,0.0038516372442245483,1.0,0.5123476730659604
balance-scale,RandomForest,562,63,3,0.12677519906053353,0.2555307460890636,0.10298482328653336,0.9047619104385376,0.6853931951336563
balance-scale,XGBoost,562,63,3,0.03682592979239905,0.0828798570036151,0.04677209630608559,0.9841269850730896,0.5991787009406835
baseball,CatBoost,1206,134,3,0.07276047342370061,0.1454406814277808,0.04693010821938515,0.9552238583564758,0.6524179468397051
baseball,ExtraTrees,1206,134,3,0.07267058061695364,0.14721652171475028,0.04287374019622803,0.9626865386962891,0.6493936290498823
baseball,LightGBM,1206,134,3,0.07410075886193765,0.14233330568669045,0.02509930357336998,0.9477611780166626,0.7278651588130742
baseball,LinearModel,1206,134,3,0.08112536576296736,0.15454782444635176,0.031467899680137634,0.9552238583564758,0.8811143708880991
baseball,NeuralNetFastAI,1206,134,3,0.07309317566802988,0.1368242599679915,0.04064333811402321,0.9477611780166626,0.7925931760109961
baseball,NeuralNetTorch,1206,134,3,0.0789409809532944,0.15187453476340196,0.031082531437277794,0.9402984976768494,0.9025307609699667
baseball,RandomForest,1206,134,3,0.07501607849230729,0.15217293085730724,0.03201519325375557,0.9626865386962891,0.6671926619019359
baseball,XGBoost,1206,134,3,0.07364794672210138,0.14573145880256974,0.047028012573719025,0.9477611780166626,0.6132501610554755
car,CatBoost,1555,173,4,0.0008871751019324556,0.0038584935073111984,0.0036127427592873573,1.0,1.1520067329984158
car,ExtraTrees,1555,173,4,0.014551376024725178,0.03635141754717241,0.016696061939001083,0.9884393215179443,0.861080237897113
car,LightGBM,1555,173,4,1.7314641764167325e-05,0.00043354935605829654,0.0004290342330932617,1.0,0.9704761800821871
car,LinearModel,1555,173,4,0.08405474864837185,0.1309420108514302,0.04899679124355316,0.913294792175293,1.0771908781025559
car,NeuralNetFastAI,1555,173,4,0.00014680515751549692,0.0010808392184683544,0.001037486712448299,1.0,1.0759447310119867
car,NeuralNetTorch,1555,173,4,0.00014164629405026007,0.0008795835311335047,0.0008408192661590874,1.0,0.9950038131792098
car,RandomForest,1555,173,4,0.030082864963254206,0.05399166549750199,0.021530931815505028,0.9826589822769165,0.9633826240897179
car,XGBoost,1555,173,4,8.078668915049735e-05,0.0009093738108225661,0.0008881849935278296,1.0,1.059521660907194
cardiotocography,CatBoost,1913,213,10,2.2243405387997677e-10,7.432807015494049e-06,6.377696990966797e-06,1.0,2.81173930503428
cardiotocography,ExtraTrees,1913,213,10,6.007203577078271e-12,2.140628764918615e-06,9.5367431640625e-07,1.0,1.4848271699156612
cardiotocography,LightGBM,1913,213,10,2.2266801688866843e-11,3.6456984931832493e-06,2.86102294921875e-06,1.0,2.7124597341753542
cardiotocography,LinearModel,1913,213,10,1.0799090124485601e-10,4.408222889667702e-06,3.6954879760742188e-06,1.0,2.8136920330580324
cardiotocography,NeuralNetFastAI,1913,213,10,0.00013339772704057395,0.0006055942503735423,0.0005684078205376863,1.0,0.00041347905062139034
cardiotocography,NeuralNetTorch,1913,213,10,9.994948662120362e-13,1.0213937002845341e-06,5.960464477539063e-08,1.0,0.0003934719134122133
cardiotocography,RandomForest,1913,213,10,6.361769109035186e-08,1.7938840181872615e-05,1.7523765563964844e-05,1.0,1.5559963989071548
cardiotocography,XGBoost,1913,213,10,1.2330172318606831e-08,6.430769637911557e-05,6.473064422607422e-05,1.0,2.5515513990540057
cmc,CatBoost,1325,148,3,0.49823580083890223,0.8453726936667705,0.0993054211139679,0.5945945978164673,0.4934867850970477
cmc,ExtraTrees,1325,148,3,0.5080733943456451,0.862963169935878,0.09964457154273987,0.587837815284729,0.47119633783586323
cmc,LightGBM,1325,148,3,0.520863191242675,0.8790772306296091,0.06897749751806259,0.5337837934494019,0.49449201207607985
cmc,LinearModel,1325,148,3,0.5217891997948291,0.8720286781458136,0.09418395906686783,0.6216216087341309,0.6482178140431643
cmc,NeuralNetFastAI,1325,148,3,0.49964533403236705,0.8397080777357001,0.078165203332901,0.6148648858070374,0.7841445209924132
cmc,NeuralNetTorch,1325,148,3,0.5023154123296296,0.8492094680928906,0.09790802747011185,0.6418918967247009,0.6752791251055896
cmc,RandomForest,1325,148,3,0.5048944706601926,0.8488647505450853,0.09556089341640472,0.5743243098258972,0.6050427039153874
cmc,XGBoost,1325,148,3,0.5017135254765467,0.849783930475847,0.11685337871313095,0.6081081032752991,0.5711740190163255
cnae-9,CatBoost,972,108,9,0.0698874503923829,0.17157643171040643,0.05159735679626465,0.9537037014961243,2.140001894906163
cnae-9,ExtraTrees,972,108,9,0.06643956310365076,0.16606290234464172,0.05802422761917114,0.9629629850387573,1.7804147889837623
cnae-9,LightGBM,972,108,9,0.0514911307367892,0.12126117786910563,0.039224773645401,0.9629629850387573,2.0837270990014076
cnae-9,LinearModel,972,108,9,0.06670774489648032,0.14804924561897104,0.03967158868908882,0.9537037014961243,2.1871225251816213
cnae-9,NeuralNetFastAI,972,108,9,0.049910129544924506,0.10564687608805645,0.0538170225918293,0.9629629850387573,2.058800109894946
cnae-9,NeuralNetTorch,972,108,9,0.05473819415407962,0.12622985664763445,0.041671931743621826,0.9629629850387573,2.3021393241360784
cnae-9,RandomForest,972,108,9,0.07364369030360292,0.1874788533916261,0.0698496624827385,0.9629629850387573,1.7082596509717405
cnae-9,XGBoost,972,108,9,0.08267821581900897,0.18297481389308565,0.03445691242814064,0.9351851940155029,2.017937240190804
collins,CatBoost,900,100,30,0.8055021213388384,2.1064167219113177,0.06057130917906761,0.30000001192092896,5.624156094156206
collins,ExtraTrees,900,100,30,0.8446471027437414,2.249357962352678,0.06758494675159454,0.20999999344348907,6.720069244969636
collins,LightGBM,900,100,30,0.8104754687233722,2.125998382141132,0.09095491468906403,0.3199999928474426,5.419052344979718
collins,LinearModel,900,100,30,0.8073957656987928,2.1873070660630356,0.09679461270570755,0.3400000035762787,8.223847379907966
collins,NeuralNetFastAI,900,100,30,0.8069503217890167,2.140273349680699,0.10488805919885635,0.33000001311302185,6.722313829930499
collins,NeuralNetTorch,900,100,30,0.7824876988307315,2.054484606606752,0.09529878199100494,0.3199999928474426,6.481097611133009
collins,RandomForest,900,100,30,0.8349880843591868,2.232348047713627,0.0661332905292511,0.25999999046325684,6.729860657127574
collins,XGBoost,900,100,30,0.8297564775954069,2.248151378072489,0.10001223534345627,0.28999999165534973,4.667417513905093
connect-4,CatBoost,60801,6756,3,0.17779605912753393,0.31932750621940825,0.013139447197318077,0.875074028968811,28.109976352890953
connect-4,ExtraTrees,60801,6756,3,0.2510604289115582,0.4539263508508737,0.016242871060967445,0.8223801255226135,26.187494998099282
connect-4,LightGBM,60801,6756,3,0.17794311475020966,0.3203572926941092,0.01610715501010418,0.8734458088874817,29.45469819311984
connect-4,LinearModel,60801,6756,3,0.334717463882423,0.5945809050458565,0.011467144824564457,0.758436918258667,19.08477833797224
connect-4,NeuralNetFastAI,60801,6756,3,0.16708841852562026,0.3000931260036859,0.019095025956630707,0.8836589455604553,27.3283947580494
connect-4,NeuralNetTorch,60801,6756,3,0.1752954486570006,0.3138257106115094,0.022264664992690086,0.8765541911125183,30.615332586923614
connect-4,RandomForest,60801,6756,3,0.26134945300633683,0.47359932463259047,0.016694948077201843,0.815423309803009,15.50932047702372
connect-4,XGBoost,60801,6756,3,0.1786919585290007,0.32094860127170327,0.01504433061927557,0.8728537559509277,29.395266610896215
dilbert,CatBoost,9000,1000,5,0.024439316300314817,0.047796535350003784,0.007832732982933521,0.9819999933242798,4.783606436103582
dilbert,ExtraTrees,9000,1000,5,0.03824095062035612,0.07563151127921182,0.012812699191272259,0.9739999771118164,4.6179147840011865
dilbert,LightGBM,9000,1000,5,0.011455653323658603,0.022457101062576888,0.006084025371819735,0.9909999966621399,5.56410154979676
dilbert,LinearModel,9000,1000,5,0.09132399739015133,0.16880030667722123,0.02497309446334839,0.9380000233650208,7.518610304920003
dilbert,NeuralNetFastAI,9000,1000,5,0.019828047737952353,0.03878431198711683,0.014893398620188236,0.9869999885559082,5.654246758902445
dilbert,NeuralNetTorch,9000,1000,5,0.012997062159751254,0.029285623745644387,0.013476948253810406,0.9919999837875366,5.55372386588715
dilbert,RandomForest,9000,1000,5,0.06627787543766059,0.1250076382970533,0.015062385238707066,0.9580000042915344,5.060133463004604
dilbert,XGBoost,9000,1000,5,0.020559181867356918,0.041474459489530234,0.007096287794411182,0.9869999885559082,5.3364831251092255
dna,CatBoost,2867,319,3,0.06207824462166521,0.11676540357217509,0.018911873921751976,0.9655172228813171,1.7096699480898678
dna,ExtraTrees,2867,319,3,0.08010498145215063,0.15694590534614042,0.03233697637915611,0.9529780745506287,1.6943675139918923
dna,LightGBM,2867,319,3,0.0630022141824173,0.11849772303641458,0.0221493449062109,0.9529780745506287,1.7864493899978697
dna,LinearModel,2867,319,3,0.12022233065138906,0.22372811914265756,0.03475958853960037,0.931034505367279,2.59638867713511
dna,NeuralNetFastAI,2867,319,3,0.08213839206669782,0.15562233524401967,0.013942454941570759,0.9467084407806396,2.1055509401485324
dna,NeuralNetTorch,2867,319,3,0.08136085321647527,0.15006908795422708,0.014741860330104828,0.9498432874679565,1.7784967781044543
dna,RandomForest,2867,319,3,0.08955512100612485,0.16920529589598046,0.016498669981956482,0.9404388666152954,1.6351029521320015
dna,XGBoost,2867,319,3,0.06145268752533329,0.11762192730311519,0.019767915830016136,0.962382435798645,1.8413022379390895
eucalyptus,CatBoost,662,74,5,0.40771651487826954,0.6910442410635682,0.07906652987003326,0.6756756901741028,0.9928178191184998
eucalyptus,ExtraTrees,662,74,5,0.3730563995220896,0.6495752643733619,0.10106303542852402,0.6756756901741028,1.1274969321675599
eucalyptus,LightGBM,662,74,5,0.36932980113319874,0.6367877972781661,0.1596432477235794,0.6756756901741028,1.123144299024716
eucalyptus,LinearModel,662,74,5,0.4317081127719356,0.735529813995374,0.04992068558931351,0.6486486196517944,0.9848438380286098
eucalyptus,NeuralNetFastAI,662,74,5,0.40321383028455154,0.6511607053064662,0.126095712184906,0.6756756901741028,1.1358100159559399
eucalyptus,NeuralNetTorch,662,74,5,0.41764689472296446,0.6616585315535546,0.09588885307312012,0.662162184715271,0.9383455319330096
eucalyptus,RandomForest,662,74,5,0.3973021357171172,0.6775965615928128,0.1384657770395279,0.662162184715271,0.998950086068362
eucalyptus,XGBoost,662,74,5,0.41549884558043576,0.7200243393966647,0.11365912854671478,0.6756756901741028,1.0343451518565416
eye_movements,CatBoost,9842,1094,3,0.35231430000002373,0.5949745807008222,0.029720041900873184,0.7358317971229553,3.050461629172787
eye_movements,ExtraTrees,9842,1094,3,0.3174923700713028,0.545375705662208,0.045332733541727066,0.7806215882301331,2.788496343884617
eye_movements,LightGBM,9842,1094,3,0.2795011015239912,0.48666353186231837,0.03115823306143284,0.809872031211853,3.8378117959946394
eye_movements,LinearModel,9842,1094,3,0.563542671761271,0.9172850149094826,0.02715379372239113,0.515539288520813,2.096979547990486
eye_movements,NeuralNetFastAI,9842,1094,3,0.43324108627587704,0.7212322902560689,0.048489220440387726,0.6755027174949646,3.1517663500271738
eye_movements,NeuralNetTorch,9842,1094,3,0.41611124678821493,0.6944178877654921,0.06041116639971733,0.688299834728241,3.5663360750768334
eye_movements,RandomForest,9842,1094,3,0.3780644469855373,0.63661947625339,0.018774809315800667,0.7175502777099609,3.6573544880375266
eye_movements,XGBoost,9842,1094,3,0.31786406372895004,0.5453364774542127,0.028228571638464928,0.7705667018890381,3.3759773371275514
fabert,CatBoost,7413,824,7,0.34890510680347975,0.7061049418526119,0.04422447830438614,0.737864077091217,5.834350497927517
fabert,ExtraTrees,7413,824,7,0.3691613275155844,0.7286506061411131,0.05708236247301102,0.7063106894493103,6.530983107862994
fabert,LightGBM,7413,824,7,0.35441898934983873,0.7035079468406492,0.04490520432591438,0.7184466123580933,5.2777838439214975
fabert,LinearModel,7413,824,7,0.4797319993122552,1.0002045283530008,0.08397504687309265,0.637135922908783,7.43834087299183
fabert,NeuralNetFastAI,7413,824,7,0.3845451251698253,0.7802346403934541,0.030916042625904083,0.7063106894493103,6.616578557062894
fabert,NeuralNetTorch,7413,824,7,0.4135757159551026,0.8381125425309731,0.07895517349243164,0.7014563083648682,7.075155847007409
fabert,RandomForest,7413,824,7,0.3801488116021428,0.760454492812415,0.04392620176076889,0.7038834691047668,6.982119977008551
fabert,XGBoost,7413,824,7,0.3577152932153402,0.7369549417677144,0.03350992500782013,0.7281553149223328,6.358385231113061
first-order-theorem-proving,CatBoost,5506,612,6,0.5061715997850937,1.0392132688881055,0.07570978254079819,0.6241829991340637,2.9989676370751113
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5105492823992969,1.0490334010258613,0.04655603691935539,0.6078431606292725,5.294326270930469
