dataset,model,cal_size,test_size,n_classes,VS_brier,VS_logloss,VS_ece-15,VS_accuracy,VS_time
hiva_agnostic,LimiX_GPU,2563,1282,3,0.06826656311750412,0.17381148040294647,7.510185241699219e-06,0.9648985862731934,0.05955470004118979
maternal_health_risk,LimiX_GPU,676,338,3,0.19215857982635498,0.3791535496711731,0.05621708929538727,0.8875739574432373,0.009491006843745708
splice,LimiX_GPU,2126,1064,3,0.036637332290410995,0.08123022317886353,0.018991190940141678,0.9830827116966248,0.013472328195348382
students_dropout_and_academic_success,LimiX_GPU,2949,1475,3,0.31586211919784546,0.5571161508560181,0.02882513962686062,0.7769491672515869,0.024904694175347686
website_phishing,LimiX_GPU,902,451,3,0.11418549716472626,0.21034033596515656,0.03456415608525276,0.9312638640403748,0.013405214063823223
MIC,TabM_GPU,1132,567,8,0.18035174906253815,0.4497585594654083,0.036152902990579605,0.8941798806190491,0.04506494500674307
SDSS17,TabM_GPU,52035,26018,3,0.040607795119285583,0.08131316304206848,0.003929289989173412,0.9750941395759583,0.1817601229995489
anneal,TabM_GPU,598,300,5,0.008069196715950966,0.046206094324588776,0.004938185680657625,0.996666669845581,0.01859153714030981
hiva_agnostic,TabM_GPU,2563,1282,3,0.06827622652053833,0.17421962320804596,5.429983139038086e-05,0.9648985862731934,0.08090727403759956
maternal_health_risk,TabM_GPU,676,338,3,0.2627558708190918,0.47930023074150085,0.0829475000500679,0.8402366638183594,0.010612767888233066
splice,TabM_GPU,2126,1064,3,0.04141857847571373,0.09259656816720963,0.013522165827453136,0.9746240377426147,0.014327812939882278
students_dropout_and_academic_success,TabM_GPU,2949,1475,3,0.3185192942619324,0.5633823275566101,0.024091191589832306,0.7728813290596008,0.018332449020817876
website_phishing,TabM_GPU,902,451,3,0.12007686495780945,0.22527854144573212,0.026280656456947327,0.9268292784690857,0.014070967910811305
MIC,RealMLP_GPU,1132,567,8,0.18127872049808502,0.45276665687561035,0.041144344955682755,0.8941798806190491,0.051908419001847506
SDSS17,RealMLP_GPU,52035,26018,3,0.04270141199231148,0.08566518872976303,0.0020992327481508255,0.9740948677062988,0.17486747493967414
anneal,RealMLP_GPU,598,300,5,0.016680188477039337,0.44468939304351807,0.010017097927629948,0.9933333396911621,0.028003084007650614
hiva_agnostic,RealMLP_GPU,2563,1282,3,0.06848784536123276,0.17599456012248993,0.0011494504287838936,0.9648985862731934,0.046023721806705
maternal_health_risk,RealMLP_GPU,676,338,3,0.21023976802825928,0.4040912091732025,0.07794782519340515,0.88165682554245,0.013171275146305561
splice,RealMLP_GPU,2126,1064,3,0.039395470172166824,0.08715201169252396,0.01445874571800232,0.9755638837814331,0.011588798137381673
students_dropout_and_academic_success,RealMLP_GPU,2949,1475,3,0.3160424828529358,0.5604146122932434,0.020727163180708885,0.7810169458389282,0.017362444894388318
website_phishing,RealMLP_GPU,902,451,3,0.11622884124517441,0.21269962191581726,0.030553434044122696,0.9246119856834412,0.014022123999893665
MIC,BetaTabPFN_GPU,1132,567,8,0.18061402440071106,0.4514806866645813,0.028286349028348923,0.8888888955116272,0.0437603781465441
SDSS17,BetaTabPFN_GPU,52035,26018,3,0.04782712459564209,0.09555606544017792,0.0026233994867652655,0.9712122082710266,0.17032152693718672
anneal,BetaTabPFN_GPU,598,300,5,0.015548134222626686,0.10506372153759003,0.007429302670061588,0.9900000095367432,0.02742443117313087
hiva_agnostic,BetaTabPFN_GPU,2563,1282,3,0.06826889514923096,0.17382971942424774,6.580352783203125e-05,0.9648985862731934,0.061281440081074834
maternal_health_risk,BetaTabPFN_GPU,676,338,3,0.28265470266342163,0.4985702931880951,0.0830191969871521,0.8254438042640686,0.013006830820813775
splice,BetaTabPFN_GPU,2126,1064,3,0.040092919021844864,0.08647212386131287,0.016775328665971756,0.9736841917037964,0.01439395803026855
students_dropout_and_academic_success,BetaTabPFN_GPU,2949,1475,3,0.3194567561149597,0.5679121613502502,0.022490236908197403,0.7776271104812622,0.018381189089268446
website_phishing,BetaTabPFN_GPU,902,451,3,0.12826058268547058,0.2307300567626953,0.022680027410387993,0.9179601073265076,0.013840580126270652
MIC,ModernNCA_GPU,1132,567,8,0.18215490877628326,0.45512279868125916,0.03542192652821541,0.8888888955116272,0.05082813301123679
SDSS17,ModernNCA_GPU,52035,26018,3,0.03801833465695381,0.07490841299295425,0.003229151712730527,0.9763625264167786,0.17279941006563604
anneal,ModernNCA_GPU,598,300,5,0.019657844677567482,0.5992740392684937,0.00981903076171875,0.9900000095367432,0.0849421750754118
hiva_agnostic,ModernNCA_GPU,2563,1282,3,0.06851034611463547,0.17642177641391754,0.002871366683393717,0.9648985862731934,0.03945057210512459
maternal_health_risk,ModernNCA_GPU,676,338,3,0.21345971524715424,0.4038201868534088,0.04300474375486374,0.8668639063835144,0.013228316092863679
splice,ModernNCA_GPU,2126,1064,3,0.04913332685828209,0.10778961330652237,0.03241877630352974,0.9746240377426147,0.012822562828660011
students_dropout_and_academic_success,ModernNCA_GPU,2949,1475,3,0.32241958379745483,0.5704124569892883,0.027168167755007744,0.7769491672515869,0.01758589595556259
website_phishing,ModernNCA_GPU,902,451,3,0.12674471735954285,0.2277638167142868,0.020282700657844543,0.9201774001121521,0.012332500889897346
MIC,Mitra_GPU,1132,567,8,0.1823749840259552,0.4619709551334381,0.0377512164413929,0.8871251940727234,0.04854009114205837
anneal,Mitra_GPU,598,300,5,0.011341575533151627,0.11417815089225769,0.007430032826960087,0.9933333396911621,0.022822248050943017
maternal_health_risk,Mitra_GPU,676,338,3,0.19462889432907104,0.3845404386520386,0.06956302374601364,0.8905325531959534,0.012663486879318953
splice,Mitra_GPU,2126,1064,3,0.0416078083217144,0.08952783048152924,0.01954386942088604,0.972744345664978,0.012768690008670092
students_dropout_and_academic_success,Mitra_GPU,2949,1475,3,0.3129701316356659,0.5546301603317261,0.025628870353102684,0.7742372751235962,0.021145801059901714
website_phishing,Mitra_GPU,902,451,3,0.1172524243593216,0.21632780134677887,0.035821545869112015,0.9312638640403748,0.013384653022512794
MIC,TabDPT_GPU,1132,567,8,0.1903771013021469,0.48654690384864807,0.026479635387659073,0.8888888955116272,0.05891591892577708
SDSS17,TabDPT_GPU,52035,26018,3,0.040732722729444504,0.0817570611834526,0.0032169371843338013,0.9751325845718384,0.15019088285043836
anneal,TabDPT_GPU,598,300,5,0.013293903321027756,0.06944620609283447,0.004861105233430862,0.9933333396911621,0.010286448057740927
hiva_agnostic,TabDPT_GPU,2563,1282,3,0.06843817979097366,0.17434293031692505,0.0006452404777519405,0.9648985862731934,0.14083659299649298
maternal_health_risk,TabDPT_GPU,676,338,3,0.17905651032924652,0.36014655232429504,0.03861641883850098,0.8846153616905212,0.011831962037831545
splice,TabDPT_GPU,2126,1064,3,0.0980900302529335,0.17831933498382568,0.014935776591300964,0.9379699230194092,0.011667983839288354
students_dropout_and_academic_success,TabDPT_GPU,2949,1475,3,0.3236503005027771,0.5705701112747192,0.0194565262645483,0.7640677690505981,0.018604913027957082
website_phishing,TabDPT_GPU,902,451,3,0.11589633673429489,0.20915496349334717,0.03779580444097519,0.9290465712547302,0.01217453507706523
